title,equation_latex,main_category,notes
Theta (Call),Theta_{C} = -(S_{0} \times N'(d_{1}) \times \text{sigma}) / (2 \times sqrt(T)) - r \times K \times e^{-rT} \times N(d_{2}),Equity Derivatives,This equation calculates the theta of a European call option. Theta_C represents the call theta
Theta (Put),Theta_{P} = -(S_{0} \times N'(d_{1}) \times \text{sigma}) / (2 \times sqrt(T)) + r \times K \times e^{-rT} \times N(-d_{2}),Equity Derivatives,This equation calculates the theta of a European put option. Theta_P represents the put theta. Unlike calls
Vega,\text{Vega} = S_{0} \times N'(d_{1}) \times sqrt(T),Equity Derivatives,This equation calculates the vega of a European option (same for calls and puts). Vega represents the sensitivity of the option price to changes in volatility. Vega is always positive
Rho (Call),Rho_{C} = K \times T \times e^{-rT} \times N \times (d_{2}),Equity Derivatives,This equation calculates the rho of a European call option. Rho_C represents the call rho
Rho (Put),Rho_{P} = -K \times T \times e^{-rT} \times N \times (-d_{2}),Equity Derivatives,This equation calculates the rho of a European put option. Rho_P represents the put rho. For puts
Vanna,Vanna = -N'(d_{1}) \times d_{2} / \text{sigma},Equity Derivatives,This equation calculates the vanna of a European option. Vanna represents the sensitivity of delta to changes in volatility
Charm,Charm = -N'(d_{1}) \times (2rT - d_{2} \times \text{sigma} \times sqrt(T)) / (2T \times \text{sigma} \times sqrt(T)),Equity Derivatives,This equation calculates the charm of a European option. Charm represents the sensitivity of delta to changes in time (delta decay). Charm is important for understanding how delta changes as expiration approaches.
Vomma,Vomma = S_{0} \times N'(d_{1}) \times sqrt(T) \times d_{1} \times d_{2} / \text{sigma},Equity Derivatives,This equation calculates the vomma (also called volga) of a European option. Vomma represents the sensitivity of vega to changes in volatility. Vomma is positive for most options
Veta,Veta = S_{0} \times N'(d_{1}) \times sqrt(T) \times (r \times q + (d_{1} \times d_{2} \times \text{sigma}) / (2T)),Equity Derivatives,This equation calculates the veta of a European option. Veta represents the sensitivity of vega to changes in time (vega decay). Veta helps understand how volatility sensitivity changes as expiration approaches.
Speed,Speed = -N'(d_{1}) / (S_{0}^{2} \times \text{sigma} \times sqrt(T)) \times (1 + d_{1} / (\text{sigma} \times sqrt(T))),Equity Derivatives,This equation calculates the speed of a European option. Speed represents the third derivative of the option price with respect to the underlying price. Speed measures the rate of change of gamma and is important for understanding convexity risk.
Color,Color = -N'(d_{1}) / (2 \times S_{0} \times T \times \text{sigma} \times sqrt(T)) \times (1 + (2rT - d_{2} \times \text{sigma} \times sqrt(T)) / (2T)),Equity Derivatives,This equation calculates the color of a European option. Color represents the sensitivity of gamma to changes in time (gamma decay). Color helps understand how the curvature of the option price changes as expiration approaches.
Zomma,Zomma = N'(d_{1}) \times (d_{1} \times d_{2} - 1) / (S_{0} \times \text{sigma}^{2} \times sqrt(T)),Equity Derivatives,This equation calculates the zomma of a European option. Zomma represents the sensitivity of gamma to changes in volatility. Zomma is important for managing volatility risk in gamma-sensitive portfolios.
Implied Volatility (Definition),sigma_{imp}: C_{market} = C_{BSM}(S_{0},Equity Derivatives, T
Newton-Raphson for Implied Volatility,sigma_{n+1} = sigma_{n} - (C_{BSM}(sigma_{n}) - C_{market}) / \text{Vega}(sigma_{n}),Equity Derivatives,This equation implements the Newton-Raphson method to solve for implied volatility. sigma_n is the current guess
Volatility Smile,sigma_{imp} = f \times (K/S_{0},Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Volatility Skew,Skew = (sigma_{imp}(K_{25}) - sigma_{imp}(K_{75})) / (K_{75} - K_{25}),Equity Derivatives,This equation measures the volatility skew. Skew represents the slope of implied volatility across strike prices. sigma_imp(K_25) and sigma_imp(K_75) are the implied volatilities for 25-delta and 75-delta options respectively. Negative skew is common in equity markets.
Volatility Surface,sigma_{imp} = f \times (K,Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Asian Option (Arithmetic Average),Payoff = max((1/n) \times sum_{i=1}^{n} S_{t_{i}} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option (Geometric Average),Payoff = max((prod_{i=1}^{n} S_{t_{i}})^{1/n} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option Price (Geometric),C = e^{-rT} \times E_{Q}[max(S_{G} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Barrier Option (Up-and-Out Call),Payoff = (max(S_{T} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Barrier Option (Down-and-In Put),Payoff = (max(K - S_{T},Equity Derivatives,Equity Derivatives - Exotic Options
Lookback Option (Floating Strike Call),Payoff = max(S_{T} - min_{0<=t<=T} S_{t},Equity Derivatives,Equity Derivatives - Exotic Options
Lookback Option (Fixed Strike Call),Payoff = max(max_{0<=t<=T} S_{t} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Binary Option (Cash-or-Nothing Call),Payoff = C if S_{T} > K else 0,Equity Derivatives,This equation gives the payoff of a cash-or-nothing binary call option. The option pays a fixed cash amount C if the underlying price exceeds the strike at expiration
Binary Option (Asset-or-Nothing Call),Payoff = S_{T} if S_{T} > K else 0,Equity Derivatives,This equation gives the payoff of an asset-or-nothing binary call option. The option pays the underlying asset price if it exceeds the strike at expiration
Compound Option (Call on Call),Payoff = max(C(S_{T},Equity Derivatives, T_2) - K_1
Chooser Option,Payoff = max(C(S_{T},Equity Derivatives, T_2)
Exchange Option,Payoff = max(S_{1},Equity Derivatives,T
Basket Option,Payoff = max(sum_{i=1}^{n} w_{i} \times S_{i,Equity Derivatives, 0)
Spread Option,Payoff = max(S_{1},Equity Derivatives,T - K
Rainbow Option,Payoff = max(min(S_{1},Equity Derivatives, S_2
Forward Start Option,C = S_{0} \times e^{-qT_{1}} \times (e^{(r-q)(T_{2}-T_{1})} \times N \times (d_{1}) - e^{-r \times (T_{2}-T_{1})} \times N \times (d_{2})),Equity Derivatives,This equation prices a forward start option that begins at time T_1 and expires at T_2. The option starts at-the-money forward. Forward start options are used in employee stock option plans.
Cliquet Option,Payoff = max(prod_{i=1}^{n} (1 + max(R_{i},Equity Derivatives, 0)
Bermudan Option,C_{Bermudan} >= C_{European},Equity Derivatives,This equation states that Bermudan options (exercisable on specified dates) are at least as valuable as European options (exercisable only at expiration). C_Bermudan represents the Bermudan option price
Digital Option Price,C = e^{-rT} \times N \times (d_{2}),Equity Derivatives,This equation prices a cash-or-nothing digital call option. C represents the option price
Gap Option Payoff,Payoff = S_{T} - K_{2} if S_{T} > K_{1} else 0,Equity Derivatives,This equation gives the payoff of a gap call option. The option has two strike prices: K_1 triggers exercise
Power Option Payoff,Payoff = max(S_{T}^{a} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Quanto Option,C = e^{-rT} \times E_{Q}[max(S_{T}^{f} \times X_{T} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option Delta Approximation,\text{Delta} ≈ N \times (d_{1}) \times (1/T) \times sum_{i=1}^{n} (S_{0} / S_{t_{i}}),Equity Derivatives,This equation approximates the delta of an arithmetic Asian option. The delta depends on the relationship between the current price and the prices at which the average is calculated. This approximation is used because there's no closed-form formula.
Option Elasticity,Elasticity = \text{Delta} \times S_{0} / C,Equity Derivatives,This equation calculates the elasticity of an option. Elasticity represents the percentage change in option price for a 1% change in the underlying price. For calls
Leverage,Leverage = 1 / \text{Delta},Equity Derivatives,This equation calculates the leverage of an option position. Leverage represents how many shares of underlying you effectively control with one option. Deep in-the-money options have leverage close to 1
Option Beta,Beta_{option} = \text{Delta} \times Beta_{underlying},Equity Derivatives,This equation relates option beta to underlying beta. Beta_option represents the option's beta (sensitivity to market returns)
Probability of ITM (Call),P \times (S_{T} > K) = N \times (d_{2}),Equity Derivatives,This equation calculates the risk-neutral probability that a call option expires in the money. The probability is N(d_2)
Probability of ITM (Put),P \times (S_{T} < K) = N \times (-d_{2}),Equity Derivatives,This equation calculates the risk-neutral probability that a put option expires in the money. The probability is N(-d_2). This probability is used in option pricing and risk management.
Expected Terminal Stock Price,E[S_{T}] = S_{0} \times e^{rT},Equity Derivatives,This equation gives the expected terminal stock price under the risk-neutral measure. E[S_T] represents the expectation
Option Value Decomposition,C = Intrinsic Value + Time Value,Equity Derivatives,This equation decomposes an option's value into intrinsic and time components. C represents the total option value. Intrinsic value is the immediate exercise value
Early Exercise Premium (American Put),EEP = P_{American} - P_{European},Equity Derivatives,This equation calculates the early exercise premium for an American put option. EEP represents the extra value from the early exercise right. This premium is positive for deep in-the-money puts on non-dividend stocks.
Optimal Exercise Boundary (American Put),S \times = f \times (K,Equity Derivatives, q
Option Theta Decay,\text{Theta} ≈ -\text{sigma} \times S_{0} \times N'(d_{1}) / (2 \times sqrt(T)),Equity Derivatives,This equation approximates the theta decay near expiration. The dominant term is the volatility term
Gamma Scalping Profit,Profit ≈ 0.5 \times \text{Gamma} \times (dS)^{2} - \text{Theta} \times dt,Equity Derivatives,This equation estimates the profit from gamma scalping (delta-hedging). The gamma term captures profit from convexity when the underlying moves
Delta Hedging Error,Error ≈ 0.5 \times \text{Gamma} \times (dS)^{2},Equity Derivatives,This equation estimates the hedging error from discrete delta hedging. The error comes from the convexity (gamma) of the option price. More frequent rebalancing reduces this error but increases transaction costs.
Option Implied Distribution,f \times (S_{T}) = (1 / (S_{T} \times \text{sigma} \times sqrt(2 \times pi \times T))) \times exp(-(ln(S_{T}/S_{0}) - (r - 0.5 \times \text{sigma}^{2}) \times T)^{2} / (2 \times \text{sigma}^{2} \times T)),Equity Derivatives,This equation gives the risk-neutral probability density function of the terminal stock price under Black-Scholes assumptions. f(S_T) represents the lognormal distribution
Risk-Neutral Valuation,C = e^{-rT} \times E_{Q}[max(S_{T} - K,Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Martingale Property,S_{t} = E_{Q}[S_{T} | F_{t}] \times e^{-r \times (T-t)},Equity Derivatives,This equation expresses the martingale property of discounted stock prices under the risk-neutral measure. S_t represents the stock price at time t
Change of Numeraire,C = S_{0} \times e^{-qT} \times N \times (d_{1}) - K \times e^{-rT} \times N \times (d_{2}),Equity Derivatives,This is the Black-Scholes formula expressed using the change of numeraire technique. The first term uses the stock as numeraire
Option Price as Integral,C = e^{-rT} \times integral_{K}^{i}nf (S_{T} - K) \times f \times (S_{T}) dS_{T},Equity Derivatives,This equation expresses the option price as an integral over the terminal stock price. C represents the call price
