title,equation_latex,main_category,notes
Forward Rate (Discrete),F_{t,Foundations - Time Value of Money,Foundations - Interest Rate Conventions
Forward Rate (Continuous),F_{t,Foundations - Time Value of Money,Foundations - Interest Rate Conventions
Spot Rate from Zero-Coupon Bond,r_{t} = -l \times n \times (P_{t}) / t,Foundations - Time Value of Money,This equation calculates the continuously compounded spot rate from a zero-coupon bond price. r_t represents the spot rate for maturity t
Zero-Coupon Bond Price,P_{t} = e^{-r_{t} t},Foundations - Time Value of Money,This equation calculates the price of a zero-coupon bond given the continuously compounded spot rate. P_t represents the bond price
Par Yield,c = (1 - P_{\text{T}}) / (s \times um_{i=1}^{\text{T}} P_{t_{i}}),Foundations - Time Value of Money,This equation calculates the par yield (coupon rate that makes a bond price equal to par). c represents the par yield
Annuity Present Value,\text{PV} = C \times \frac{1 - \left(1 + r\right)^{-n}}{r},Foundations - Time Value of Money,"This equation calculates the present value of an ordinary annuity. PV represents the present value This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Annuity Future Value,\text{F} \times \text{V} = \text{C} * ((1 + r)^{n} - 1) / r,Foundations - Time Value of Money,"This equation calculates the future value of an ordinary annuity. FV represents the future value This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Growing Annuity Present Value,\text{PV} = C \times \frac{1 - \left(1 + r\right)^{-n}}{r},Foundations - Time Value of Money,"This equation calculates the present value of a growing annuity. PV represents the present value This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Perpetuity Present Value,\text{PV} = \frac{C}{r} = C \times \frac{1}{r},Foundations - Time Value of Money,"This equation calculates the present value of a perpetuity (infinite series of equal payments). PV represents the present value This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Growing Perpetuity Present Value,\text{P} \times \text{V} = \text{C} / (r - g),Foundations - Time Value of Money,"This equation calculates the present value of a growing perpetuity. PV represents the present value This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Nominal to Effective Rate Conversion,r_{e}f \times f = (1 + r_{n}o \times m / m)^{m} - 1,Foundations - Time Value of Money,This equation converts a nominal interest rate to an effective rate. r_eff represents the effective annual rate
Effective to Nominal Rate Conversion,r_{n}o \times m = m * ((1 + r_{e}f \times f)^{1/m} - 1),Foundations - Time Value of Money,This equation converts an effective interest rate to a nominal rate. r_nom represents the nominal annual rate
Continuous Rate from Discrete,r_{c}o \times nt = m * l \times n \times (1 + r_{d}i \times sc / m),Foundations - Time Value of Money,This equation converts a discretely compounded rate to a continuously compounded rate. r_cont represents the continuously compounded rate
Discrete Rate from Continuous,r_{d}i \times sc = m * (e^{r_{c}o \times nt / m} - 1),Foundations - Time Value of Money,This equation converts a continuously compounded rate to a discretely compounded rate. r_disc represents the discretely compounded nominal rate
Time Value of Money General Formula,\text{F} \times \text{V} = \text{P} \times \text{V} * (1 + r)^{t},Foundations - Time Value of Money,"This is the fundamental time value of money equation. FV represents the future value This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Present Value of Uneven Cash Flows,\text{PV} = \sum_{t=1}^{n} \frac{\text{CF}_{t}}{\left(1 + r\right)^{t}},Foundations - Time Value of Money,"This equation calculates the present value of a series of unequal cash flows. PV represents the present value This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Future Value of Uneven Cash Flows,\text{FV} = \sum_{t=1}^{n} \text{CF}_{t} \times \left(1 + r\right)^{n-t},Foundations - Time Value of Money,"This equation calculates the future value of a series of unequal cash flows. FV represents the future value at time n This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Interest Rate Parity,\text{F} = \text{S} * (1 + r_{d}) / (1 + r_{f}),Foundations - Time Value of Money,"This equation expresses the relationship between spot and forward exchange rates. F represents the forward exchange rate This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Real Interest Rate,r_{r}e \times al = (1 + r_{n}o \times m) / (1 + i \times nf \times la \times ti \times on) - 1,Foundations - Time Value of Money,"This equation calculates the real interest rate from the nominal rate and inflation. r_real represents the real interest rate This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Fisher Equation,r_{n}o \times m = r_{r}e \times al + i \times nf \times la \times ti \times on + r_{r}e \times al * i \times nf \times la \times ti \times on,Foundations - Time Value of Money,This is the exact Fisher equation relating nominal and real interest rates. r_nom represents the nominal rate
Yield to First Call,Y \times TC = (\text{C} + (P_{c}a \times ll - \text{P}) / n) / ((P_{c}a \times ll + \text{P}) / 2),Foundations - Time Value of Money,This equation calculates the yield to call for a callable bond. YTC represents the yield to call
Current Yield,\text{C} \times Y = \text{C} / \text{P},Foundations - Time Value of Money,This equation calculates the current yield of a bond. CY represents the current yield
Yield to Maturity Approximation,Y \times TM ≈ (\text{C} + (\text{F} - \text{P}) / n) / ((\text{F} + \text{P}) / 2),Foundations - Time Value of Money,This equation provides an approximation of the yield to maturity. YTM represents the yield to maturity
Macaulay Duration (Zero-Coupon),D_{m}a \times c = t,Foundations - Time Value of Money,"This equation shows that the Macaulay duration of a zero-coupon bond equals its time to maturity. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Macaulay Duration (Coupon Bond),D_{m}a \times c = s \times um_{t=1}^{n} (t * \text{C} \times F_{t} / (1 + y)^{t}) / \text{P},Foundations - Time Value of Money,"This equation calculates the Macaulay duration of a coupon bond. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Modified Duration,D_{m}o \times d = D_{m}a \times c / (1 + y),Foundations - Time Value of Money,"This equation calculates the modified duration from Macaulay duration. D_mod represents the modified duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Dollar Duration,D \times D = -D_{m}o \times d * \text{P},Foundations - Time Value of Money,"This equation calculates the dollar duration (also called price value of a basis point or PV01). DD represents the dollar duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Convexity,\text{C} \times on \times v = s \times um_{t=1}^{n} (t \times (t+1) * \text{C} \times F_{t} / (1 + y)^{t+2}) / \text{P},Foundations - Time Value of Money,"This equation calculates the convexity of a bond. Conv represents convexity Convexity captures the second-order effect in price-yield relationships, accounting for the curvature that makes bond prices rise more for yield drops than they fall for equivalent yield increases. This curvature adjustment improves price estimates for large yield changes beyond what duration alone can predict."
Price Change Approximation,d \times \text{P}/\text{P} ≈ -D_{m}o \times d * d \times y + 0.5 * \text{C} \times on \times v * (d \times y)^{2},Foundations - Time Value of Money,This equation approximates the percentage price change of a bond for a small change in yield. dP/P represents the percentage price change
Forward Price of an Asset,\text{F} = \text{S} * e^{(r - q)\text{T}},Foundations - Time Value of Money,This equation calculates the forward price of an asset with continuous dividend yield. F represents the forward price
Cost of Carry,\text{C} = r - q,Foundations - Time Value of Money,"This equation calculates the cost of carry for an asset. C represents the cost of carry The cost of capital represents the required return that investors demand for providing capital. It serves as the discount rate for valuation and the hurdle rate for investment decisions, reflecting both the time value of money and compensation for risk."
Interest Rate Forward Price,\text{F} = (1 + r_{l}o \times ng * T_{l}o \times ng) / (1 + r_{s}h \times or \times t * T_{s}h \times or \times t) - 1,Foundations - Time Value of Money,"This equation calculates the forward interest rate using discrete compounding. F represents the forward rate This equation is fundamental to the time value of money concept, which states that money available at the present time is worth more than the same amount in the future due to its potential earning capacity. The mathematical formulation captures how capital compounds over time, forming the foundation for all discounted cash flow analysis."
Zero Rate from Forward Rates,r_{0},Foundations - Time Value of Money,i}
Bootstrap Method,P_{\text{T}} = 1 / (1 + c * s \times um_{i=1}^{\text{T}-1} P_{i}),Foundations - Time Value of Money,This equation is used in the bootstrap method to extract zero-coupon prices from coupon bond prices. P_T represents the zero-coupon price for maturity T
Rolling Down the Yield Curve,\text{T} \times ot \times al R \times et \times ur \times n = \text{I} \times nc \times om \times e + R \times ol \times ld \times ow \times n,Foundations - Time Value of Money,This equation decomposes the total return of a bond into income and rolldown components. Total Return is the total return over a period
