title,equation_latex,main_category,notes
Ito Product Rule,d \times (X_{t} * Y_{t}) = X_{t} * d \times Y_{t} + Y_{t} * d \times X_{t} + d[X,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Quadratic Covariation,[X,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Girsanov Theorem (Change of Measure),d \times W_{t}^{Q} = d \times W_{t}^{\text{P}} + l \times am \times bd \times a_{t} * d \times t,Stochastic Calculus Foundations,This equation defines the Girsanov transformation for changing probability measures. dW_t^Q represents Brownian motion under the new measure Q
Market Price of Risk,l \times am \times bd \times a_{t} = (m \times u_{t} - r_{t}) / s \times ig \times ma_{t},Stochastic Calculus Foundations,This equation defines the market price of risk. lambda_t represents the Sharpe ratio of the asset
Risk-Neutral Dynamics,d \times S_{t} = r_{t} * S_{t} * d \times t + s \times ig \times ma_{t} * S_{t} * d \times W_{t}^{Q},Stochastic Calculus Foundations,This equation gives the risk-neutral dynamics of an asset price. Under the risk-neutral measure Q
Radon-Nikodym Derivative,Z_{\text{T}} = e \times xp \times (-i \times nt \times eg \times ra \times l_{0}^{\text{T}} l \times am \times bd \times a_{s} * d \times W_{s}^{\text{P}} - 0.5 * i \times nt \times eg \times ra \times l_{0}^{\text{T}} l \times am \times bd \times a_{s}^{2} d \times s),Stochastic Calculus Foundations,This equation defines the Radon-Nikodym derivative for changing from measure P to Q. Z_T represents the likelihood ratio
Novikov Condition,\text{E}[e \times xp \times (0.5 * i \times nt \times eg \times ra \times l_{0}^{\text{T}} l \times am \times bd \times a_{s}^{2} d \times s)] < i \times nf \times in \times it \times y,Stochastic Calculus Foundations,This equation is the Novikov condition
Feynman-Kac Formula,u \times (x,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Kolmogorov Forward Equation,p \times ar \times ti \times al p / p \times ar \times ti \times al t = -p \times ar \times ti \times al (m \times u * p) / p \times ar \times ti \times al x + 0.5 * p \times ar \times ti \times al^{2} (s \times ig \times ma^{2} * p) / p \times ar \times ti \times al x^{2},Stochastic Calculus Foundations,This equation defines the Kolmogorov forward (Fokker-Planck) equation for the transition density p(x
Kolmogorov Backward Equation,p \times ar \times ti \times al p / p \times ar \times ti \times al t = m \times u * p \times ar \times ti \times al p / p \times ar \times ti \times al x + 0.5 * s \times ig \times ma^{2} * p \times ar \times ti \times al^{2} p / p \times ar \times ti \times al x^{2},Stochastic Calculus Foundations,This equation defines the Kolmogorov backward equation. Unlike the forward equation
Strong Solution,X_{t} = X_{0} + i \times nt \times eg \times ra \times l_{0}^{t} m \times u \times (X_{s},Stochastic Calculus Foundations, s) dW_s
Weak Solution,X_{t} = X_{0} + i \times nt \times eg \times ra \times l_{0}^{t} m \times u \times (X_{s},Stochastic Calculus Foundations, s) dW_s
Existence and Uniqueness,|m \times u \times (x,Stochastic Calculus Foundations, t)| + |sigma(x
Martingale Representation Theorem,M_{t} = M_{0} + i \times nt \times eg \times ra \times l_{0}^{t} p \times hi_{s} * d \times W_{s},Stochastic Calculus Foundations,This theorem states that any square-integrable martingale M_t can be represented as a stochastic integral. phi_s is an adapted process
Stochastic Exponential,\text{E} \times (X)_{t} = e \times xp \times (X_{t} - 0.5 * [X,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Doléans-Dade Exponential,d \times Z_{t} = -l \times am \times bd \times a_{t} * Z_{t} * d \times W_{t},Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Martingale Representation for GBM,S_{t} = S_{0} + i \times nt \times eg \times ra \times l_{0}^{t} m \times u * S_{s} d \times s + i \times nt \times eg \times ra \times l_{0}^{t} s \times ig \times ma * S_{s} d \times W_{s},Stochastic Calculus Foundations,This equation represents GBM as an Ito integral. S_t represents the GBM price
Multi-Dimensional Brownian Motion,d \times W_{t} = (d \times W_{1,Stochastic Calculus Foundations, dW_{2
Correlation Structure,\text{E}[d \times W_{i,Stochastic Calculus Foundations,t}] = rho_{ij} * dt
Multi-Dimensional SDE,d \times X_{t} = m \times u \times (X_{t},Stochastic Calculus Foundations, t) * dW_t
Multi-Dimensional Ito's Lemma,d \times Y_{t} = (p \times ar \times ti \times al f/p \times ar \times ti \times al t + n \times ab \times la f * m \times u + 0.5 * t \times r \times (\text{S} \times ig \times ma * \text{S} \times ig \times ma^{\text{T}} * H \times es \times si \times an f)) * d \times t + (n \times ab \times la f * \text{S} \times ig \times ma) * d \times W_{t},Stochastic Calculus Foundations,This is Ito's Lemma for multi-dimensional processes. nabla f is the gradient
Stopped Process,X_{t^{t}a \times u} = X_{m \times in \times (t,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Optional Stopping Theorem,\text{E}[X_{t}a \times u] = \text{E}[X_{0}] f \times or b \times ou \times nd \times ed s \times to \times pp \times in \times g t \times im \times es t \times au,Stochastic Calculus Foundations,"This theorem states that for a martingale X_t Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Local Martingale,\text{I} \times nt \times eg \times ra \times l_{0}^{t} H_{s} * d \times M_{s} i \times s a l \times oc \times al m \times ar \times ti \times ng \times al \times e,Stochastic Calculus Foundations,This equation defines a local martingale. A local martingale is a process that becomes a martingale when stopped at an increasing sequence of stopping times. Local martingales are more general than martingales and appear in many financial models.
Semimartingale,X_{t} = X_{0} + M_{t} + A_{t},Stochastic Calculus Foundations,This equation defines a semimartingale as the sum of a local martingale M_t and a finite variation process A_t. Semimartingales are the most general class of processes for which stochastic integration can be defined. Most financial models are semimartingales.
Predictable Representation,A \times ny s \times qu \times ar \times e-i \times nt \times eg \times ra \times bl \times e m \times ar \times ti \times ng \times al \times e c \times an b \times e r \times ep \times re \times se \times nt \times ed a \times s a s \times to \times ch \times as \times ti \times c i \times nt \times eg \times ra \times l,Stochastic Calculus Foundations,This property states that under certain conditions
