title,equation_latex,main_category,notes
Yield to Worst,\text{YTW} = min(\text{YTM},Fixed Income Securities, YTC_2
Zero-Coupon Yield Curve,r_{t} = -ln(P_{t}) / t,Fixed Income Securities,This equation extracts the zero-coupon yield curve from zero-coupon bond prices. r_t represents the continuously compounded zero rate for maturity t
Par Yield,y_{par} = (1 - P_{T}) / (sum_{t=1}^{T} P_{t}),Fixed Income Securities,This equation calculates the par yield from zero-coupon discount factors. y_par represents the par yield (coupon rate that prices the bond at par)
Forward Rate from Spot Rates,F_{t,Fixed Income Securities,Fixed Income - Yield Curve Analysis
Forward Rate (Continuous),F_{t,Fixed Income Securities,Fixed Income - Yield Curve Analysis
Instantaneous Forward Rate,f \times (t) = r \times (t) + t \times dr(t)/dt,Fixed Income Securities,This equation defines the instantaneous forward rate. f(t) represents the instantaneous forward rate for time t
Spot Rate from Forward Rates,r_{0},Fixed Income Securities,Fixed Income - Yield Curve Analysis
Nelson-Siegel Yield Curve,y \times (t) = beta_{0} + beta_{1} \times (1 - e^{-t/tau})/(t/tau) + beta_{2} \times ((1 - e^{-t/tau})/(t/tau) - e^{-t/tau}),Fixed Income Securities,This is the Nelson-Siegel parameterization of the yield curve. y(t) represents the yield at time t
Nelson-Siegel-Svensson Extension,y \times (t) = beta_{0} + beta_{1} \times (1 - e^{-t/tau_{1}})/(t/tau_{1}) + beta_{2} \times ((1 - e^{-t/tau_{1}})/(t/tau_{1}) - e^{-t/tau_{1}}) + beta_{3} \times ((1 - e^{-t/tau_{2}})/(t/tau_{2}) - e^{-t/tau_{2}}),Fixed Income Securities,This is the Nelson-Siegel-Svensson extension with an additional hump term. y(t) represents the yield at time t
Yield Curve Steepness,Slope = y_{10y} - y_{2y},Fixed Income Securities,This equation measures the steepness of the yield curve. Slope represents the difference between the 10-year yield and the 2-year yield. A positive slope indicates an upward-sloping yield curve (normal)
Yield Curve Curvature,Curvature = 2 \times y_{10y} - y_{2y} - y_{30y},Fixed Income Securities,This equation measures the curvature (hump) of the yield curve. Curvature captures the non-linearity of the yield curve shape. A positive curvature indicates a hump-shaped yield curve
Butterfly Spread,Butterfly = y_{10y} - (y_{2y} + y_{30y})/2,Fixed Income Securities,This equation calculates the butterfly spread of the yield curve. Butterfly measures the deviation of the intermediate yield from the average of the short and long yields. It's a key measure for yield curve strategies and relative value analysis.
Macaulay Duration,D_{mac} = sum_{t=1}^{n} (t \times CF_{t} / (1 + y)^{t}) / P,Fixed Income Securities,This equation calculates the Macaulay duration of a bond. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income.
Macaulay Duration (Zero-Coupon),D_{mac} = T,Fixed Income Securities,This equation shows that the Macaulay duration of a zero-coupon bond equals its time to maturity. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income.
Macaulay Duration (Perpetuity),D_{mac} = (1 + y) / y,Fixed Income Securities,This equation calculates the Macaulay duration of a perpetuity. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income.
Modified Duration,D_{mod} = D_{mac} / (1 + y),Fixed Income Securities,This equation calculates the modified duration from Macaulay duration. D_mod represents the modified duration Duration is the primary measure of interest rate sensitivity in fixed income.
Modified Duration (Approximation),D_{mod} ≈ -(P_- - P_+) / (2 \times P \times dy),Fixed Income Securities,This equation approximates modified duration using finite differences. D_mod represents the modified duration Duration is the primary measure of interest rate sensitivity in fixed income.
Dollar Duration,DD = -D_{mod} \times P,Fixed Income Securities,This equation calculates the dollar duration (also called PV01 or DV01). DD represents the dollar duration Duration is the primary measure of interest rate sensitivity in fixed income.
Price Value of a Basis Point,PV01 = -(P \times (y + 0.0001) - P \times (y - 0.0001)) / 2,Fixed Income Securities,This equation calculates the price value of a basis point (PV01). PV01 represents the price change for a 1 basis point (0.01%) change in yield. PV01 is a standard risk measure used in fixed income markets and is equivalent to dollar duration scaled by 0.0001.
Effective Duration,D_{eff} = -(P_- - P_+) / (2 \times P \times dy),Fixed Income Securities,This equation calculates the effective duration for bonds with embedded options. D_eff represents the effective duration Duration is the primary measure of interest rate sensitivity in fixed income.
Key Rate Duration,KRD_{i} = -(P \times (y + dy_{i}) - P \times (y - dy_{i})) / (2 \times P \times dy_{i}),Fixed Income Securities,This equation calculates the key rate duration for a specific key rate. KRD_i represents the key rate duration for key rate i Duration is the primary measure of interest rate sensitivity in fixed income.
Convexity,Conv = sum_{t=1}^{n} (t \times (t+1) \times CF_{t} / (1 + y)^{t+2}) / P,Fixed Income Securities,This equation calculates the convexity of a bond. Conv represents convexity Convexity captures the second-order effect in price-yield relationships.
Convexity (Zero-Coupon),Conv = T \times (T+1) / (1 + y)^{2},Fixed Income Securities,This equation calculates the convexity of a zero-coupon bond. Conv represents the convexity Convexity captures the second-order effect in price-yield relationships.
Convexity (Perpetuity),Conv = 2(1 + y) / y^{2},Fixed Income Securities,This equation calculates the convexity of a perpetuity. Conv represents the convexity Convexity captures the second-order effect in price-yield relationships.
Effective Convexity,Conv_{eff} = (P_+ + P_- - 2P) / (P \times dy^{2}),Fixed Income Securities,This equation calculates the effective convexity for bonds with embedded options. Conv_eff represents the effective convexity Convexity captures the second-order effect in price-yield relationships.
Dollar Convexity,DC = Conv \times P,Fixed Income Securities,This equation calculates the dollar convexity. DC represents the dollar convexity Convexity captures the second-order effect in price-yield relationships.
Price Change Approximation,dP/P ≈ -D_{mod} \times dy + 0.5 \times Conv \times (dy)^{2},Fixed Income Securities,This equation approximates the percentage price change of a bond for a small change in yield. dP/P represents the percentage price change
Taylor Series Expansion,P \times (y + dy) ≈ P \times (y) + P'(y)dy + 0.5P''(y)(dy)^{2},Fixed Income Securities,This is the Taylor series expansion of bond price with respect to yield. P(y + dy) is the new price
Bond Portfolio Duration,D_{port} = sum_{i=1}^{n} w_{i} \times D_{i},Fixed Income Securities,This equation calculates the duration of a bond portfolio. D_port represents the portfolio duration Duration is the primary measure of interest rate sensitivity in fixed income.
Bond Portfolio Convexity,Conv_{port} = sum_{i=1}^{n} w_{i} \times Conv_{i},Fixed Income Securities,This equation calculates the convexity of a bond portfolio. Conv_port represents the portfolio convexity Convexity captures the second-order effect in price-yield relationships.
Immunization Condition 1,D_{A} = D_{L},Fixed Income Securities,This is the first immunization condition for matching asset and liability durations. D_A represents the duration of assets
Immunization Condition 2,Conv_{A} > Conv_{L},Fixed Income Securities,This is the second immunization condition. Conv_A represents the convexity of assets
Reinvestment Risk,R_{reinv} = sum_{t=1}^{n} CF_{t} \times ((1 + y_{r})^{n-t} - (1 + y)^{n-t}),Fixed Income Securities,This equation calculates the reinvestment risk of a bond. R_reinv represents the reinvestment risk
Price Risk,R_{price} = P \times (y + dy) - P \times (y),Fixed Income Securities,This equation calculates the price risk of a bond. R_price represents the price risk
Total Bond Risk,R_{total} = R_{price} + R_{reinv},Fixed Income Securities,This equation calculates the total bond risk. R_total represents the total risk
Spread Duration,D_{spread} = -(P \times (y + dy + ds) - P \times (y + dy - ds)) / (2 \times P \times ds),Fixed Income Securities,This equation calculates the spread duration Duration is the primary measure of interest rate sensitivity in fixed income.
Yield Beta,beta = (dP_{bond} / P_{bond}) / (dP_{benchmark} / P_{benchmark}),Fixed Income Securities,This equation calculates the yield beta of a bond relative to a benchmark. beta represents the yield beta
Tracking Error,TE = sqrt((1/T) \times sum_{t=1}^{T} (R_{portfolio},Fixed Income Securities,t)^2)
Information Ratio,\text{IR} = (R_{portfolio} - R_{benchmark}) / TE,Fixed Income Securities,This equation calculates the information ratio of a bond portfolio. IR represents the information ratio
Call Option Payoff at Expiration,Payoff_{C} = max(S_{T} - K,Equity Derivatives,Equity Derivatives - Options Fundamentals
Put Option Payoff at Expiration,Payoff_{P} = max(K - S_{T},Equity Derivatives,Equity Derivatives - Options Fundamentals
Call Option Profit at Expiration,Profit_{C} = max(S_{T} - K,Equity Derivatives,Equity Derivatives - Options Fundamentals
Put Option Profit at Expiration,Profit_{P} = max(K - S_{T},Equity Derivatives,Equity Derivatives - Options Fundamentals
Intrinsic Value (Call),IV_{C} = max(S_{0} - K,Equity Derivatives,Equity Derivatives - Options Fundamentals
Intrinsic Value (Put),IV_{P} = max(K - S_{0},Equity Derivatives,Equity Derivatives - Options Fundamentals
Time Value,\text{TV} = Option Price - Intrinsic Value,Equity Derivatives,This equation calculates the time value of an option. TV represents the time value
Put-Call Parity,C + K \times e^{-rT} = P + S_{0},Equity Derivatives,This is the fundamental put-call parity relationship for European options on non-dividend paying stocks. C represents the call price
Put-Call Parity with Dividends,C + K \times e^{-rT} = P + S_{0} \times e^{-qT},Equity Derivatives,This is the put-call parity for European options on dividend-paying stocks. The terms are the same as basic put-call parity
Lower Bound for European Call,C >= max(S_{0} - K \times e^{-rT},Equity Derivatives,Equity Derivatives - Options Fundamentals
Lower Bound for European Put,P >= max(K \times e^{-rT} - S_{0},Equity Derivatives,Equity Derivatives - Options Fundamentals
Upper Bound for European Call,C <= S_{0},Equity Derivatives,This equation gives the upper bound for a European call option price. C represents the call price
Upper Bound for European Put,P <= K \times e^{-rT},Equity Derivatives,This equation gives the upper bound for a European put option price. P represents the put price
American Call on Non-Dividend Stock,C_{American} = C_{European},Equity Derivatives,This equation states that for American calls on non-dividend paying stocks
American Put on Non-Dividend Stock,P_{American} >= P_{European},Equity Derivatives,This equation states that American puts can be worth more than European puts. P_American represents the American put price
Black-Scholes Call Formula,C = S_{0} \times N \times (d_{1}) - K \times e^{-rT} \times N \times (d_{2}),Equity Derivatives,This is the famous Black-Scholes formula for pricing a European call option. C represents the call price
Black-Scholes Put Formula,P = K \times e^{-rT} \times N \times (-d_{2}) - S_{0} \times N \times (-d_{1}),Equity Derivatives,This is the Black-Scholes formula for pricing a European put option. P represents the put price
Black-Scholes d_1,d_{1} = (ln(S_{0}/K) + (r + \text{sigma}^{2}/2) \times T) / (\text{sigma} \times sqrt(T)),Equity Derivatives,This equation defines the d_1 parameter in the Black-Scholes formula. d_1 combines the moneyness of the option (ln(S_0/K))
Black-Scholes d_2,d_{2} = d_{1} - \text{sigma} \times sqrt(T),Equity Derivatives,This equation defines the d_2 parameter in the Black-Scholes formula. d_2 is simply d_1 minus sigma * sqrt(T). d_2 represents the probability that the option will be in the money at expiration under the risk-neutral measure.
Black-Scholes with Dividends,C = S_{0} \times e^{-qT} \times N \times (d_{1}) - K \times e^{-rT} \times N \times (d_{2}),Equity Derivatives,This is the Black-Scholes formula for a European call on a dividend-paying stock. The stock price S_0 is discounted by the continuous dividend yield q using e^{-qT}. This adjustment accounts for the expected dividend payments during the option's life.
Black-Scholes d_1 with Dividends,d_{1} = (ln(S_{0}/K) + (r - q + \text{sigma}^{2}/2) \times T) / (\text{sigma} \times sqrt(T)),Equity Derivatives,This equation defines d_1 for dividend-paying stocks. The dividend yield q is subtracted from r in the numerator
Delta (Call),Delta_{C} = N \times (d_{1}),Equity Derivatives,This equation calculates the delta of a European call option. Delta_C represents the call delta
Delta (Put),Delta_{P} = N \times (d_{1}) - 1,Equity Derivatives,This equation calculates the delta of a European put option. Delta_P represents the put delta. For puts
Gamma,\text{Gamma} = N'(d_{1}) / (S_{0} \times \text{sigma} \times sqrt(T)),Equity Derivatives,This equation calculates the gamma of a European option (same for calls and puts). Gamma represents the second derivative of the option price with respect to the underlying price. It measures the rate of change of delta and is highest for at-the-money options near expiration.
Normal PDF,N'(x) = (1/sqrt(2 \times pi)) \times e^{-x^{2}/2},Equity Derivatives,This is the probability density function of the standard normal distribution. N'(x) represents the PDF value at x
Theta (Call),Theta_{C} = -(S_{0} \times N'(d_{1}) \times \text{sigma}) / (2 \times sqrt(T)) - r \times K \times e^{-rT} \times N(d_{2}),Equity Derivatives,This equation calculates the theta of a European call option. Theta_C represents the call theta
Theta (Put),Theta_{P} = -(S_{0} \times N'(d_{1}) \times \text{sigma}) / (2 \times sqrt(T)) + r \times K \times e^{-rT} \times N(-d_{2}),Equity Derivatives,This equation calculates the theta of a European put option. Theta_P represents the put theta. Unlike calls
Vega,\text{Vega} = S_{0} \times N'(d_{1}) \times sqrt(T),Equity Derivatives,This equation calculates the vega of a European option (same for calls and puts). Vega represents the sensitivity of the option price to changes in volatility. Vega is always positive
Rho (Call),Rho_{C} = K \times T \times e^{-rT} \times N \times (d_{2}),Equity Derivatives,This equation calculates the rho of a European call option. Rho_C represents the call rho
Rho (Put),Rho_{P} = -K \times T \times e^{-rT} \times N \times (-d_{2}),Equity Derivatives,This equation calculates the rho of a European put option. Rho_P represents the put rho. For puts
Vanna,Vanna = -N'(d_{1}) \times d_{2} / \text{sigma},Equity Derivatives,This equation calculates the vanna of a European option. Vanna represents the sensitivity of delta to changes in volatility
Charm,Charm = -N'(d_{1}) \times (2rT - d_{2} \times \text{sigma} \times sqrt(T)) / (2T \times \text{sigma} \times sqrt(T)),Equity Derivatives,This equation calculates the charm of a European option. Charm represents the sensitivity of delta to changes in time (delta decay). Charm is important for understanding how delta changes as expiration approaches.
Vomma,Vomma = S_{0} \times N'(d_{1}) \times sqrt(T) \times d_{1} \times d_{2} / \text{sigma},Equity Derivatives,This equation calculates the vomma (also called volga) of a European option. Vomma represents the sensitivity of vega to changes in volatility. Vomma is positive for most options
Veta,Veta = S_{0} \times N'(d_{1}) \times sqrt(T) \times (r \times q + (d_{1} \times d_{2} \times \text{sigma}) / (2T)),Equity Derivatives,This equation calculates the veta of a European option. Veta represents the sensitivity of vega to changes in time (vega decay). Veta helps understand how volatility sensitivity changes as expiration approaches.
Speed,Speed = -N'(d_{1}) / (S_{0}^{2} \times \text{sigma} \times sqrt(T)) \times (1 + d_{1} / (\text{sigma} \times sqrt(T))),Equity Derivatives,This equation calculates the speed of a European option. Speed represents the third derivative of the option price with respect to the underlying price. Speed measures the rate of change of gamma and is important for understanding convexity risk.
Color,Color = -N'(d_{1}) / (2 \times S_{0} \times T \times \text{sigma} \times sqrt(T)) \times (1 + (2rT - d_{2} \times \text{sigma} \times sqrt(T)) / (2T)),Equity Derivatives,This equation calculates the color of a European option. Color represents the sensitivity of gamma to changes in time (gamma decay). Color helps understand how the curvature of the option price changes as expiration approaches.
Zomma,Zomma = N'(d_{1}) \times (d_{1} \times d_{2} - 1) / (S_{0} \times \text{sigma}^{2} \times sqrt(T)),Equity Derivatives,This equation calculates the zomma of a European option. Zomma represents the sensitivity of gamma to changes in volatility. Zomma is important for managing volatility risk in gamma-sensitive portfolios.
Implied Volatility (Definition),sigma_{imp}: C_{market} = C_{BSM}(S_{0},Equity Derivatives, T
Newton-Raphson for Implied Volatility,sigma_{n+1} = sigma_{n} - (C_{BSM}(sigma_{n}) - C_{market}) / \text{Vega}(sigma_{n}),Equity Derivatives,This equation implements the Newton-Raphson method to solve for implied volatility. sigma_n is the current guess
