title,equation_latex,main_category,notes
Zero-Coupon Bond Price,P = F / (1 + y)^{T},Fixed Income Securities,This equation calculates the price of a zero-coupon bond. P represents the bond price
Zero-Coupon Bond Price (Continuous),P = F * e^{-yT},Fixed Income Securities,This equation calculates the price of a zero-coupon bond using continuous compounding. P represents the bond price
Coupon Bond Price,P = sum_{t=1}^{n} (C / (1 + y)^{t}) + (F / (1 + y)^{n}),Fixed Income Securities,This equation calculates the price of a coupon bond. P represents the bond price
Coupon Bond Price (Annual),P = C/y * (1 - 1/(1 + y)^{n}) + F/(1 + y)^{n},Fixed Income Securities,This equation calculates the price of an annual coupon bond using the annuity formula. P represents the bond price
Coupon Bond Price (Semi-Annual),P = C/y/2 * (1 - 1/(1 + y/2)^{2n}) + F/(1 + y/2)^{2n},Fixed Income Securities,This equation calculates the price of a semi-annual coupon bond. P represents the bond price
Bond Price Between Coupon Dates,P = (C/y) * (1 - 1/(1 + y)^{n}) + F/(1 + y)^{n} + C * (1 - f),Fixed Income Securities,This equation calculates the bond price between coupon dates
Accrued Interest,\text{AI} = C * (D \times a \times y \times s s \times i \times n \times ce l \times a \times s \times t c \times o \times upo \times n / D \times a \times y \times s i \times n c \times o \times upo \times n per \times i \times o \times d),Fixed Income Securities,This equation calculates the accrued interest on a bond between coupon dates. AI represents the accrued interest
Dirty Price,D \times P = C \times lea \times n P \times r \times i \times ce + Ac \times c \times r \times ued I \times n \times teres \times t,Fixed Income Securities,This equation expresses the relationship between dirty price and clean price. DP represents the dirty price (full price)
Yield to Maturity (Zero-Coupon),y = (F/P)^{1/T} - 1,Fixed Income Securities,This equation calculates the yield to maturity for a zero-coupon bond. y represents the yield to maturity as a decimal
Yield to Maturity (Coupon Bond),P = sum_{t=1}^{n} C/(1 + y)^{t} + F/(1 + y)^{n},Fixed Income Securities,This equation defines the yield to maturity for a coupon bond. y represents the yield to maturity that equates the present value of all cash flows to the current price P. The YTM for coupon bonds must be solved numerically (e.g.
Current Yield,\text{CY} = C / P,Fixed Income Securities,This equation calculates the current yield of a bond. CY represents the current yield
Yield to Call (First Call),P = sum_{t=1}^{n_{c}} C/(1 + y_{tc})^{t} + F_{c}/(1 + y_{tc})^{n_{c}},Fixed Income Securities,This equation calculates the yield to call for a callable bond. y_{tc} represents the yield to call
Yield to Worst,\text{YTW} = min(\text{YTM},Fixed Income Securities, YTC_2
Zero-Coupon Yield Curve,r_{t} = -ln(P_{t}) / t,Fixed Income Securities,This equation extracts the zero-coupon yield curve from zero-coupon bond prices. r_t represents the continuously compounded zero rate for maturity t
Par Yield,y_{par} = (1 - P_{T}) / (sum_{t=1}^{T} P_{t}),Fixed Income Securities,This equation calculates the par yield from zero-coupon discount factors. y_par represents the par yield (coupon rate that prices the bond at par)
Forward Rate from Spot Rates,F_{t,Fixed Income Securities,Fixed Income - Yield Curve Analysis
Forward Rate (Continuous),F_{t,Fixed Income Securities,Fixed Income - Yield Curve Analysis
Instantaneous Forward Rate,f(t) = r(t) + t * dr(t)/dt,Fixed Income Securities,This equation defines the instantaneous forward rate. f(t) represents the instantaneous forward rate for time t
Spot Rate from Forward Rates,r_{0},Fixed Income Securities,Fixed Income - Yield Curve Analysis
Nelson-Siegel Yield Curve,y \times (t) = bet \times a_{0} + bet \times a_{1} * (1 - e^{-t/tau})/(t/t \times a \times u) + bet \times a_{2} * ((1 - e^{-t/tau})/(t/t \times a \times u) - e^{-t/tau}),Fixed Income Securities,This is the Nelson-Siegel parameterization of the yield curve. y(t) represents the yield at time t
Nelson-Siegel-Svensson Extension,y \times (t) = bet \times a_{0} + bet \times a_{1} * (1 - e^{-t/tau_{1}})/(t/t \times a \times u_{1}) + bet \times a_{2} * ((1 - e^{-t/tau_{1}})/(t/t \times a \times u_{1}) - e^{-t/tau_{1}}) + bet \times a_{3} * ((1 - e^{-t/tau_{2}})/(t/t \times a \times u_{2}) - e^{-t/tau_{2}}),Fixed Income Securities,This is the Nelson-Siegel-Svensson extension with an additional hump term. y(t) represents the yield at time t
Yield Curve Steepness,S \times lope = y_{10y} - y_{2y},Fixed Income Securities,This equation measures the steepness of the yield curve. Slope represents the difference between the 10-year yield and the 2-year yield. A positive slope indicates an upward-sloping yield curve (normal)
Yield Curve Curvature,C \times u \times rva \times t \times u \times re = 2 * y_{10y} - y_{2y} - y_{30y},Fixed Income Securities,This equation measures the curvature (hump) of the yield curve. Curvature captures the non-linearity of the yield curve shape. A positive curvature indicates a hump-shaped yield curve
Butterfly Spread,Butterf \times ly = y_{10y} - (y_{2y} + y_{30y})/2,Fixed Income Securities,This equation calculates the butterfly spread of the yield curve. Butterfly measures the deviation of the intermediate yield from the average of the short and long yields. It's a key measure for yield curve strategies and relative value analysis.
Macaulay Duration,D_{mac} = sum_{t=1}^{n} (t * CF_{t} / (1 + y)^{t}) / P,Fixed Income Securities,This equation calculates the Macaulay duration of a bond. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income.
Macaulay Duration (Zero-Coupon),D_{mac} = T,Fixed Income Securities,This equation shows that the Macaulay duration of a zero-coupon bond equals its time to maturity. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income.
Macaulay Duration (Perpetuity),D_{mac} = (1 + y) / y,Fixed Income Securities,This equation calculates the Macaulay duration of a perpetuity. D_mac represents the Macaulay duration Duration is the primary measure of interest rate sensitivity in fixed income.
Modified Duration,D_{mod} = D_{mac} / (1 + y),Fixed Income Securities,This equation calculates the modified duration from Macaulay duration. D_mod represents the modified duration Duration is the primary measure of interest rate sensitivity in fixed income.
Modified Duration (Approximation),D_{mod} ≈ -(P_- - P_+) / (2 * P * dy),Fixed Income Securities,This equation approximates modified duration using finite differences. D_mod represents the modified duration Duration is the primary measure of interest rate sensitivity in fixed income.
Dollar Duration,DD = -D_{mod} * P,Fixed Income Securities,This equation calculates the dollar duration (also called PV01 or DV01). DD represents the dollar duration Duration is the primary measure of interest rate sensitivity in fixed income.
Price Value of a Basis Point,PV01 = -(P(y + 0.0001) - P(y - 0.0001)) / 2,Fixed Income Securities,This equation calculates the price value of a basis point (PV01). PV01 represents the price change for a 1 basis point (0.01%) change in yield. PV01 is a standard risk measure used in fixed income markets and is equivalent to dollar duration scaled by 0.0001.
Effective Duration,D_{eff} = -(P_- - P_+) / (2 * P * dy),Fixed Income Securities,This equation calculates the effective duration for bonds with embedded options. D_eff represents the effective duration Duration is the primary measure of interest rate sensitivity in fixed income.
Key Rate Duration,KRD_{i} = -(P(y + dy_{i}) - P(y - dy_{i})) / (2 * P * dy_{i}),Fixed Income Securities,This equation calculates the key rate duration for a specific key rate. KRD_i represents the key rate duration for key rate i Duration is the primary measure of interest rate sensitivity in fixed income.
Convexity,C \times o \times nv = s \times u \times m_{t=1}^{n} (t \times (t+1) * C \times F_{t} / (1 + y)^{t+2}) / P,Fixed Income Securities,This equation calculates the convexity of a bond. Conv represents convexity Convexity captures the second-order effect in price-yield relationships.
Convexity (Zero-Coupon),Conv = T(T+1) / (1 + y)^{2},Fixed Income Securities,This equation calculates the convexity of a zero-coupon bond. Conv represents the convexity Convexity captures the second-order effect in price-yield relationships.
Convexity (Perpetuity),Conv = 2(1 + y) / y^{2},Fixed Income Securities,This equation calculates the convexity of a perpetuity. Conv represents the convexity Convexity captures the second-order effect in price-yield relationships.
Effective Convexity,Conv_{eff} = (P_+ + P_- - 2P) / (P * dy^{2}),Fixed Income Securities,This equation calculates the effective convexity for bonds with embedded options. Conv_eff represents the effective convexity Convexity captures the second-order effect in price-yield relationships.
Dollar Convexity,DC = Conv * P,Fixed Income Securities,This equation calculates the dollar convexity. DC represents the dollar convexity Convexity captures the second-order effect in price-yield relationships.
Price Change Approximation,dP/P ≈ -D_{mod} * dy + 0.5 * Conv * (dy)^{2},Fixed Income Securities,This equation approximates the percentage price change of a bond for a small change in yield. dP/P represents the percentage price change
Taylor Series Expansion,P(y + dy) ≈ P(y) + P'(y)dy + 0.5P''(y)(dy)^{2},Fixed Income Securities,This is the Taylor series expansion of bond price with respect to yield. P(y + dy) is the new price
Bond Portfolio Duration,D_{port} = sum_{i=1}^{n} w_{i} * D_{i},Fixed Income Securities,This equation calculates the duration of a bond portfolio. D_port represents the portfolio duration Duration is the primary measure of interest rate sensitivity in fixed income.
Bond Portfolio Convexity,C \times o \times nv_{port} = s \times u \times m_{i=1}^{n} w_{i} * C \times o \times nv_{i},Fixed Income Securities,This equation calculates the convexity of a bond portfolio. Conv_port represents the portfolio convexity Convexity captures the second-order effect in price-yield relationships.
Immunization Condition 1,D_{A} = D_{L},Fixed Income Securities,This is the first immunization condition for matching asset and liability durations. D_A represents the duration of assets
Immunization Condition 2,Conv_{A} > Conv_{L},Fixed Income Securities,This is the second immunization condition. Conv_A represents the convexity of assets
Reinvestment Risk,R_{reinv} = sum_{t=1}^{n} CF_{t} * ((1 + y_{r})^{n-t} - (1 + y)^{n-t}),Fixed Income Securities,This equation calculates the reinvestment risk of a bond. R_reinv represents the reinvestment risk
Price Risk,R_{price} = P(y + dy) - P(y),Fixed Income Securities,This equation calculates the price risk of a bond. R_price represents the price risk
Total Bond Risk,R_{total} = R_{price} + R_{reinv},Fixed Income Securities,This equation calculates the total bond risk. R_total represents the total risk
Spread Duration,D_{spread} = -(P \times (y + d \times y + d \times s) - P \times (y + d \times y - d \times s)) / (2 * P * d \times s),Fixed Income Securities,This equation calculates the spread duration Duration is the primary measure of interest rate sensitivity in fixed income.
Yield Beta,beta = (dP_{bond} / P_{bond}) / (dP_{benchmark} / P_{benchmark}),Fixed Income Securities,This equation calculates the yield beta of a bond relative to a benchmark. beta represents the yield beta
Tracking Error,T \times E = s \times q \times r \times t((1/T) * s \times u \times m_{t=1}^{T} (R_{portfolio},Fixed Income Securities,t)^2)
Information Ratio,\text{IR} = (R_{portfolio} - R_{benchmark}) / TE,Fixed Income Securities,This equation calculates the information ratio of a bond portfolio. IR represents the information ratio
Call Option Payoff at Expiration,P \times a \times y \times o \times f \times f_{C} = m \times a \times x(S_{T} - K,Equity Derivatives,Equity Derivatives - Options Fundamentals
Put Option Payoff at Expiration,P \times a \times y \times o \times f \times f_{P} = m \times a \times x(K - S_{T},Equity Derivatives,Equity Derivatives - Options Fundamentals
Call Option Profit at Expiration,P \times r \times o \times f \times i \times t_{C} = m \times a \times x(S_{T} - K,Equity Derivatives,Equity Derivatives - Options Fundamentals
Put Option Profit at Expiration,P \times r \times o \times f \times i \times t_{P} = m \times a \times x(K - S_{T},Equity Derivatives,Equity Derivatives - Options Fundamentals
Intrinsic Value (Call),IV_{C} = max(S_{0} - K,Equity Derivatives,Equity Derivatives - Options Fundamentals
Intrinsic Value (Put),IV_{P} = max(K - S_{0},Equity Derivatives,Equity Derivatives - Options Fundamentals
Time Value,\text{TV} = Opt \times i \times o \times n P \times r \times i \times ce - I \times n \times t \times r \times i \times n \times s \times i \times c V \times a \times l \times ue,Equity Derivatives,This equation calculates the time value of an option. TV represents the time value
Put-Call Parity,C + K * e^{-rT} = P + S_{0},Equity Derivatives,This is the fundamental put-call parity relationship for European options on non-dividend paying stocks. C represents the call price
Put-Call Parity with Dividends,C + K * e^{-rT} = P + S_{0} * e^{-qT},Equity Derivatives,This is the put-call parity for European options on dividend-paying stocks. The terms are the same as basic put-call parity
Lower Bound for European Call,C >= max(S_{0} - K * e^{-rT},Equity Derivatives,Equity Derivatives - Options Fundamentals
Lower Bound for European Put,P >= max(K * e^{-rT} - S_{0},Equity Derivatives,Equity Derivatives - Options Fundamentals
Upper Bound for European Call,C <= S_{0},Equity Derivatives,This equation gives the upper bound for a European call option price. C represents the call price
Upper Bound for European Put,P <= K * e^{-rT},Equity Derivatives,This equation gives the upper bound for a European put option price. P represents the put price
American Call on Non-Dividend Stock,C_{American} = C_{European},Equity Derivatives,This equation states that for American calls on non-dividend paying stocks
American Put on Non-Dividend Stock,P_{American} >= P_{European},Equity Derivatives,This equation states that American puts can be worth more than European puts. P_American represents the American put price
Black-Scholes Call Formula,C = S_{0} * N(d_{1}) - K * e^{-rT} * N(d_{2}),Equity Derivatives,This is the famous Black-Scholes formula for pricing a European call option. C represents the call price
Black-Scholes Put Formula,P = K * e^{-rT} * N(-d_{2}) - S_{0} * N(-d_{1}),Equity Derivatives,This is the Black-Scholes formula for pricing a European put option. P represents the put price
Black-Scholes d_1,d_{1} = (l \times n(S_{0}/K) + (r + s \times i \times g \times m \times a^{2}/2) * T) / (s \times i \times g \times m \times a * s \times q \times r \times t(T)),Equity Derivatives,This equation defines the d_1 parameter in the Black-Scholes formula. d_1 combines the moneyness of the option (ln(S_0/K))
Black-Scholes d_2,d_{2} = d_{1} - s \times i \times g \times m \times a * s \times q \times r \times t(T),Equity Derivatives,This equation defines the d_2 parameter in the Black-Scholes formula. d_2 is simply d_1 minus sigma * sqrt(T). d_2 represents the probability that the option will be in the money at expiration under the risk-neutral measure.
Black-Scholes with Dividends,C = S_{0} * e^{-qT} * N(d_{1}) - K * e^{-rT} * N(d_{2}),Equity Derivatives,This is the Black-Scholes formula for a European call on a dividend-paying stock. The stock price S_0 is discounted by the continuous dividend yield q using e^{-qT}. This adjustment accounts for the expected dividend payments during the option's life.
Black-Scholes d_1 with Dividends,d_{1} = (l \times n(S_{0}/K) + (r - q + s \times i \times g \times m \times a^{2}/2) * T) / (s \times i \times g \times m \times a * s \times q \times r \times t(T)),Equity Derivatives,This equation defines d_1 for dividend-paying stocks. The dividend yield q is subtracted from r in the numerator
Delta (Call),Delta_{C} = N(d_{1}),Equity Derivatives,This equation calculates the delta of a European call option. Delta_C represents the call delta
Delta (Put),Delta_{P} = N(d_{1}) - 1,Equity Derivatives,This equation calculates the delta of a European put option. Delta_P represents the put delta. For puts
Gamma,G \times a \times m \times m \times a = N'(d_{1}) / (S_{0} * s \times i \times g \times m \times a * s \times q \times r \times t(T)),Equity Derivatives,This equation calculates the gamma of a European option (same for calls and puts). Gamma represents the second derivative of the option price with respect to the underlying price. It measures the rate of change of delta and is highest for at-the-money options near expiration.
Normal PDF,N'(x) = (1/sq \times rt(2 * pi)) * e^{-x^{2}/2},Equity Derivatives,This is the probability density function of the standard normal distribution. N'(x) represents the PDF value at x
Theta (Call),T \times het \times a_{C} = -(S_{0} * N'(d_{1}) * s \times i \times g \times m \times a) / (2 * s \times q \times r \times t(T)) - r * K * e^{-rT} * N \times (d_{2}),Equity Derivatives,This equation calculates the theta of a European call option. Theta_C represents the call theta
Theta (Put),T \times het \times a_{P} = -(S_{0} * N'(d_{1}) * s \times i \times g \times m \times a) / (2 * s \times q \times r \times t(T)) + r * K * e^{-rT} * N \times (-d_{2}),Equity Derivatives,This equation calculates the theta of a European put option. Theta_P represents the put theta. Unlike calls
Vega,Vega = S_{0} * N'(d_{1}) * sq \times rt(T),Equity Derivatives,This equation calculates the vega of a European option (same for calls and puts). Vega represents the sensitivity of the option price to changes in volatility. Vega is always positive
Rho (Call),Rho_{C} = K * T * e^{-rT} * N(d_{2}),Equity Derivatives,This equation calculates the rho of a European call option. Rho_C represents the call rho
Rho (Put),Rho_{P} = -K * T * e^{-rT} * N(-d_{2}),Equity Derivatives,This equation calculates the rho of a European put option. Rho_P represents the put rho. For puts
Vanna,V \times a \times n \times n \times a = -N'(d_{1}) * d_{2} / s \times i \times g \times m \times a,Equity Derivatives,This equation calculates the vanna of a European option. Vanna represents the sensitivity of delta to changes in volatility
Charm,C \times h \times a \times r \times m = -N'(d_{1}) * (2r \times T - d_{2} * s \times i \times g \times m \times a * s \times q \times r \times t(T)) / (2T * s \times i \times g \times m \times a * s \times q \times r \times t(T)),Equity Derivatives,This equation calculates the charm of a European option. Charm represents the sensitivity of delta to changes in time (delta decay). Charm is important for understanding how delta changes as expiration approaches.
Vomma,V \times o \times m \times m \times a = S_{0} * N'(d_{1}) * s \times q \times r \times t(T) * d_{1} * d_{2} / s \times i \times g \times m \times a,Equity Derivatives,This equation calculates the vomma (also called volga) of a European option. Vomma represents the sensitivity of vega to changes in volatility. Vomma is positive for most options
Veta,Vet \times a = S_{0} * N'(d_{1}) * s \times q \times r \times t(T) * (r * q + (d_{1} * d_{2} * s \times i \times g \times m \times a) / (2T)),Equity Derivatives,This equation calculates the veta of a European option. Veta represents the sensitivity of vega to changes in time (vega decay). Veta helps understand how volatility sensitivity changes as expiration approaches.
