title,equation_latex,main_category,notes
Dollar Convexity,D \times C = C \times on \times v * P,Fixed Income Securities,This equation calculates the dollar convexity. DC represents the dollar convexity Convexity captures the second-order effect in price-yield relationships.
Price Change Approximation,d \times P/P ≈ -D_{m \times od} * d \times y + 0.5 * C \times on \times v * (d \times y)^{2},Fixed Income Securities,This equation approximates the percentage price change of a bond for a small change in yield. dP/P represents the percentage price change
Taylor Series Expansion,P \t \times im \times es (y + d \times y) ≈ P \t \times im \times es (y) + P'(y)d \times y + 0.5 \t \times im \times es \times P''(y)(d \times y)^{2},Fixed Income Securities,This is the Taylor series expansion of bond price with respect to yield. P(y + dy) is the new price
Bond Portfolio Duration,D_{p \times or \times t} = s \times um_{i=1}^{n} w_{i} * D_{i},Fixed Income Securities,This equation calculates the duration of a bond portfolio. D_port represents the portfolio duration Duration is the primary measure of interest rate sensitivity in fixed income.
Bond Portfolio Convexity,C \times on \times v_{p \times or \times t} = s \times um_{i=1}^{n} w_{i} * C \times on \times v_{i},Fixed Income Securities,This equation calculates the convexity of a bond portfolio. Conv_port represents the portfolio convexity Convexity captures the second-order effect in price-yield relationships.
Immunization Condition 1,D_{A} = D_{L},Fixed Income Securities,This is the first immunization condition for matching asset and liability durations. D_A represents the duration of assets
Immunization Condition 2,C \times on \times v_{A} > C \times on \times v_{L},Fixed Income Securities,This is the second immunization condition. Conv_A represents the convexity of assets
Reinvestment Risk,R_{r \times ei \times nv} = s \times um_{t=1}^{n} C \times F_{t} * ((1 + y_{r})^{n-t} - (1 + y)^{n-t}),Fixed Income Securities,This equation calculates the reinvestment risk of a bond. R_reinv represents the reinvestment risk
Price Risk,R_{p \times ri \times ce} = P \t \times im \times es (y + d \times y) - P \t \times im \times es (y),Fixed Income Securities,This equation calculates the price risk of a bond. R_price represents the price risk
Total Bond Risk,R_{t \times ot \times al} = R_{p \times ri \times ce} + R_{r \times ei \times nv},Fixed Income Securities,This equation calculates the total bond risk. R_total represents the total risk
Spread Duration,D_{s \times pr \times ea \times d} = -(P \t \times im \times es (y + d \times y + d \times s) - P \t \times im \times es (y + d \times y - d \times s)) / (2 * P * d \times s),Fixed Income Securities,This equation calculates the spread duration Duration is the primary measure of interest rate sensitivity in fixed income.
Yield Beta,b \times et \times a = (d \times P_{b \times on \times d} / P_{b \times on \times d}) / (d \times P_{b \times en \times ch \times ma \times rk} / P_{b \times en \times ch \times ma \times rk}),Fixed Income Securities,This equation calculates the yield beta of a bond relative to a benchmark. beta represents the yield beta
Tracking Error,T \times E = s \times qr \times t \t \times im \times es ((1/T) * s \times um_{t=1}^{T} (R_{p \times or \times tf \times ol \times io},Fixed Income Securities,t)^2)
Information Ratio,__A \times BB \times R0__ = (R_{p \times or \times tf \times ol \times io} - R_{b \times en \times ch \times ma \times rk}) / T \times E,Fixed Income Securities,This equation calculates the information ratio of a bond portfolio. IR represents the information ratio
