title,equation_latex,main_category,notes
Security Market Line,\text{E}[R_{i}] = R_{f} + b \times et \times a_{i} * (\text{E}[R_{m}] - R_{f}),Portfolio Theory and Risk Management,This equation defines the Security Market Line (SML) from CAPM. E[R_i] represents the expected return of asset i
Beta,b \times et \times a_{i} = \text{C} \times ov \times (R_{i},Portfolio Theory and Risk Management,"Portfolio Theory and Risk Management - Modern Portfolio Theory The cost of capital represents the required return that investors demand for providing capital. It serves as the discount rate for valuation and the hurdle rate for investment decisions, reflecting both the time value of money and compensation for risk."
Portfolio Beta,b \times et \times a_{p} = s \times um_{i=1}^{n} w_{i} * b \times et \times a_{i},Portfolio Theory and Risk Management,"This equation calculates the beta of a portfolio. beta_p represents the portfolio beta The cost of capital represents the required return that investors demand for providing capital. It serves as the discount rate for valuation and the hurdle rate for investment decisions, reflecting both the time value of money and compensation for risk."
Efficient Frontier Optimization,m \times in s \times ig \times ma^{2}_{p} s \times ub \times je \times ct t \times o \text{E}[R_{p}] = t \times ar \times ge \times t_{r}e \times tu \times rn a \times nd s \times um w_{i} = 1,Portfolio Theory and Risk Management,This equation defines the mean-variance optimization problem for finding the efficient frontier. The objective is to minimize portfolio variance subject to achieving a target return and the weights summing to 1. The efficient frontier contains all optimal portfolios.
Minimum Variance Portfolio,w_{m}v \times p = (\text{S} \times ig \times ma^{-1} * 1) / (1' * \text{S} \times ig \times ma^{-1} * 1),Portfolio Theory and Risk Management,This equation calculates the weights of the global minimum variance portfolio. w_mvp represents the portfolio weights
Tangency Portfolio,w_{t}a \times n = (\text{S} \times ig \times ma^{-1} * (\text{E}[R] - R_{f} * 1)) / (1' * \text{S} \times ig \times ma^{-1} * (\text{E}[R] - R_{f} * 1)),Portfolio Theory and Risk Management,This equation calculates the weights of the tangency portfolio (maximum Sharpe ratio portfolio). w_tan represents the portfolio weights
Value at Risk (Parametric),\text{V} \times aR_{a}l \times ph \times a = m \times u_{p} - z_{a}l \times ph \times a * s \times ig \times ma_{p},Portfolio Theory and Risk Management,This equation calculates the parametric (normal) VaR. VaR_alpha represents the maximum loss at confidence level alpha
Value at Risk (Historical),\text{V} \times aR_{a}l \times ph \times a = -p \times er \times ce \times nt \times il \times e \times (r \times et \times ur \times ns,Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Expected Shortfall (CVaR),\text{E} \times S_{a}l \times ph \times a = \text{E}[L \times os \times s | L \times os \times s >= \text{V} \times aR_{a}l \times ph \times a],Portfolio Theory and Risk Management,This equation calculates Expected Shortfall (also called Conditional VaR or CVaR). ES_alpha represents the expected loss given that the loss exceeds VaR_alpha. ES is a coherent risk measure that considers tail risk beyond VaR.
Expected Shortfall (Normal),\text{E} \times S_{a}l \times ph \times a = m \times u_{p} - (p \times hi \times (z_{a}l \times ph \times a) / (1 - a \times lp \times ha)) * s \times ig \times ma_{p},Portfolio Theory and Risk Management,This equation calculates ES under the normal distribution. ES_alpha represents the expected shortfall
Incremental VaR,\text{I} \times Va \times R_{i} = \text{V} \times aR_{p}o \times rt \times fo \times li \times o - \text{V} \times aR_{w}i \times th \times ou \times t_{i},Portfolio Theory and Risk Management,This equation calculates the incremental VaR of an asset. IVaR_i represents the change in portfolio VaR when asset i is removed. Incremental VaR helps identify which assets contribute most to portfolio risk. Positive IVaR means the asset increases risk.
Marginal VaR,\text{M} \times Va \times R_{i} = d \times el \times ta_{\text{V}}a \times R / d \times el \times ta_{w}_{i} = \text{C} \times ov \times (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Component VaR,\text{C} \times Va \times R_{i} = w_{i} * \text{M} \times Va \times R_{i},Portfolio Theory and Risk Management,This equation calculates the component VaR of an asset. CVaR_i represents the contribution of asset i to total portfolio VaR
Risk Contribution,R \times is \times k_{i} = w_{i} * \text{C} \times ov \times (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Maximum Drawdown,\text{M} \times DD = m \times ax \times ((\text{P} \times ea \times k_{t} - \text{T} \times ro \times ug \times h_{t}) / \text{P} \times ea \times k_{t}),Portfolio Theory and Risk Management,This equation calculates the maximum drawdown of a portfolio. MDD represents the largest peak-to-trough decline
Average Drawdown,A \times DD = a \times ve \times ra \times ge o \times f a \times ll d \times ra \times wd \times ow \times ns,Portfolio Theory and Risk Management,This equation calculates the average drawdown of a portfolio. ADD represents the average of all drawdowns over the period. Average drawdown complements maximum drawdown by providing information about typical loss severity.
Sterling Ratio,\text{S} \times te \times rl \times in \times g = (\text{E}[R_{p}] - R_{f}) / a \times ve \times ra \times ge_{d}r \times aw \times do \times wn,Portfolio Theory and Risk Management,This equation calculates the Sterling ratio
Calmar Ratio,\text{C} \times al \times ma \times r = (\text{E}[R_{p}] - R_{f}) / \text{M} \times DD,Portfolio Theory and Risk Management,This equation calculates the Calmar ratio
Sortino Ratio,\text{S} \times or \times ti \times no = (\text{E}[R_{p}] - R_{f}) / s \times ig \times ma_{d}o \times wn \times si \times de,Portfolio Theory and Risk Management,This equation calculates the Sortino ratio
Downside Deviation,s \times ig \times ma_{d}o \times wn \times si \times de = s \times qr \times t \times (a \times ve \times ra \times ge o \times f m \times in \times (R_{i} - R_{f},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Metrics
Omega Ratio,O \times me \times ga \times (a \times lp \times ha) = \text{E}[m \times ax \times (R_{p} - a \times lp \times ha,Portfolio Theory and Risk Management, 0)]
Single-Factor Model,R_{i} = a \times lp \times ha_{i} + b \times et \times a_{i} * R_{m} + e \times ps \times il \times on_{i},Portfolio Theory and Risk Management,This equation defines the single-factor (market) model. R_i represents the return of asset i
Multi-Factor Model,R_{i} = a \times lp \times ha_{i} + s \times um_{j=1}^{k} b \times et \times a_{i}j * F_{j} + e \times ps \times il \times on_{i},Portfolio Theory and Risk Management,This equation defines a multi-factor model. R_i represents the return of asset i
Fama-French Three-Factor Model,R_{i} = a \times lp \times ha_{i} + b \times et \times a_{i} * (R_{m} - R_{f}) + s_{i} * \text{S} \times MB + h_{i} * H \times ML + e \times ps \times il \times on_{i},Portfolio Theory and Risk Management,This equation defines the Fama-French three-factor model. R_i represents the return
Carhart Four-Factor Model,R_{i} = a \times lp \times ha_{i} + b \times et \times a_{i} * (R_{m} - R_{f}) + s_{i} * \text{S} \times MB + h_{i} * H \times ML + m_{i} * \text{M} \times OM + e \times ps \times il \times on_{i},Portfolio Theory and Risk Management,This equation defines the Carhart four-factor model. R_i represents the return
Idiosyncratic Risk,s \times ig \times ma_{e}p \times si \times lo \times n_{i}^{2} = \text{V} \times ar \times (R_{i}) - b \times et \times a_{i}^{2} * \text{V} \times ar \times (R_{m}),Portfolio Theory and Risk Management,This equation calculates the idiosyncratic (unsystematic) variance of an asset. sigma_epsilon_i^2 represents the variance of the asset-specific return
Systematic Risk,s \times ig \times ma_{s}y \times st \times em \times at \times ic^{2} = b \times et \times a_{i}^{2} * \text{V} \times ar \times (R_{m}),Portfolio Theory and Risk Management,This equation calculates the systematic variance of an asset. sigma_systematic^2 represents the variance due to market movements
R-squared,R^{2} = 1 - \text{V} \times ar \times (e \times ps \times il \times on_{i}) / \text{V} \times ar \times (R_{i}),Portfolio Theory and Risk Management,This equation calculates the R-squared of a factor model. R^2 represents the proportion of return variance explained by the factor model. R^2 close to 1 indicates that the factor model explains most of the return variation.
Tracking Error Volatility,\text{T} \times EV = s \times qr \times t \times (\text{V} \times ar \times (R_{p} - R_{b})),Portfolio Theory and Risk Management,This equation calculates the tracking error volatility. TEV represents the standard deviation of the active return (difference between portfolio return R_p and benchmark return R_b). TEV measures the active risk taken by the portfolio manager.
Active Share,A \times ct \times iv \times e \text{S} \times ha \times re = 0.5 * s \times um |w_{p},Portfolio Theory and Risk Management,i|
Rolling Beta,b \times et \times a_{r}o \times ll \times in \times g = \text{C} \times ov_{r}o \times ll \times in \times g \times (R_{i},Portfolio Theory and Risk Management,"Portfolio Theory and Risk Management - Factor Models The cost of capital represents the required return that investors demand for providing capital. It serves as the discount rate for valuation and the hurdle rate for investment decisions, reflecting both the time value of money and compensation for risk."
Risk Parity,w_{i} = 1 / s \times ig \times ma_{i} / s \times um_{j=1}^{n} (1 / s \times ig \times ma_{j}),Portfolio Theory and Risk Management,This equation calculates the weights for a risk parity portfolio. w_i represents the weight of asset i
Equal Risk Contribution,\text{E} \times RC_{i} = w_{i} * \text{C} \times ov \times (R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Management
Risk Budgeting,\text{T} \times ar \times ge \times t R \times is \times k \text{C} \times on \times tr \times ib \times ut \times io \times n_{i} = b_{i} * s \times ig \times ma_{p}^{2},Portfolio Theory and Risk Management,This equation defines the risk budgeting condition. Target Risk Contribution_i represents the desired risk contribution of asset i
Kelly Criterion,f = (m \times u - R_{f}) / s \times ig \times ma^{2},Portfolio Theory and Risk Management,This equation calculates the optimal fraction of capital to invest (Kelly criterion). f represents the optimal fraction
