title,equation_latex,main_category,notes
Dollar Convexity,D \times \text{C} = \text{C} \times on \times v * \text{P},Fixed Income Securities,"This equation calculates the dollar convexity. DC represents the dollar convexity Convexity captures the second-order effect in price-yield relationships, accounting for the curvature that makes bond prices rise more for yield drops than they fall for equivalent yield increases. This curvature adjustment improves price estimates for large yield changes beyond what duration alone can predict."
Price Change Approximation,d \times \text{P}/\text{P} ≈ -D_{m}o \times d * d \times y + 0.5 * \text{C} \times on \times v * (d \times y)^{2},Fixed Income Securities,This equation approximates the percentage price change of a bond for a small change in yield. dP/P represents the percentage price change
Taylor Series Expansion,\text{P} \times (y + d \times y) ≈ \text{P} \times (y) + \text{P}'(y)d \times y + 0.5 \times \text{P}''(y)(d \times y)^{2},Fixed Income Securities,This is the Taylor series expansion of bond price with respect to yield. P(y + dy) is the new price
Bond Portfolio Duration,D_{p}o \times rt = s \times um_{i=1}^{n} w_{i} * D_{i},Fixed Income Securities,"This equation calculates the duration of a bond portfolio. D_port represents the portfolio duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Bond Portfolio Convexity,\text{C} \times on \times v_{p}o \times rt = s \times um_{i=1}^{n} w_{i} * \text{C} \times on \times v_{i},Fixed Income Securities,"This equation calculates the convexity of a bond portfolio. Conv_port represents the portfolio convexity Convexity captures the second-order effect in price-yield relationships, accounting for the curvature that makes bond prices rise more for yield drops than they fall for equivalent yield increases. This curvature adjustment improves price estimates for large yield changes beyond what duration alone can predict."
Immunization Condition 1,D_{A} = D_{L},Fixed Income Securities,This is the first immunization condition for matching asset and liability durations. D_A represents the duration of assets
Immunization Condition 2,\text{C} \times on \times v_{A} > \text{C} \times on \times v_{L},Fixed Income Securities,This is the second immunization condition. Conv_A represents the convexity of assets
Reinvestment Risk,R_{r}e \times in \times v = s \times um_{t=1}^{n} \text{C} \times F_{t} * ((1 + y_{r})^{n-t} - (1 + y)^{n-t}),Fixed Income Securities,This equation calculates the reinvestment risk of a bond. R_reinv represents the reinvestment risk
Price Risk,R_{p}r \times ic \times e = \text{P} \times (y + d \times y) - \text{P} \times (y),Fixed Income Securities,This equation calculates the price risk of a bond. R_price represents the price risk
Total Bond Risk,R_{t}o \times ta \times l = R_{p}r \times ic \times e + R_{r}e \times in \times v,Fixed Income Securities,This equation calculates the total bond risk. R_total represents the total risk
Spread Duration,D_{s}p \times re \times ad = -(\text{P} \times (y + d \times y + d \times s) - \text{P} \times (y + d \times y - d \times s)) / (2 * \text{P} * d \times s),Fixed Income Securities,"This equation calculates the spread duration Duration is the primary measure of interest rate sensitivity in fixed income markets, representing the weighted average time to cash flows. Modified duration directly estimates percentage price changes for yield movements using the first derivative of the price-yield relationship. Higher duration means greater sensitivity to rate changes."
Yield Beta,b \times et \times a = (d \times P_{b}o \times nd / P_{b}o \times nd) / (d \times P_{b}e \times nc \times hm \times ar \times k / P_{b}e \times nc \times hm \times ar \times k),Fixed Income Securities,"This equation calculates the yield beta of a bond relative to a benchmark. beta represents the yield beta The cost of capital represents the required return that investors demand for providing capital. It serves as the discount rate for valuation and the hurdle rate for investment decisions, reflecting both the time value of money and compensation for risk."
Tracking Error,\text{T} \times \text{E} = s \times qr \times t \times ((1/\text{T}) * s \times um_{t=1}^{\text{T}} (R_{p}o \times rt \times fo \times li \times o,Fixed Income Securities,t)^2)
Information Ratio,\text{I} \times R = (R_{p}o \times rt \times fo \times li \times o - R_{b}e \times nc \times hm \times ar \times k) / \text{T} \times \text{E},Fixed Income Securities,This equation calculates the information ratio of a bond portfolio. IR represents the information ratio
