title,equation_latex,main_category,notes
Tranche Detachment Point,DP = sum_{i=1}^k w_i + w_tranche,Credit Derivatives,This equation calculates the detachment point of a CDO tranche. DP represents the detachment point (percentage of portfolio losses that wipe out the tranche)
Expected Tranche Loss,ETL = integral_{AP}^{DP} (x - AP) * f_L(x) dx,Credit Derivatives,This equation calculates the expected loss of a CDO tranche. ETL represents the expected tranche loss
Tranche Spread,s_tranche = ETL / PV_annuity,Credit Derivatives,This equation calculates the spread of a CDO tranche. s_tranche represents the tranche spread
Gaussian Copula,Corr(L_i,Credit Derivatives,Credit Derivatives - Structured Credit
Base Correlation,rho_base = f(AP,Credit Derivatives, market_spreads)
Compound Poisson Default Process,dN_t = lambda dt + dM_t,Credit Derivatives,This equation models defaults as a compound Poisson process. dN_t represents the change in the number of defaults
Credit Migration Matrix,P_ij = P(transition from rating i to rating j),Credit Derivatives,This equation defines the credit migration probability. P_ij represents the probability that an obligor migrates from rating i to rating j over a given time period. Migration matrices are used in multi-period credit risk models.
Markov Chain Credit Model,P(t) = exp(M * t),Credit Derivatives,This equation calculates the transition probability matrix for a Markov chain credit model. P(t) represents the transition matrix over time t
Credit Rating Migration,PD_k(t) = sum_{i=1}^n P_i(0) * P_ik(t),Credit Derivatives,This equation calculates the probability of being in rating k at time t. PD_k(t) represents the probability
Credit Portfolio Loss,L = sum_{i=1}^n LGD_i * EAD_i * L_i,Credit Derivatives,This equation calculates the total loss from a credit portfolio. L represents the portfolio loss
Vasicek One-Factor Model,L_i = N((Y_i - sqrt(rho) * Z) / sqrt(1 - rho)),Credit Derivatives,This is the Vasicek one-factor model for portfolio credit risk. L_i represents the default indicator for obligor i
Asymptotic Single-Risk Factor,PD_i = N((N^{-1}(PD_i) - sqrt(rho) * Z) / sqrt(1 - rho)),Credit Derivatives,This equation gives the conditional default probability under the ASRF framework. PD_i represents the conditional PD for obligor i
Credit VaR under ASRF,Credit VaR = LGD * EAD * (N((N^{-1}(PD) + sqrt(rho) * N^{-1}(0.999)) / sqrt(1 - rho)) - PD),Credit Derivatives,This equation calculates the 99.9% credit VaR under the ASRF model. Credit VaR represents the unexpected loss at the 99.9% confidence level
Default Correlation,rho_ij = Corr(L_i,Credit Derivatives,Credit Derivatives - Credit Risk Basics
Asset Correlation,rho_asset = Corr(V_i,Credit Derivatives,Credit Derivatives - Credit Risk Basics
Recovery Rate Distribution,RR = f(economic conditions,Credit Derivatives, collateral)
Credit Spread Curve,s(t) = -ln(Q(t)) / t,Credit Derivatives,This equation defines the credit spread curve. s(t) represents the credit spread for maturity t
Risky Bond Price,P_risky = sum_{i=1}^n C * Q(t_i) * DF_i + F * Q(T) * DF_T,Credit Derivatives,This equation prices a risky corporate bond. P_risky represents the bond price
Credit Spread Option Payoff,Payoff = max(s_T - K,Credit Derivatives,Credit Derivatives - Credit Derivatives
Total Return Swap Payoff,Payoff = (Bond Return + Coupon - LIBOR - Spread) * N,Credit Derivatives,This equation gives the periodic payoff of a total return swap. Payoff represents the payment
Credit Linked Note Payoff,Payoff = F - LGD * EAD * L_default,Credit Derivatives,This equation gives the payoff of a credit linked note at maturity. Payoff represents the payment
Synthetic CDO Construction,V_cdo = sum_{i=1}^n w_i * V_cds,Credit Derivatives,Credit Derivatives - Structured Credit
First-to-Default Basket Payoff,Payoff = (1 - R) * EAD * L_1,Credit Derivatives,This equation gives the payoff of a first-to-default basket. Payoff represents the payment
Nth-to-Default Basket Payoff,Payoff = (1 - R) * EAD * (sum_{i=1}^n L_i - sum_{i=1}^{n-1} L_i),Credit Derivatives,This equation gives the payoff of an Nth-to-default basket. Payoff represents the payment
Credit Triangle,s = PD * LGD,Credit Derivatives,This equation shows the relationship between credit spread
Hazard Rate from Spread,lambda = s / (1 - R),Credit Derivatives,This equation calculates the hazard rate from the CDS spread. lambda represents the hazard rate
CDS Curve Bootstrap,lambda_i = (s_i * (1 - R) - sum_{j=1}^{i-1} lambda_j * delta_j * Q(t_j)) / (delta_i * Q(t_i)),Credit Derivatives,This equation bootstraps the hazard rate curve from CDS spreads. lambda_i is the hazard rate for period i
