title,equation_latex,main_category,notes
Theta (Put),Theta_P = -(S_0 * N'(d_1) * sigma) / (2 * sqrt(T)) + r * K * e^{-rT} * N(-d_2),Equity Derivatives,This equation calculates the theta of a European put option. Theta_P represents the put theta. Unlike calls
Vega,Vega = S_0 * N'(d_1) * sqrt(T),Equity Derivatives,This equation calculates the vega of a European option (same for calls and puts). Vega represents the sensitivity of the option price to changes in volatility. Vega is always positive
Rho (Call),Rho_C = K * T * e^{-rT} * N(d_2),Equity Derivatives,This equation calculates the rho of a European call option. Rho_C represents the call rho
Rho (Put),Rho_P = -K * T * e^{-rT} * N(-d_2),Equity Derivatives,This equation calculates the rho of a European put option. Rho_P represents the put rho. For puts
Vanna,Vanna = -N'(d_1) * d_2 / sigma,Equity Derivatives,This equation calculates the vanna of a European option. Vanna represents the sensitivity of delta to changes in volatility
Charm,Charm = -N'(d_1) * (2rT - d_2 * sigma * sqrt(T)) / (2T * sigma * sqrt(T)),Equity Derivatives,This equation calculates the charm of a European option. Charm represents the sensitivity of delta to changes in time (delta decay). Charm is important for understanding how delta changes as expiration approaches.
Vomma,Vomma = S_0 * N'(d_1) * sqrt(T) * d_1 * d_2 / sigma,Equity Derivatives,This equation calculates the vomma (also called volga) of a European option. Vomma represents the sensitivity of vega to changes in volatility. Vomma is positive for most options
Veta,Veta = S_0 * N'(d_1) * sqrt(T) * (r * q + (d_1 * d_2 * sigma) / (2T)),Equity Derivatives,This equation calculates the veta of a European option. Veta represents the sensitivity of vega to changes in time (vega decay). Veta helps understand how volatility sensitivity changes as expiration approaches.
Speed,Speed = -N'(d_1) / (S_0^2 * sigma * sqrt(T)) * (1 + d_1 / (sigma * sqrt(T))),Equity Derivatives,This equation calculates the speed of a European option. Speed represents the third derivative of the option price with respect to the underlying price. Speed measures the rate of change of gamma and is important for understanding convexity risk.
Color,Color = -N'(d_1) / (2 * S_0 * T * sigma * sqrt(T)) * (1 + (2rT - d_2 * sigma * sqrt(T)) / (2T)),Equity Derivatives,This equation calculates the color of a European option. Color represents the sensitivity of gamma to changes in time (gamma decay). Color helps understand how the curvature of the option price changes as expiration approaches.
Zomma,Zomma = N'(d_1) * (d_1 * d_2 - 1) / (S_0 * sigma^2 * sqrt(T)),Equity Derivatives,This equation calculates the zomma of a European option. Zomma represents the sensitivity of gamma to changes in volatility. Zomma is important for managing volatility risk in gamma-sensitive portfolios.
Implied Volatility (Definition),sigma_imp: C_market = C_BSM(S_0,Equity Derivatives, T
Newton-Raphson for Implied Volatility,sigma_{n+1} = sigma_n - (C_BSM(sigma_n) - C_market) / Vega(sigma_n),Equity Derivatives,This equation implements the Newton-Raphson method to solve for implied volatility. sigma_n is the current guess
Volatility Smile,sigma_imp = f(K/S_0,Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Volatility Skew,Skew = (sigma_imp(K_25) - sigma_imp(K_75)) / (K_75 - K_25),Equity Derivatives,This equation measures the volatility skew. Skew represents the slope of implied volatility across strike prices. sigma_imp(K_25) and sigma_imp(K_75) are the implied volatilities for 25-delta and 75-delta options respectively. Negative skew is common in equity markets.
Volatility Surface,sigma_imp = f(K,Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Asian Option (Arithmetic Average),Payoff = max((1/n) * sum_{i=1}^n S_{t_i} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option (Geometric Average),Payoff = max((prod_{i=1}^n S_{t_i})^{1/n} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option Price (Geometric),C = e^{-rT} * E_Q[max(S_G - K,Equity Derivatives,Equity Derivatives - Exotic Options
Barrier Option (Up-and-Out Call),Payoff = (max(S_T - K,Equity Derivatives,Equity Derivatives - Exotic Options
Barrier Option (Down-and-In Put),Payoff = (max(K - S_T,Equity Derivatives,Equity Derivatives - Exotic Options
Lookback Option (Floating Strike Call),Payoff = max(S_T - min_{0<=t<=T} S_t,Equity Derivatives,Equity Derivatives - Exotic Options
Lookback Option (Fixed Strike Call),Payoff = max(max_{0<=t<=T} S_t - K,Equity Derivatives,Equity Derivatives - Exotic Options
Binary Option (Cash-or-Nothing Call),Payoff = C if S_T > K else 0,Equity Derivatives,This equation gives the payoff of a cash-or-nothing binary call option. The option pays a fixed cash amount C if the underlying price exceeds the strike at expiration
Binary Option (Asset-or-Nothing Call),Payoff = S_T if S_T > K else 0,Equity Derivatives,This equation gives the payoff of an asset-or-nothing binary call option. The option pays the underlying asset price if it exceeds the strike at expiration
Compound Option (Call on Call),Payoff = max(C(S_T,Equity Derivatives, T_2) - K_1
Chooser Option,Payoff = max(C(S_T,Equity Derivatives, T_2)
Exchange Option,Payoff = max(S_1,Equity Derivatives,T
Basket Option,Payoff = max(sum_{i=1}^n w_i * S_{i,Equity Derivatives, 0)
Spread Option,Payoff = max(S_1,Equity Derivatives,T - K
Rainbow Option,Payoff = max(min(S_1,Equity Derivatives, S_2
Forward Start Option,C = S_0 * e^{-qT_1} * (e^{(r-q)(T_2-T_1)} * N(d_1) - e^{-r(T_2-T_1)} * N(d_2)),Equity Derivatives,This equation prices a forward start option that begins at time T_1 and expires at T_2. The option starts at-the-money forward. Forward start options are used in employee stock option plans.
Cliquet Option,Payoff = max(prod_{i=1}^n (1 + max(R_i,Equity Derivatives, 0)
Bermudan Option,C_Bermudan >= C_European,Equity Derivatives,This equation states that Bermudan options (exercisable on specified dates) are at least as valuable as European options (exercisable only at expiration). C_Bermudan represents the Bermudan option price
Digital Option Price,C = e^{-rT} * N(d_2),Equity Derivatives,This equation prices a cash-or-nothing digital call option. C represents the option price
Gap Option Payoff,Payoff = S_T - K_2 if S_T > K_1 else 0,Equity Derivatives,This equation gives the payoff of a gap call option. The option has two strike prices: K_1 triggers exercise
Power Option Payoff,Payoff = max(S_T^a - K,Equity Derivatives,Equity Derivatives - Exotic Options
Quanto Option,C = e^{-rT} * E_Q[max(S_T^f * X_T - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option Delta Approximation,Delta ≈ N(d_1) * (1/T) * sum_{i=1}^n (S_0 / S_{t_i}),Equity Derivatives,This equation approximates the delta of an arithmetic Asian option. The delta depends on the relationship between the current price and the prices at which the average is calculated. This approximation is used because there's no closed-form formula.
Option Elasticity,Elasticity = Delta * S_0 / C,Equity Derivatives,This equation calculates the elasticity of an option. Elasticity represents the percentage change in option price for a 1% change in the underlying price. For calls
Leverage,Leverage = 1 / Delta,Equity Derivatives,This equation calculates the leverage of an option position. Leverage represents how many shares of underlying you effectively control with one option. Deep in-the-money options have leverage close to 1
Option Beta,Beta_option = Delta * Beta_underlying,Equity Derivatives,This equation relates option beta to underlying beta. Beta_option represents the option's beta (sensitivity to market returns)
Probability of ITM (Call),P(S_T > K) = N(d_2),Equity Derivatives,This equation calculates the risk-neutral probability that a call option expires in the money. The probability is N(d_2)
Probability of ITM (Put),P(S_T < K) = N(-d_2),Equity Derivatives,This equation calculates the risk-neutral probability that a put option expires in the money. The probability is N(-d_2). This probability is used in option pricing and risk management.
Expected Terminal Stock Price,E[S_T] = S_0 * e^{rT},Equity Derivatives,This equation gives the expected terminal stock price under the risk-neutral measure. E[S_T] represents the expectation
Option Value Decomposition,C = Intrinsic Value + Time Value,Equity Derivatives,This equation decomposes an option's value into intrinsic and time components. C represents the total option value. Intrinsic value is the immediate exercise value
Early Exercise Premium (American Put),EEP = P_American - P_European,Equity Derivatives,This equation calculates the early exercise premium for an American put option. EEP represents the extra value from the early exercise right. This premium is positive for deep in-the-money puts on non-dividend stocks.
Optimal Exercise Boundary (American Put),S* = f(K,Equity Derivatives, q
Option Theta Decay,Theta ≈ -sigma * S_0 * N'(d_1) / (2 * sqrt(T)),Equity Derivatives,This equation approximates the theta decay near expiration. The dominant term is the volatility term
Gamma Scalping Profit,Profit ≈ 0.5 * Gamma * (dS)^2 - Theta * dt,Equity Derivatives,This equation estimates the profit from gamma scalping (delta-hedging). The gamma term captures profit from convexity when the underlying moves
Delta Hedging Error,Error ≈ 0.5 * Gamma * (dS)^2,Equity Derivatives,This equation estimates the hedging error from discrete delta hedging. The error comes from the convexity (gamma) of the option price. More frequent rebalancing reduces this error but increases transaction costs.
Option Implied Distribution,f(S_T) = (1 / (S_T * sigma * sqrt(2 * pi * T))) * exp(-(ln(S_T/S_0) - (r - 0.5 * sigma^2) * T)^2 / (2 * sigma^2 * T)),Equity Derivatives,This equation gives the risk-neutral probability density function of the terminal stock price under Black-Scholes assumptions. f(S_T) represents the lognormal distribution
Risk-Neutral Valuation,C = e^{-rT} * E_Q[max(S_T - K,Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Martingale Property,S_t = E_Q[S_T | F_t] * e^{-r(T-t)},Equity Derivatives,This equation expresses the martingale property of discounted stock prices under the risk-neutral measure. S_t represents the stock price at time t
Change of Numeraire,C = S_0 * e^{-qT} * N(d_1) - K * e^{-rT} * N(d_2),Equity Derivatives,This is the Black-Scholes formula expressed using the change of numeraire technique. The first term uses the stock as numeraire
Option Price as Integral,C = e^{-rT} * integral_K^inf (S_T - K) * f(S_T) dS_T,Equity Derivatives,This equation expresses the option price as an integral over the terminal stock price. C represents the call price
