title,equation_latex,main_category,notes
Sharpe Ratio for Hedge Funds,\text{S} \times ha \times rp \times e = (\text{S} \times tr \times at \times eg \times y R \times et \times ur \times n - R \times is \times k-\text{F} \times re \times e R \times at \times e) / \text{S} \times tr \times at \times eg \times y \text{V} \times ol \times at \times il \times it \times y,Alternative Investments - Hedge Funds,"This equation calculates the Sharpe ratio for hedge fund strategies. Sharpe represents risk-adjusted return, Strategy Return is the absolute return, Risk-Free Rate is the benchmark, and Strategy Volatility is the standard deviation of returns. Hedge fund Sharpe ratios often look attractive due to low volatility."
Sortino Ratio,\text{S} \times or \times ti \times no = (R_{p} - R_{f}) / s \times ig \times ma_{d}o \times wn,Alternative Investments - Hedge Funds,"This equation calculates the Sortino ratio, a downside risk measure. Sortino represents return per unit of downside risk, R_p is portfolio return, R_f is the risk-free rate, and sigma_down is the standard deviation of negative returns. This is preferred for asymmetric return distributions."
Calmar Ratio,\text{C} \times al \times ma \times r = A \times nn \times ua \times l R \times et \times ur \times n / \text{M} \times ax \times im \times um D \times ra \times wd \times ow \times n,Alternative Investments - Hedge Funds,"This equation calculates the Calmar ratio for hedge funds. Calmar represents return per unit of maximum drawdown, Annual Return is the average annual return, and Maximum Drawdown is the largest peak-to-trough decline. This is particularly relevant for trend-following strategies."
Information Ratio,\text{I} \times R = (\text{P} \times or \times tf \times ol \times io R \times et \times ur \times n - B \times en \times ch \times ma \times rk R \times et \times ur \times n) / \text{T} \times ra \times ck \times in \times g \text{E} \times rr \times or,Alternative Investments - Hedge Funds,"This equation calculates the information ratio for hedge funds. IR represents active return per unit of tracking error, which measures how consistently a strategy outperforms its benchmark. Higher IR indicates better skill."
Maximum Drawdown,\text{M} \times DD = m \times ax_{t i \times n [0,T]} (Peak_t - Trough_t) / Peak_t,"Alternative Investments - Hedge Funds,This equation calculates the maximum drawdown for hedge funds. MDD represents the largest peak-to-trough decline, Peak_t is the maximum value before the decline, and Trough_t is the lowest value after. Drawdown risk is crucial for evaluating hedge fund strategies."
Sterling Ratio,\text{S} \times te \times rl \times in \times g = (R_{p} - R_{f}) / A \times ve \times ra \times ge D \times ra \times wd \times ow \times n,Alternative Investments - Hedge Funds,"This equation calculates the Sterling ratio. Sterling represents return per unit of average drawdown, R_p is portfolio return, R_f is risk-free rate, and Average Drawdown is the mean of all drawdowns. This complements maximum drawdown with average severity."
Burke Ratio,B \times ur \times ke = (R_{p} - R_{f}) / s \times qr \times t \times (s \times um \times (D \times ra \times wd \times ow \times n_{i}^{2})),Alternative Investments - Hedge Funds,"This equation calculates the Burke ratio. Burke represents return per unit of root-mean-square drawdown, which weights larger drawdowns more heavily. This is a more conservative measure of drawdown risk."
CTA Strategy Return,R_{\text{C}}\text{T} \times A = s \times um_{i=1}^{n} w_{i} * R_{s}t \times ra \times te \times gy,i,"Alternative Investments - Hedge Funds,This equation calculates the return of a multi-strategy CTA. R_CTA represents the overall CTA return, w_i are the strategy weights, and R_strategy,i are the returns of individual strategies. CTA strategies often include trend-following across multiple asset classes."
Managed Futures Exposure,\text{E} \times xp \times os \times ur \times e = s \times um_{i=1}^{n} w_{i} * (1 + b \times et \times a_{i}) * V_{i} / \text{T} \times ot \times al \text{V} \times ol,Alternative Investments - Hedge Funds,"This equation calculates the effective exposure of a managed futures portfolio. Exposure represents the systematic market exposure, w_i are positions, beta_i are market betas, V_i are notional values, and Total Vol is the portfolio volatility. Managed futures can have high effective leverage."
Equity Market Neutral Return,R_{\text{E}}\text{M} \times N = a \times lp \times ha + s \times um b \times et \times a_{j} * F_{j} + e \times ps \times il \times on,Alternative Investments - Hedge Funds,"This equation models the return of an equity market neutral strategy. R_EMN represents the strategy return, alpha is the stock selection skill, beta_j are factor exposures, F_j are factor returns, and epsilon is the idiosyncratic return. Market neutral means zero net market beta."
Convertible Bond Delta,D \times el \times ta_{\text{C}}B = (1 - R) * D \times el \times ta_{o}p \times ti \times on / (1 - R + D \times el \times ta_{o}p \times ti \times on),Alternative Investments - Structured Products,"This equation approximates the delta of a convertible bond. Delta_CB represents the sensitivity to the underlying stock, R is the recovery rate, and Delta_option is the option delta. Convertible bonds have option-like payoffs. Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure."
Contingent Convertible (CoCo) Trigger,\text{T} \times ri \times gg \times er = m \times in \times ( \text{C} \times ET \times 1 R \times at \times io, Capital Ratio," Discretionary,Alternative Investments - Structured Products,This equation defines the trigger for contingent convertible bonds. Trigger represents when the CoCo converts to equity or takes a loss, CET1 Ratio is the core equity tier 1 capital ratio, Capital Ratio is total capital ratio, and Discretionary allows issuer intervention."
Tranche Attachment Point,A \times tt \times ac \times hm \times en \times t = L \times os \times s L \times ev \times el w \times he \times re \text{T} \times ra \times nc \times he b \times eg \times in \times s t \times o a \times bs \times or \times b l \times os \times se \times s,Alternative Investments - Structured Products,This equation defines the attachment point of a structured product tranche. Attachment represents the percentage loss level at which the tranche starts absorbing losses. Lower attachment points mean higher risk and higher yield.
Tranche Detachment Point,D \times et \times ac \times hm \times en \times t = A \times tt \times ac \times hm \times en \times t + \text{T} \times ra \times nc \times he W \times id \times th,Alternative Investments - Structured Products,This equation defines the detachment point of a structured product tranche. Detachment represents the percentage loss level at which the tranche is completely wiped out. The tranche absorbs losses between attachment and detachment.
Expected Tranche Loss,\text{E} \times TL = i \times nt \times eg \times ra \times l_{A \times tt \times ac \times h}^{D \times et \times ac \times h} L \times os \times s * \text{P} \times \text{DF} \times (L \times os \times s) d \times Lo \times ss,Alternative Investments - Structured Products,"This equation calculates the expected loss on a structured product tranche. ETL represents the average loss the tranche will incur, PDF(Loss) is the probability density of portfolio losses, and integration is from attachment to detachment. This is key for pricing and risk management."
Subordination Level,\text{S} \times ub \times or \times di \times na \times ti \times on = A \times tt \times ac \times hm \times en \times t \text{P} \times oi \times nt / \text{T} \times ot \times al \text{P} \times or \times tf \times ol \times io,Alternative Investments - Structured Products,"This equation calculates the subordination level of a tranche. Subordination represents how much of the portfolio is junior to the tranche, Attachment Point is the loss level where the tranche starts absorbing losses, and Total Portfolio is the full notional. Higher subordination means lower risk."
Waterfall Distribution,\text{S} \times en \times io \times r = m \times ax \times (0, Available - Junior),"Alternative Investments - Structured Products,This equation describes the waterfall distribution in structured products. Senior tranche payments are the remaining cash flow after satisfying junior tranche requirements. Junior tranches absorb losses first, providing credit enhancement to seniors."
Collateral Coverage,\text{C} \times ov \times er \times ag \times e = \text{C} \times ol \times la \times te \times ra \times l \text{V} \times al \times ue / \text{S} \times en \times io \times r \text{T} \times ra \times nc \times he N \times ot \times io \times na \times l,Alternative Investments - Structured Products,"This equation calculates the collateral coverage for a structured product. Coverage represents how well the collateral backs the senior tranche, Collateral Value is the mark-to-market value of assets, and Senior Tranche Notional is the senior tranche size. Coverage below 100% increases senior risk."
