title,equation_latex,main_category,notes
Ito's Lemma for f(S_t) = S_t^2,d(S_t^2) = (2 * mu * S_t^2 + sigma^2 * S_t^2) * dt + 2 * sigma * S_t^2 * dW_t,Stochastic Calculus Foundations,This is Ito's Lemma applied to f(S_t) = S_t^2. The drift term includes both the 2*mu*S_t^2 term from ordinary calculus and the sigma^2*S_t^2 Ito correction. This example shows how Ito's Lemma differs from the ordinary chain rule.
Stochastic Integral,I_t = integral_0^t X_s * dW_s,Stochastic Calculus Foundations,This equation defines the Ito stochastic integral. I_t represents the integral of the adapted process X_s with respect to Brownian motion W_s. The stochastic integral is defined as the limit of Riemann sums
Ito Isometry,E[(integral_0^t X_s * dW_s)^2] = E[integral_0^t X_s^2 ds],Stochastic Calculus Foundations,This equation defines the Ito Isometry property. The expectation of the squared stochastic integral equals the expectation of the integral of the squared integrand. Ito Isometry is crucial for calculating variances of stochastic integrals.
Martingale Property,E[integral_t^T X_s * dW_s | F_t] = 0,Stochastic Calculus Foundations,This equation shows that the stochastic integral is a martingale. The conditional expectation of the future integral given information at time t is zero. The martingale property is fundamental to risk-neutral valuation in finance.
Ito Product Rule,d(X_t * Y_t) = X_t * dY_t + Y_t * dX_t + d[X,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Quadratic Covariation,[X,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Girsanov Theorem (Change of Measure),dW_t^Q = dW_t^P + lambda_t * dt,Stochastic Calculus Foundations,This equation defines the Girsanov transformation for changing probability measures. dW_t^Q represents Brownian motion under the new measure Q
Market Price of Risk,lambda_t = (mu_t - r_t) / sigma_t,Stochastic Calculus Foundations,This equation defines the market price of risk. lambda_t represents the Sharpe ratio of the asset
Risk-Neutral Dynamics,dS_t = r_t * S_t * dt + sigma_t * S_t * dW_t^Q,Stochastic Calculus Foundations,This equation gives the risk-neutral dynamics of an asset price. Under the risk-neutral measure Q
Radon-Nikodym Derivative,Z_T = exp(-integral_0^T lambda_s * dW_s^P - 0.5 * integral_0^T lambda_s^2 ds),Stochastic Calculus Foundations,This equation defines the Radon-Nikodym derivative for changing from measure P to Q. Z_T represents the likelihood ratio
Novikov Condition,E[exp(0.5 * integral_0^T lambda_s^2 ds)] < infinity,Stochastic Calculus Foundations,This equation is the Novikov condition
Feynman-Kac Formula,u(x,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Kolmogorov Forward Equation,partial p / partial t = -partial (mu * p) / partial x + 0.5 * partial^2 (sigma^2 * p) / partial x^2,Stochastic Calculus Foundations,This equation defines the Kolmogorov forward (Fokker-Planck) equation for the transition density p(x
Kolmogorov Backward Equation,partial p / partial t = mu * partial p / partial x + 0.5 * sigma^2 * partial^2 p / partial x^2,Stochastic Calculus Foundations,This equation defines the Kolmogorov backward equation. Unlike the forward equation
Strong Solution,X_t = X_0 + integral_0^t mu(X_s,Stochastic Calculus Foundations, s) dW_s
Weak Solution,X_t = X_0 + integral_0^t mu(X_s,Stochastic Calculus Foundations, s) dW_s
Existence and Uniqueness,|mu(x,Stochastic Calculus Foundations, t)| + |sigma(x
Martingale Representation Theorem,M_t = M_0 + integral_0^t phi_s * dW_s,Stochastic Calculus Foundations,This theorem states that any square-integrable martingale M_t can be represented as a stochastic integral. phi_s is an adapted process
Stochastic Exponential,E(X)_t = exp(X_t - 0.5 * [X,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Doléans-Dade Exponential,dZ_t = -lambda_t * Z_t * dW_t,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Martingale Representation for GBM,S_t = S_0 + integral_0^t mu * S_s ds + integral_0^t sigma * S_s dW_s,Stochastic Calculus Foundations,This equation represents GBM as an Ito integral. S_t represents the GBM price
Multi-Dimensional Brownian Motion,dW_t = (dW_{1,Stochastic Calculus Foundations, dW_{2
Correlation Structure,E[dW_{i,Stochastic Calculus Foundations,t}] = rho_{ij} * dt
Multi-Dimensional SDE,dX_t = mu(X_t,Stochastic Calculus Foundations, t) * dW_t
Multi-Dimensional Ito's Lemma,dY_t = (partial f/partial t + nabla f * mu + 0.5 * tr(Sigma * Sigma^T * Hessian f)) * dt + (nabla f * Sigma) * dW_t,Stochastic Calculus Foundations,This is Ito's Lemma for multi-dimensional processes. nabla f is the gradient
Stopped Process,X_{t^tau} = X_{min(t,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Optional Stopping Theorem,E[X_tau] = E[X_0] for bounded stopping times tau,Stochastic Calculus Foundations,This theorem states that for a martingale X_t
Local Martingale,Integral_0^t H_s * dM_s is a local martingale,Stochastic Calculus Foundations,This equation defines a local martingale. A local martingale is a process that becomes a martingale when stopped at an increasing sequence of stopping times. Local martingales are more general than martingales and appear in many financial models.
Semimartingale,X_t = X_0 + M_t + A_t,Stochastic Calculus Foundations,This equation defines a semimartingale as the sum of a local martingale M_t and a finite variation process A_t. Semimartingales are the most general class of processes for which stochastic integration can be defined. Most financial models are semimartingales.
Predictable Representation,Any square-integrable martingale can be represented as a stochastic integral,Stochastic Calculus Foundations,This property states that under certain conditions
