title,equation_latex,main_category,notes
Nelson-Siegel-Svensson Extension,y(t) = beta_0 + beta_1 * (1 - e^{-t/tau_1})/(t/tau_1) + beta_2 * ((1 - e^{-t/tau_1})/(t/tau_1) - e^{-t/tau_1}) + beta_3 * ((1 - e^{-t/tau_2})/(t/tau_2) - e^{-t/tau_2}),Fixed Income Securities,This is the Nelson-Siegel-Svensson extension with an additional hump term. y(t) represents the yield at time t
Yield Curve Steepness,Slope = y_{10y} - y_{2y},Fixed Income Securities,This equation measures the steepness of the yield curve. Slope represents the difference between the 10-year yield and the 2-year yield. A positive slope indicates an upward-sloping yield curve (normal)
Yield Curve Curvature,Curvature = 2 * y_{10y} - y_{2y} - y_{30y},Fixed Income Securities,This equation measures the curvature (hump) of the yield curve. Curvature captures the non-linearity of the yield curve shape. A positive curvature indicates a hump-shaped yield curve
Butterfly Spread,Butterfly = y_{10y} - (y_{2y} + y_{30y})/2,Fixed Income Securities,This equation calculates the butterfly spread of the yield curve. Butterfly measures the deviation of the intermediate yield from the average of the short and long yields. It's a key measure for yield curve strategies and relative value analysis.
Macaulay Duration,D_mac = sum_{t=1}^n (t * CF_t / (1 + y)^t) / P,Fixed Income Securities,This equation calculates the Macaulay duration of a bond. D_mac represents the Macaulay duration
Macaulay Duration (Zero-Coupon),D_mac = T,Fixed Income Securities,This equation shows that the Macaulay duration of a zero-coupon bond equals its time to maturity. D_mac represents the Macaulay duration
Macaulay Duration (Perpetuity),D_mac = (1 + y) / y,Fixed Income Securities,This equation calculates the Macaulay duration of a perpetuity. D_mac represents the Macaulay duration
Modified Duration,D_mod = D_mac / (1 + y),Fixed Income Securities,This equation calculates the modified duration from Macaulay duration. D_mod represents the modified duration
Modified Duration (Approximation),D_mod ≈ -(P_- - P_+) / (2 * P * dy),Fixed Income Securities,This equation approximates modified duration using finite differences. D_mod represents the modified duration
Dollar Duration,DD = -D_mod * P,Fixed Income Securities,This equation calculates the dollar duration (also called PV01 or DV01). DD represents the dollar duration
Price Value of a Basis Point,PV01 = -(P(y + 0.0001) - P(y - 0.0001)) / 2,Fixed Income Securities,This equation calculates the price value of a basis point (PV01). PV01 represents the price change for a 1 basis point (0.01%) change in yield. PV01 is a standard risk measure used in fixed income markets and is equivalent to dollar duration scaled by 0.0001.
Effective Duration,D_eff = -(P_- - P_+) / (2 * P * dy),Fixed Income Securities,This equation calculates the effective duration for bonds with embedded options. D_eff represents the effective duration
Key Rate Duration,KRD_i = -(P(y + dy_i) - P(y - dy_i)) / (2 * P * dy_i),Fixed Income Securities,This equation calculates the key rate duration for a specific key rate. KRD_i represents the key rate duration for key rate i
Convexity,Conv = sum_{t=1}^n (t(t+1) * CF_t / (1 + y)^{t+2}) / P,Fixed Income Securities,This equation calculates the convexity of a bond. Conv represents convexity
Convexity (Zero-Coupon),Conv = T(T+1) / (1 + y)^2,Fixed Income Securities,This equation calculates the convexity of a zero-coupon bond. Conv represents the convexity
Convexity (Perpetuity),Conv = 2(1 + y) / y^2,Fixed Income Securities,This equation calculates the convexity of a perpetuity. Conv represents the convexity
Effective Convexity,Conv_eff = (P_+ + P_- - 2P) / (P * dy^2),Fixed Income Securities,This equation calculates the effective convexity for bonds with embedded options. Conv_eff represents the effective convexity
Dollar Convexity,DC = Conv * P,Fixed Income Securities,This equation calculates the dollar convexity. DC represents the dollar convexity
Price Change Approximation,dP/P ≈ -D_mod * dy + 0.5 * Conv * (dy)^2,Fixed Income Securities,This equation approximates the percentage price change of a bond for a small change in yield. dP/P represents the percentage price change
Taylor Series Expansion,P(y + dy) ≈ P(y) + P'(y)dy + 0.5P''(y)(dy)^2,Fixed Income Securities,This is the Taylor series expansion of bond price with respect to yield. P(y + dy) is the new price
Bond Portfolio Duration,D_port = sum_{i=1}^n w_i * D_i,Fixed Income Securities,This equation calculates the duration of a bond portfolio. D_port represents the portfolio duration
Bond Portfolio Convexity,Conv_port = sum_{i=1}^n w_i * Conv_i,Fixed Income Securities,This equation calculates the convexity of a bond portfolio. Conv_port represents the portfolio convexity
Immunization Condition 1,D_A = D_L,Fixed Income Securities,This is the first immunization condition for matching asset and liability durations. D_A represents the duration of assets
Immunization Condition 2,Conv_A > Conv_L,Fixed Income Securities,This is the second immunization condition. Conv_A represents the convexity of assets
Reinvestment Risk,R_reinv = sum_{t=1}^n CF_t * ((1 + y_r)^{n-t} - (1 + y)^{n-t}),Fixed Income Securities,This equation calculates the reinvestment risk of a bond. R_reinv represents the reinvestment risk
Price Risk,R_price = P(y + dy) - P(y),Fixed Income Securities,This equation calculates the price risk of a bond. R_price represents the price risk
Total Bond Risk,R_total = R_price + R_reinv,Fixed Income Securities,This equation calculates the total bond risk. R_total represents the total risk
Spread Duration,D_spread = -(P(y + dy + ds) - P(y + dy - ds)) / (2 * P * ds),Fixed Income Securities,This equation calculates the spread duration
Yield Beta,beta = (dP_bond / P_bond) / (dP_benchmark / P_benchmark),Fixed Income Securities,This equation calculates the yield beta of a bond relative to a benchmark. beta represents the yield beta
Tracking Error,TE = sqrt((1/T) * sum_{t=1}^T (R_portfolio,Fixed Income Securities,t)^2)
Information Ratio,IR = (R_portfolio - R_benchmark) / TE,Fixed Income Securities,This equation calculates the information ratio of a bond portfolio. IR represents the information ratio
