title,equation_latex,main_category,notes
Merton Jump-Diffusion Solution,S_{t} = S_{0} * e \times xp \t \times im \times es ((\t \times ex \times t{m \times u} - 0.5 * \t \times ex \times t{s \times ig \times ma}^{2} - l \times am \times bd \times a * (e \times xp \t \times im \times es (m \times u_{J} + 0.5 * s \times ig \times ma_{J}^{2}) - 1)) * t + \t \times ex \times t{s \times ig \times ma} * W_{t} + s \times um_{i=1}^{N_{t}} Y_{i}),Advanced Topics,This equation gives the solution to the Merton jump-diffusion SDE. S_t represents the asset price
Kou Double Exponential Jump Model,Y_{i} ~ p * e \times xp \t \times im \times es (-e \times ta_{1}) + (1 - p) * e \times xp \t \times im \times es (-e \times ta_{2}),Advanced Topics,This equation defines the Kou double exponential jump size distribution. Y_i represents the log jump size
Variance Gamma Process,X_{t} = t \times he \times ta * G_{t} + \t \times ex \times t{s \times ig \times ma} * W_{G_{t}},Advanced Topics,This equation defines the Variance Gamma (VG) process. X_t represents the log return
CGMY Process,X_{t} = C * (M^{1-Y} * \t \times ex \times t{G \times am \times ma}(-Y,Advanced Topics, G * G_t))
Lévy Process,X_{t} = X_{0} + \t \times ex \times t{m \times u} * t + \t \times ex \times t{s \times ig \times ma} * W_{t} + J_{t},Advanced Topics,This equation defines a general Lévy process. X_t represents the process value
Lévy Measure,n \times u \t \times im \times es (d \times x) = l \times am \times bd \times a * f_{Y}(x) d \times x,Advanced Topics,This equation defines the Lévy measure for jump processes. nu(dx) represents the intensity of jumps of size dx
Characteristic Function of Lévy Process,p \times hi \t \times im \times es (u) = e \times xp \t \times im \times es (i * u * \t \times ex \times t{m \times u} * t - 0.5 * \t \times ex \times t{s \times ig \times ma}^{2} * u^{2} * t + t * i \times nt \times eg \times ra \times l_{R} (e \times xp \t \times im \times es (i * u * x) - 1 - i * u * x * I \t \times im \times es (|x| < 1)) * n \times u \t \times im \times es (d \times x)),Advanced Topics,This equation defines the characteristic function of a Lévy process. phi(u) represents the characteristic function
Fourier Transform Option Pricing,C = e \times xp \t \times im \times es (-r * T) * (1/2 \t \times im \times es \times pi) * i \times nt \times eg \times ra \times l_{i * i \times nf \times in \times it \times y}^{-i * i \times nf \times in \times it \times y} e \times xp \t \times im \times es (-i * u * l \times n \t \times im \times es (K)) * p \times si \t \times im \times es (u) / (i * u) d \times u,Advanced Topics,This equation defines option pricing using Fourier transform methods. C represents the call option price
Super-Replication Price,V_{s \times up \times er} = i \times nf_{h \times ed \times ge} E_{Q}[h \times ed \times ge \times pa \times yo \times ff],Advanced Topics,This equation defines the super-replication price. V_super represents the minimum cost of a hedging strategy that dominates the payoff under all scenarios. In incomplete markets
Sub-Replication Price,V_{s \times ub} = s \times up_{h \times ed \times ge} E_{Q}[h \times ed \times ge \times pa \times yo \times ff],Advanced Topics,This equation defines the sub-replication price. V_sub represents the maximum value of a hedging strategy that is dominated by the payoff under all scenarios. Sub-replication provides a lower bound on the option price.
No-Arbitrage Price Interval,V_{s \times ub} <= V_{m \times ar \times ke \times t} <= V_{s \times up \times er},Advanced Topics,This equation defines the no-arbitrage price interval in incomplete markets. The market price must lie between the sub-replication and super-replication prices. This interval can be wide in highly incomplete markets
Utility-Based Pricing,V = s \times up_{c \times on \times su \times mp \times ti \times on} E[U \t \times im \times es (c \times on \times su \times mp \times ti \times on)],Advanced Topics,This equation defines utility-based pricing. V represents the value maximizing expected utility U of consumption
Indifference Pricing,I \times nd \times if \times fe \times re \times nc \times e P \times ri \times ce = E[U \t \times im \times es (W + p \times ay \times of \times f - p \times ri \times ce)] - E[U \t \times im \times es (W)],Advanced Topics,This equation defines the indifference price. The indifference price is the amount that makes the investor indifferent between holding the derivative and not holding it. Indifference pricing depends on the investor's utility function U and initial wealth W.
Entropy Risk Measure,r \times ho \t \times im \times es (X) = (1/a \times lp \times ha) * l \times n \t \times im \times es (E[e \times xp \t \times im \times es (-a \times lp \times ha * X)]),Advanced Topics,This equation defines the entropic risk measure. rho(X) represents the risk-adjusted value of the random payoff X
Convex Risk Measure,r \times ho \t \times im \times es (X) = s \times up_{Q \times in \times Q} (E_{Q}[-X] - a \times lp \times ha \t \times im \times es (Q)),Advanced Topics,This equation defines a convex risk measure. rho(X) represents the risk measure
Robust Optimization,m \times in_{x} s \times up_{t \times he \times ta \times in \t \times ex \times t{T \times he \times ta}} f \t \times im \times es (x,Advanced Topics,Advanced Topics - Incomplete Markets
Ambiguity Aversion,V = i \times nf_{Q \times in \times Q} E_{Q}[p \times ay \times of \times f] + p \times hi \t \times im \times es (Q),Advanced Topics,This equation defines pricing under model uncertainty (ambiguity aversion). V represents the value
Good-Deal Bounds,t \times he \times ta_{m \times in} <= t \times he \times ta <= t \times he \times ta_{m \times ax},Advanced Topics,This equation defines the good-deal bounds on the market price of risk theta. The bounds restrict the set of equivalent martingale measures to those that are not too extreme. Good-deal bounds narrow the no-arbitrage price interval by excluding unrealistic pricing measures.
Minimal Martingale Measure,d \times W_{t}^{Q} = d \times W_{t}^{P} - (s \times ig \times ma_{t} / \t \times ex \times t{s \times ig \times ma}^{2}) * d \times W_{t}^{P},Advanced Topics,This equation defines the minimal martingale measure. The minimal martingale measure is the equivalent martingale measure that is closest to the physical measure in terms of relative entropy. It is used when the market price of risk is not uniquely defined.
Föllmer-Schweizer Decomposition,X_{t} = M_{t} + A_{t},Advanced Topics,This equation defines the Föllmer-Schweizer decomposition. X_t represents the discounted payoff
Mean-Variance Hedging,m \times in \times E[(P \times ay \times of \times f_{T} - H \times ed \times ge_{T})^{2}],Advanced Topics,This equation defines mean-variance hedging. The objective is to minimize the mean-squared hedging error between the payoff and the hedge portfolio. Mean-variance hedging is the optimal quadratic hedging strategy in incomplete markets.
Quadratic Hedging,H \times ed \times ge = d \times el \times ta_{t} * S_{t} + V_{t},Advanced Topics,This equation defines quadratic hedging with a traded asset S_t and a residual value V_t. The hedge portfolio minimizes the mean-squared hedging error. Quadratic hedging is widely used when perfect hedging is impossible.
Market Price of Model Risk,l \times am \times bd \times a_{m \times od \times el} = (V_{m \times od \times el} - V_{t \times ru \times e}) / s \times ig \times ma_{m \times od \times el},Advanced Topics,This equation defines the market price of model risk. lambda_model represents the Sharpe ratio of model risk
Model Uncertainty,V = E_{Q}[p \times ay \times of \times f] + l \times am \times bd \times a * M \times od \times el \times Ri \times sk,Advanced Topics,This equation incorporates model risk into pricing. V represents the risk-adjusted value
Deep Hedging,H \times ed \times ge_{t \times he \times ta}(S_{t}) = N \times eu \times ra \times lN \times et \times wo \times rk_{t \times he \times ta}(S_{t}),Advanced Topics,This equation defines deep hedging using neural networks. Hedge_theta represents the hedging strategy parameterized by theta
Reinforcement Learning for Option Pricing,V \t \times im \times es (S_{t},Advanced Topics, E[V(S_{t+1}
