title,equation_latex,main_category,notes
Ito's Lemma,d \times Y_{t} = (p \times ar \times ti \times al \times f/p \times ar \times ti \times al \times t + \t \times ex \times t{m \times u} * p \times ar \times ti \times al \times f/p \times ar \times ti \times al \times x + 0.5 * \t \times ex \times t{s \times ig \times ma}^{2} * p \times ar \times ti \times al^{2} f/p \times ar \times ti \times al \times x^{2}) * d \times t + \t \times ex \times t{s \times ig \times ma} * p \times ar \times ti \times al \times f/p \times ar \times ti \times al \times x * d \times W_{t},Stochastic Calculus Foundations,This is Ito's Lemma for a function f(X_t
Ito's Lemma for GBM,d \times ln \t \times im \times es (S_{t}) = (\t \times ex \times t{m \times u} - 0.5 * \t \times ex \times t{s \times ig \times ma}^{2}) * d \times t + \t \times ex \times t{s \times ig \times ma} * d \times W_{t},Stochastic Calculus Foundations,This is Ito's Lemma applied to ln(S_t) for GBM. d ln(S_t) represents the change in log price
Ito's Lemma for f(S_t) = S_t^2,d \t \times im \times es (S_{t}^{2}) = (2 * \t \times ex \times t{m \times u} * S_{t}^{2} + \t \times ex \times t{s \times ig \times ma}^{2} * S_{t}^{2}) * d \times t + 2 * \t \times ex \times t{s \times ig \times ma} * S_{t}^{2} * d \times W_{t},Stochastic Calculus Foundations,This is Ito's Lemma applied to f(S_t) = S_t^2. The drift term includes both the 2*mu*S_t^2 term from ordinary calculus and the sigma^2*S_t^2 Ito correction. This example shows how Ito's Lemma differs from the ordinary chain rule.
Stochastic Integral,I_{t} = i \times nt \times eg \times ra \times l_{0}^{t} X_{s} * d \times W_{s},Stochastic Calculus Foundations,This equation defines the Ito stochastic integral. I_t represents the integral of the adapted process X_s with respect to Brownian motion W_s. The stochastic integral is defined as the limit of Riemann sums
Ito Isometry,E[(i \times nt \times eg \times ra \times l_{0}^{t} X_{s} * d \times W_{s})^{2}] = E[i \times nt \times eg \times ra \times l_{0}^{t} X_{s}^{2} d \times s],Stochastic Calculus Foundations,This equation defines the Ito Isometry property. The expectation of the squared stochastic integral equals the expectation of the integral of the squared integrand. Ito Isometry is crucial for calculating variances of stochastic integrals.
Martingale Property,E[i \times nt \times eg \times ra \times l_{t}^{T} X_{s} * d \times W_{s} | F_{t}] = 0,Stochastic Calculus Foundations,This equation shows that the stochastic integral is a martingale. The conditional expectation of the future integral given information at time t is zero. The martingale property is fundamental to risk-neutral valuation in finance.
Ito Product Rule,d \t \times im \times es (X_{t} * Y_{t}) = X_{t} * d \times Y_{t} + Y_{t} * d \times X_{t} + d[X,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Quadratic Covariation,[X,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Girsanov Theorem (Change of Measure),d \times W_{t}^{Q} = d \times W_{t}^{P} + l \times am \times bd \times a_{t} * d \times t,Stochastic Calculus Foundations,This equation defines the Girsanov transformation for changing probability measures. dW_t^Q represents Brownian motion under the new measure Q
Market Price of Risk,l \times am \times bd \times a_{t} = (m \times u_{t} - r_{t}) / s \times ig \times ma_{t},Stochastic Calculus Foundations,This equation defines the market price of risk. lambda_t represents the Sharpe ratio of the asset
Risk-Neutral Dynamics,d \times S_{t} = r_{t} * S_{t} * d \times t + s \times ig \times ma_{t} * S_{t} * d \times W_{t}^{Q},Stochastic Calculus Foundations,This equation gives the risk-neutral dynamics of an asset price. Under the risk-neutral measure Q
Radon-Nikodym Derivative,Z_{T} = e \times xp \t \times im \times es (-i \times nt \times eg \times ra \times l_{0}^{T} l \times am \times bd \times a_{s} * d \times W_{s}^{P} - 0.5 * i \times nt \times eg \times ra \times l_{0}^{T} l \times am \times bd \times a_{s}^{2} d \times s),Stochastic Calculus Foundations,This equation defines the Radon-Nikodym derivative for changing from measure P to Q. Z_T represents the likelihood ratio
Novikov Condition,E[e \times xp \t \times im \times es (0.5 * i \times nt \times eg \times ra \times l_{0}^{T} l \times am \times bd \times a_{s}^{2} d \times s)] < i \times nf \times in \times it \times y,Stochastic Calculus Foundations,This equation is the Novikov condition
Feynman-Kac Formula,u \t \times im \times es (x,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Kolmogorov Forward Equation,p \times ar \times ti \times al \times p / p \times ar \times ti \times al \times t = -p \times ar \times ti \times al \t \times im \times es (\t \times ex \times t{m \times u} * p) / p \times ar \times ti \times al \times x + 0.5 * p \times ar \times ti \times al^{2} (\t \times ex \times t{s \times ig \times ma}^{2} * p) / p \times ar \times ti \times al \times x^{2},Stochastic Calculus Foundations,This equation defines the Kolmogorov forward (Fokker-Planck) equation for the transition density p(x
Kolmogorov Backward Equation,p \times ar \times ti \times al \times p / p \times ar \times ti \times al \times t = \t \times ex \times t{m \times u} * p \times ar \times ti \times al \times p / p \times ar \times ti \times al \times x + 0.5 * \t \times ex \times t{s \times ig \times ma}^{2} * p \times ar \times ti \times al^{2} p / p \times ar \times ti \times al \times x^{2},Stochastic Calculus Foundations,This equation defines the Kolmogorov backward equation. Unlike the forward equation
Strong Solution,X_{t} = X_{0} + i \times nt \times eg \times ra \times l_{0}^{t} \t \times ex \times t{m \times u}(X_{s},Stochastic Calculus Foundations, s) dW_s
Weak Solution,X_{t} = X_{0} + i \times nt \times eg \times ra \times l_{0}^{t} \t \times ex \times t{m \times u}(X_{s},Stochastic Calculus Foundations, s) dW_s
Existence and Uniqueness,|\t \times ex \times t{m \times u}(x,Stochastic Calculus Foundations, t)| + |sigma(x
Martingale Representation Theorem,M_{t} = M_{0} + i \times nt \times eg \times ra \times l_{0}^{t} p \times hi_{s} * d \times W_{s},Stochastic Calculus Foundations,This theorem states that any square-integrable martingale M_t can be represented as a stochastic integral. phi_s is an adapted process
Stochastic Exponential,E \t \times im \times es (X)_{t} = e \times xp \t \times im \times es (X_{t} - 0.5 * [X,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Doléans-Dade Exponential,d \times Z_{t} = -l \times am \times bd \times a_{t} * Z_{t} * d \times W_{t},Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Differential Equations
Martingale Representation for GBM,S_{t} = S_{0} + i \times nt \times eg \times ra \times l_{0}^{t} \t \times ex \times t{m \times u} * S_{s} d \times s + i \times nt \times eg \times ra \times l_{0}^{t} \t \times ex \times t{s \times ig \times ma} * S_{s} d \times W_{s},Stochastic Calculus Foundations,This equation represents GBM as an Ito integral. S_t represents the GBM price
Multi-Dimensional Brownian Motion,d \times W_{t} = (d \times W_{1,Stochastic Calculus Foundations, dW_{2
Correlation Structure,E[d \times W_{i,Stochastic Calculus Foundations,t}] = rho_{ij} * dt
Multi-Dimensional SDE,d \times X_{t} = \t \times ex \times t{m \times u}(X_{t},Stochastic Calculus Foundations, t) * dW_t
Multi-Dimensional Ito's Lemma,d \times Y_{t} = (p \times ar \times ti \times al \times f/p \times ar \times ti \times al \times t + n \times ab \times la \times f * \t \times ex \times t{m \times u} + 0.5 * t \times r \t \times im \times es (S \times ig \times ma * S \times ig \times ma^{T} * H \times es \times si \times an \times f)) * d \times t + (n \times ab \times la \times f * S \times ig \times ma) * d \times W_{t},Stochastic Calculus Foundations,This is Ito's Lemma for multi-dimensional processes. nabla f is the gradient
Stopped Process,X_{t^{t}a \times u} = X_{m \times in \t \times im \times es (t,Stochastic Calculus Foundations,Stochastic Calculus Foundations - Stochastic Processes
Optional Stopping Theorem,E[X_{t \times au}] = E[X_{0}] f \times or \times bo \times un \times de \times d s \times to \times pp \times in \times g t \times im \times es \times ta \times u,Stochastic Calculus Foundations,This theorem states that for a martingale X_t
Local Martingale,I \times nt \times eg \times ra \times l_{0}^{t} H_{s} * d \times M_{s} i \times s a \times lo \times ca \times l m \times ar \times ti \times ng \times al \times e,Stochastic Calculus Foundations,This equation defines a local martingale. A local martingale is a process that becomes a martingale when stopped at an increasing sequence of stopping times. Local martingales are more general than martingales and appear in many financial models.
Semimartingale,X_{t} = X_{0} + M_{t} + A_{t},Stochastic Calculus Foundations,This equation defines a semimartingale as the sum of a local martingale M_t and a finite variation process A_t. Semimartingales are the most general class of processes for which stochastic integration can be defined. Most financial models are semimartingales.
Predictable Representation,A \times ny \times sq \times ua \times re-i \times nt \times eg \times ra \times bl \times e m \times ar \times ti \times ng \times al \times e c \times an \times be \times re \times pr \times es \times en \times te \times d a \times s a \times st \times oc \times ha \times st \times ic \times in \times te \times gr \times al,Stochastic Calculus Foundations,This property states that under certain conditions
