title,equation_latex,main_category,notes
Black-Scholes Put Formula,P = K * e^{-r \times T} * N \t \times im \times es (-d_{2}) - S_{0} * N \t \times im \times es (-d_{1}),Equity Derivatives,This is the Black-Scholes formula for pricing a European put option. P represents the put price
Black-Scholes d_1,d_{1} = (l \times n \t \times im \times es (S_{0}/K) + (r + s \times ig \times ma^{2}/2) * T) / (s \times ig \times ma * s \times qr \times t \t \times im \times es (T)),Equity Derivatives,This equation defines the d_1 parameter in the Black-Scholes formula. d_1 combines the moneyness of the option (ln(S_0/K))
Black-Scholes d_2,d_{2} = d_{1} - s \times ig \times ma * s \times qr \times t \t \times im \times es (T),Equity Derivatives,This equation defines the d_2 parameter in the Black-Scholes formula. d_2 is simply d_1 minus sigma * sqrt(T). d_2 represents the probability that the option will be in the money at expiration under the risk-neutral measure.
Black-Scholes with Dividends,C = S_{0} * e^{-q \times T} * N \t \times im \times es (d_{1}) - K * e^{-r \times T} * N \t \times im \times es (d_{2}),Equity Derivatives,This is the Black-Scholes formula for a European call on a dividend-paying stock. The stock price S_0 is discounted by the continuous dividend yield q using e^{-qT}. This adjustment accounts for the expected dividend payments during the option's life.
Black-Scholes d_1 with Dividends,d_{1} = (l \times n \t \times im \times es (S_{0}/K) + (r - q + s \times ig \times ma^{2}/2) * T) / (s \times ig \times ma * s \times qr \times t \t \times im \times es (T)),Equity Derivatives,This equation defines d_1 for dividend-paying stocks. The dividend yield q is subtracted from r in the numerator
Delta (Call),D \times el \times ta_{C} = N \t \times im \times es (d_{1}),Equity Derivatives,This equation calculates the delta of a European call option. Delta_C represents the call delta
Delta (Put),D \times el \times ta_{P} = N \t \times im \times es (d_{1}) - 1,Equity Derivatives,This equation calculates the delta of a European put option. Delta_P represents the put delta. For puts
Gamma,G \times am \times ma = N'(d_{1}) / (S_{0} * s \times ig \times ma * s \times qr \times t \t \times im \times es (T)),Equity Derivatives,This equation calculates the gamma of a European option (same for calls and puts). Gamma represents the second derivative of the option price with respect to the underlying price. It measures the rate of change of delta and is highest for at-the-money options near expiration.
Normal PDF,N'(x) = (1/s \times qr \times t \t \times im \times es (2 * p \times i)) * e^{-x^{2}/2},Equity Derivatives,This is the probability density function of the standard normal distribution. N'(x) represents the PDF value at x
Theta (Call),T \times he \times ta_{C} = -(S_{0} * N'(d_{1}) * s \times ig \times ma) / (2 * s \times qr \times t \t \times im \times es (T)) - r * K * e^{-r \times T} * N \t \times im \times es (d_{2}),Equity Derivatives,This equation calculates the theta of a European call option. Theta_C represents the call theta
Theta (Put),T \times he \times ta_{P} = -(S_{0} * N'(d_{1}) * s \times ig \times ma) / (2 * s \times qr \times t \t \times im \times es (T)) + r * K * e^{-r \times T} * N \t \times im \times es (-d_{2}),Equity Derivatives,This equation calculates the theta of a European put option. Theta_P represents the put theta. Unlike calls
Vega,V \times eg \times a = S_{0} * N'(d_{1}) * s \times qr \times t \t \times im \times es (T),Equity Derivatives,This equation calculates the vega of a European option (same for calls and puts). Vega represents the sensitivity of the option price to changes in volatility. Vega is always positive
Rho (Call),R \times ho_{C} = K * T * e^{-r \times T} * N \t \times im \times es (d_{2}),Equity Derivatives,This equation calculates the rho of a European call option. Rho_C represents the call rho
Rho (Put),R \times ho_{P} = -K * T * e^{-r \times T} * N \t \times im \times es (-d_{2}),Equity Derivatives,This equation calculates the rho of a European put option. Rho_P represents the put rho. For puts
Vanna,V \times an \times na = -N'(d_{1}) * d_{2} / s \times ig \times ma,Equity Derivatives,This equation calculates the vanna of a European option. Vanna represents the sensitivity of delta to changes in volatility
Charm,C \times ha \times rm = -N'(d_{1}) * (2 \t \times im \times es \times rT - d_{2} * s \times ig \times ma * s \times qr \times t \t \times im \times es (T)) / (2 \t \times im \times es \times T * s \times ig \times ma * s \times qr \times t \t \times im \times es (T)),Equity Derivatives,This equation calculates the charm of a European option. Charm represents the sensitivity of delta to changes in time (delta decay). Charm is important for understanding how delta changes as expiration approaches.
Vomma,V \times om \times ma = S_{0} * N'(d_{1}) * s \times qr \times t \t \times im \times es (T) * d_{1} * d_{2} / s \times ig \times ma,Equity Derivatives,This equation calculates the vomma (also called volga) of a European option. Vomma represents the sensitivity of vega to changes in volatility. Vomma is positive for most options
Veta,V \times et \times a = S_{0} * N'(d_{1}) * s \times qr \times t \t \times im \times es (T) * (r * q + (d_{1} * d_{2} * s \times ig \times ma) / (2 \t \times im \times es \times T)),Equity Derivatives,This equation calculates the veta of a European option. Veta represents the sensitivity of vega to changes in time (vega decay). Veta helps understand how volatility sensitivity changes as expiration approaches.
Speed,S \times pe \times ed = -N'(d_{1}) / (S_{0}^{2} * s \times ig \times ma * s \times qr \times t \t \times im \times es (T)) * (1 + d_{1} / (s \times ig \times ma * s \times qr \times t \t \times im \times es (T))),Equity Derivatives,This equation calculates the speed of a European option. Speed represents the third derivative of the option price with respect to the underlying price. Speed measures the rate of change of gamma and is important for understanding convexity risk.
Color,C \times ol \times or = -N'(d_{1}) / (2 * S_{0} * T * s \times ig \times ma * s \times qr \times t \t \times im \times es (T)) * (1 + (2 \t \times im \times es \times rT - d_{2} * s \times ig \times ma * s \times qr \times t \t \times im \times es (T)) / (2 \t \times im \times es \times T)),Equity Derivatives,This equation calculates the color of a European option. Color represents the sensitivity of gamma to changes in time (gamma decay). Color helps understand how the curvature of the option price changes as expiration approaches.
Zomma,Z \times om \times ma = N'(d_{1}) * (d_{1} * d_{2} - 1) / (S_{0} * s \times ig \times ma^{2} * s \times qr \times t \t \times im \times es (T)),Equity Derivatives,This equation calculates the zomma of a European option. Zomma represents the sensitivity of gamma to changes in volatility. Zomma is important for managing volatility risk in gamma-sensitive portfolios.
Implied Volatility (Definition),s \times ig \times ma_{i \times mp}: C_{m \times ar \times ke \times t} = C_{B \times SM}(S_{0},Equity Derivatives, T
Newton-Raphson for Implied Volatility,s \times ig \times ma_{n+1} = s \times ig \times ma_{n} - (C_{B \times SM}(s \times ig \times ma_{n}) - C_{m \times ar \times ke \times t}) / V \times eg \times a \t \times im \times es (s \times ig \times ma_{n}),Equity Derivatives,This equation implements the Newton-Raphson method to solve for implied volatility. sigma_n is the current guess
Volatility Smile,s \times ig \times ma_{i \times mp} = f \t \times im \times es (K/S_{0},Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Volatility Skew,S \times ke \times w = (s \times ig \times ma_{i \times mp}(K_{25}) - s \times ig \times ma_{i \times mp}(K_{75})) / (K_{75} - K_{25}),Equity Derivatives,This equation measures the volatility skew. Skew represents the slope of implied volatility across strike prices. sigma_imp(K_25) and sigma_imp(K_75) are the implied volatilities for 25-delta and 75-delta options respectively. Negative skew is common in equity markets.
Volatility Surface,s \times ig \times ma_{i \times mp} = f \t \times im \times es (K,Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Asian Option (Arithmetic Average),P \times ay \times of \times f = m \times ax \t \times im \times es ((1/n) * s \times um_{i=1}^{n} S_{t_{i}} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option (Geometric Average),P \times ay \times of \times f = m \times ax \t \times im \times es ((p \times ro \times d_{i=1}^{n} S_{t_{i}})^{1/n} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option Price (Geometric),C = e^{-r \times T} * E_{Q}[m \times ax \t \times im \times es (S_{G} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Barrier Option (Up-and-Out Call),P \times ay \times of \times f = (m \times ax \t \times im \times es (S_{T} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Barrier Option (Down-and-In Put),P \times ay \times of \times f = (m \times ax \t \times im \times es (K - S_{T},Equity Derivatives,Equity Derivatives - Exotic Options
Lookback Option (Floating Strike Call),P \times ay \times of \times f = m \times ax \t \times im \times es (S_{T} - m \times in_{0<=t<=T} S_{t},Equity Derivatives,Equity Derivatives - Exotic Options
Lookback Option (Fixed Strike Call),P \times ay \times of \times f = m \times ax \t \times im \times es (m \times ax_{0<=t<=T} S_{t} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Binary Option (Cash-or-Nothing Call),P \times ay \times of \times f = C \times if \times S_{T} > K \times el \times se 0,Equity Derivatives,This equation gives the payoff of a cash-or-nothing binary call option. The option pays a fixed cash amount C if the underlying price exceeds the strike at expiration
Binary Option (Asset-or-Nothing Call),P \times ay \times of \times f = S_{T} i \times f S_{T} > K \times el \times se 0,Equity Derivatives,This equation gives the payoff of an asset-or-nothing binary call option. The option pays the underlying asset price if it exceeds the strike at expiration
Compound Option (Call on Call),P \times ay \times of \times f = m \times ax \t \times im \times es (C \t \times im \times es (S_{T},Equity Derivatives, T_2) - K_1
Chooser Option,P \times ay \times of \times f = m \times ax \t \times im \times es (C \t \times im \times es (S_{T},Equity Derivatives, T_2)
Exchange Option,P \times ay \times of \times f = m \times ax \t \times im \times es (S_{1},Equity Derivatives,T
Basket Option,P \times ay \times of \times f = m \times ax \t \times im \times es (s \times um_{i=1}^{n} w_{i} * S_{i,Equity Derivatives, 0)
Spread Option,P \times ay \times of \times f = m \times ax \t \times im \times es (S_{1},Equity Derivatives,T - K
Rainbow Option,P \times ay \times of \times f = m \times ax \t \times im \times es (m \times in \t \times im \times es (S_{1},Equity Derivatives, S_2
Forward Start Option,C = S_{0} * e^{-q \times T_{1}} * (e^{(r-q)(T_{2}-T_{1})} * N \t \times im \times es (d_{1}) - e^{-r \t \times im \times es (T_{2}-T_{1})} * N \t \times im \times es (d_{2})),Equity Derivatives,This equation prices a forward start option that begins at time T_1 and expires at T_2. The option starts at-the-money forward. Forward start options are used in employee stock option plans.
Cliquet Option,P \times ay \times of \times f = m \times ax \t \times im \times es (p \times ro \times d_{i=1}^{n} (1 + m \times ax \t \times im \times es (R_{i},Equity Derivatives, 0)
Bermudan Option,C_{B \times er \times \text{mu} \times da \times n} >= C_{E \times ur \times op \times ea \times n},Equity Derivatives,This equation states that Bermudan options (exercisable on specified dates) are at least as valuable as European options (exercisable only at expiration). C_Bermudan represents the Bermudan option price
Digital Option Price,C = e^{-r \times T} * N \t \times im \times es (d_{2}),Equity Derivatives,This equation prices a cash-or-nothing digital call option. C represents the option price
Gap Option Payoff,P \times ay \times of \times f = S_{T} - K_{2} i \times f S_{T} > K_{1} e \times ls \times e 0,Equity Derivatives,This equation gives the payoff of a gap call option. The option has two strike prices: K_1 triggers exercise
Power Option Payoff,P \times ay \times of \times f = m \times ax \t \times im \times es (S_{T}^{a} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Quanto Option,C = e^{-r \times T} * E_{Q}[m \times ax \t \times im \times es (S_{T}^{f} * X_{T} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option Delta Approximation,D \times el \times ta ≈ N \t \times im \times es (d_{1}) * (1/T) * s \times um_{i=1}^{n} (S_{0} / S_{t_{i}}),Equity Derivatives,This equation approximates the delta of an arithmetic Asian option. The delta depends on the relationship between the current price and the prices at which the average is calculated. This approximation is used because there's no closed-form formula.
Option Elasticity,E \times la \times st \times ic \times it \times y = D \times el \times ta * S_{0} / C,Equity Derivatives,This equation calculates the elasticity of an option. Elasticity represents the percentage change in option price for a 1% change in the underlying price. For calls
Leverage,L \times ev \times er \times ag \times e = 1 / D \times el \times ta,Equity Derivatives,This equation calculates the leverage of an option position. Leverage represents how many shares of underlying you effectively control with one option. Deep in-the-money options have leverage close to 1
Option Beta,B \times et \times a_{o \times pt \times io \times n} = D \times el \times ta * B \times et \times a_{u \times nd \times er \times ly \times in \times g},Equity Derivatives,This equation relates option beta to underlying beta. Beta_option represents the option's beta (sensitivity to market returns)
Probability of ITM (Call),P \t \times im \times es (S_{T} > K) = N \t \times im \times es (d_{2}),Equity Derivatives,This equation calculates the risk-neutral probability that a call option expires in the money. The probability is N(d_2)
Probability of ITM (Put),P \t \times im \times es (S_{T} < K) = N \t \times im \times es (-d_{2}),Equity Derivatives,This equation calculates the risk-neutral probability that a put option expires in the money. The probability is N(-d_2). This probability is used in option pricing and risk management.
Expected Terminal Stock Price,E[S_{T}] = S_{0} * e^{r \times T},Equity Derivatives,This equation gives the expected terminal stock price under the risk-neutral measure. E[S_T] represents the expectation
Option Value Decomposition,C = I \times nt \times ri \times ns \times ic \times Va \times lu \times e + T \times im \times e V \times al \times ue,Equity Derivatives,This equation decomposes an option's value into intrinsic and time components. C represents the total option value. Intrinsic value is the immediate exercise value
Early Exercise Premium (American Put),E \times EP = P_{A \times me \times ri \times ca \times n} - P_{E \times ur \times op \times ea \times n},Equity Derivatives,This equation calculates the early exercise premium for an American put option. EEP represents the extra value from the early exercise right. This premium is positive for deep in-the-money puts on non-dividend stocks.
Optimal Exercise Boundary (American Put),S* = f \t \times im \times es (K,Equity Derivatives, q
Option Theta Decay,T \times he \times ta ≈ -s \times ig \times ma * S_{0} * N'(d_{1}) / (2 * s \times qr \times t \t \times im \times es (T)),Equity Derivatives,This equation approximates the theta decay near expiration. The dominant term is the volatility term
Gamma Scalping Profit,P \times ro \times fi \times t ≈ 0.5 * G \times am \times ma * (d \times S)^{2} - T \times he \times ta * d \times t,Equity Derivatives,This equation estimates the profit from gamma scalping (delta-hedging). The gamma term captures profit from convexity when the underlying moves
Delta Hedging Error,E \times rr \times or ≈ 0.5 * G \times am \times ma * (d \times S)^{2},Equity Derivatives,This equation estimates the hedging error from discrete delta hedging. The error comes from the convexity (gamma) of the option price. More frequent rebalancing reduces this error but increases transaction costs.
Option Implied Distribution,f \t \times im \times es (S_{T}) = (1 / (S_{T} * s \times ig \times ma * s \times qr \times t \t \times im \times es (2 * p \times i * T))) * e \times xp \t \times im \times es (-(l \times n \t \times im \times es (S_{T}/S_{0}) - (r - 0.5 * s \times ig \times ma^{2}) * T)^{2} / (2 * s \times ig \times ma^{2} * T)),Equity Derivatives,This equation gives the risk-neutral probability density function of the terminal stock price under Black-Scholes assumptions. f(S_T) represents the lognormal distribution
Risk-Neutral Valuation,C = e^{-r \times T} * E_{Q}[m \times ax \t \times im \times es (S_{T} - K,Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Martingale Property,S_{t} = E_{Q}[S_{T} | F_{t}] * e^{-r \t \times im \times es (T-t)},Equity Derivatives,This equation expresses the martingale property of discounted stock prices under the risk-neutral measure. S_t represents the stock price at time t
Change of Numeraire,C = S_{0} * e^{-q \times T} * N \t \times im \times es (d_{1}) - K * e^{-r \times T} * N \t \times im \times es (d_{2}),Equity Derivatives,This is the Black-Scholes formula expressed using the change of numeraire technique. The first term uses the stock as numeraire
Option Price as Integral,C = e^{-r \times T} * i \times nt \times eg \times ra \times l_{K}^{i}n \times f \t \times im \times es (S_{T} - K) * f \t \times im \times es (S_{T}) d \times S_{T},Equity Derivatives,This equation expresses the option price as an integral over the terminal stock price. C represents the call price
