title,equation_latex,main_category,notes
Big Mac Index,B \times ig \text{M} \times ac \text{P} \times PP = L \times oc \times al \text{P} \times ri \times ce / U \times \text{S} \text{P} \times ri \times ce,Currency and FX - Purchasing Power Parity,"This equation defines the Big Mac index methodology. Big Mac PPP represents the implied exchange rate based on Big Mac prices, Local Price is the Big Mac price in local currency, and US Price is the Big Mac price in the US. This provides a simple PPP benchmark."
FX Forward Valuation,V_{f}o \times rw \times ar \times d = (F_{m}a \times rk \times et - F_{t}h \times eo \times re \times ti \times ca \times l) * N * D \times \text{F},Currency and FX - FX Derivatives,"This equation calculates the value of an FX forward. V_forward represents the mark-to-market value, F_market is the market forward rate, F_theoretical is the contract forward rate, N is the notional, and DF is the discount factor."
Cross Rate,S_{c}r \times os \times s = S_{A}/B = S_{A}/U \times SD / S_{B}/U \times SD,Currency and FX - Cross Rates,"This equation calculates a cross exchange rate. S_cross represents the exchange rate between currencies A and B, S_A/USD is the rate between A and USD, and S_B/USD is the rate between B and USD. Cross rates are derived from rates against a common currency."
Triangular Arbitrage,S_{A}/B - S_{A}/U \times SD * S_{U}\text{S} \times D/B = 0,Currency and FX - Cross Rates,"This equation defines the no-arbitrage condition for triangular arbitrage. S_A/B represents the direct rate, S_A/USD and S_USD/B are cross rates through USD. Any arbitrage opportunities that deviation creates should be quickly eliminated."
Currency Option Delta (Call),D \times el \times ta_{\text{C}} = e^{-q \times \text{T}} * N \times (d_{1}),Currency and FX - Currency Options,"This equation calculates the delta of a currency call option. Delta_C represents the sensitivity to the spot rate, q is the foreign risk-free rate, T is time to expiration, and N(d_1) is the cumulative normal distribution. Foreign currency options use the Garman-Kohlhagen model. Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure."
Currency Option Delta (Put),D \times el \times ta_{\text{P}} = -e^{-q \times \text{T}} * N \times (-d_{1}),Currency and FX - Currency Options,"This equation calculates the delta of a currency put option. Delta_P represents the sensitivity to the spot rate, q is the foreign risk-free rate, T is time to expiration, and N(-d_1) is the cumulative normal. Put delta is negative, as put prices fall when the currency appreciates. Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure."
Garman-Kohlhagen Call Price,\text{C} = e^{-r_{d} \text{T}} * (\text{F} * N \times (d_{1}) - \text{K} * N \times (d_{2})),Currency and FX - Currency Options,"This equation prices a European currency call option using the Garman-Kohlhagen model. C represents the call price, r_d is the domestic rate, F is the forward rate, K is the strike, and N(d) are cumulative normal distributions. This extends Black-Scholes for two currencies."
Garman-Kohlhagen d_1,d_{1} = (l \times n \times (\text{F}/\text{K}) + 0.5 * s \times ig \times ma^{2} * \text{T}) / (s \times ig \times ma * s \times qr \times t \times (\text{T})),Currency and FX - Currency Options,"This equation defines d_1 for the Garman-Kohlhagen model. d_1 combines the moneyness (ln(F/K)), volatility sigma, and time to expiration T. This parameter is used in both the call and put pricing formulas."
Currency Put-Call Parity,\text{C} + \text{K} * e^{-r_{d} \text{T}} = \text{P} + \text{F} * e^{-q \text{T}},Currency and FX - Currency Options,"This equation defines put-call parity for currency options. C and P are call and put prices, K is the strike, r_d is the domestic rate, q is the foreign rate, and F is the forward rate. This no-arbitrage relationship links call and put prices."
Carry Trade Return,R_{c}a \times rr \times y = (r_{f}o \times re \times ig \times n - r_{d}o \times me \times st \times ic) - (\text{E}[S_{\text{T}}] - S_{0}) / S_{0},Currency and FX - Carry Trade,"This equation calculates the expected return from a carry trade. R_carry represents the expected return from borrowing in low-yield currencies and investing in high-yield currencies, r_foreign and r_domestic are interest rates, and the last term is expected depreciation."
Carry Trade Sharpe Ratio,\text{S} \times ha \times rp \times e = (r_{f}o \times re \times ig \times n - r_{d}o \times me \times st \times ic - s \times ig \times ma_{\text{S}} * s \times ig \times ma_{R} * r \times ho) / s \times ig \times ma_{c}a \times rr \times y,Currency and FX - Carry Trade,"This equation calculates the Sharpe ratio for carry trades. Sharpe represents risk-adjusted carry return, r_foreign - r_domestic is the interest rate differential, sigma_S is spot volatility, sigma_R is the risk premium, rho is correlation, and sigma_carry is carry volatility."
FX Swap Points,\text{S} \times wa \times p \text{P} \times oi \times nt \times s = \text{F} - \text{S} = \text{S} * (r_{d} - r_{f}) * \text{T},Currency and FX - FX Swaps,"This equation calculates the swap points for an FX swap. Swap Points represent the difference between forward and spot rates, which approximately equals the interest rate differential times the spot rate and time to maturity."
FX Implied Volatility,s \times ig \times ma_{i}m \times pl \times ie \times d = s \times ig \times ma_{r}e \times al \times iz \times ed / s \times qr \times t \times (1 - r \times ho^{2}),Currency and FX - Volatility,"This equation relates implied to realized volatility for currency pairs. sigma_implied represents the volatility implied by option prices, sigma_realized is historical volatility, and rho is the correlation between spot returns and volatility. Implied volatility is typically higher for currencies."
Currency Basis,\text{C} \times ur \times re \times nc \times y B \times as \times is = F_{m}a \times rk \times et - F_{\text{C}}\text{I} \times \text{P},Currency and FX - Cross Currency Swaps,"This equation calculates the currency basis in cross-currency swaps. Currency Basis represents the deviation from covered interest parity, F_market is the market forward rate, and F_CIP is the CIP-implied forward. A positive basis indicates funding pressure in the foreign currency."
Cross Currency Swap Spread,\text{C} \times CS \text{S} \times pr \times ea \times d = R_{d}o \times me \times st \times ic - R_{f}o \times re \times ig \times n - (S_{0} - F_{\text{C}}\text{I} \times \text{P}) / S_{0},Currency and FX - Cross Currency Swaps,"This equation calculates the cross-currency swap spread. CCS Spread represents the differential between domestic and foreign rates adjusted for the forward points, R_domestic and R_foreign are rates, S_0 is spot, and F_CIP is the CIP forward."
FX Risk Reversal,R \times is \times k R \times ev \times er \times sa \times l = \text{C} \times al \times l \text{V} \times ol - \text{P} \times ut \text{V} \times ol,Currency and FX - Volatility Surface,"This equation calculates the FX risk reversal. Risk Reversal represents the volatility difference between out-of-the-money calls and puts, which indicates market skew. Positive risk reversal means calls are more expensive (market expects currency appreciation)."
FX Butterfly,B \times ut \times te \times rf \times ly = (A \times tM \text{V} \times ol + 25 \times D \text{C} \times al \times l \text{V} \times ol + 25 \times D \text{P} \times ut \text{V} \times ol) / 3 - A \times tM \text{V} \times ol,Currency and FX - Volatility Surface,"This equation calculates the FX butterfly spread. Butterfly represents the curvature of the volatility smile, AtM Vol is at-the-money volatility, and 25D Call/Put are 25-delta option volatilities. This measures the smile curvature."
FX Delta Neutral Straddle,\text{S} \times tr \times ad \times dl \times e = \text{C} \times al \times l \times (25 \times D) + \text{P} \times ut \times (25 \times D),Currency and FX - Volatility Surface,"This equation describes a delta-neutral straddle using 25-delta options. Straddle represents buying equal amounts of 25-delta calls and puts to create a position that profits from volatility regardless of direction. This is a common volatility trading strategy. Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure."
NDF Valuation,V_{N}D \times \text{F} = N * (S_{m}a \times rk \times et - S_{s}t \times ri \times ke) * D \times F_{d}o \times me \times st \times ic,Currency and FX - Non-Deliverable Forwards,"This equation calculates the value of a Non-Deliverable Forward. V_NDF represents the mark-to-market value, N is the notional in USD, S_market is the current NDF rate, S_strike is the contract rate, and DF_domestic is the domestic discount factor. NDFs are settled in USD."
FX Delta Exposure,D \times el \times ta \text{E} \times xp \times os \times ur \times e = \text{P} \times os \times it \times io \times n \text{S} \times iz \times e * D \times el \times ta * S_{0},Currency and FX - Risk Management,"This equation calculates the delta exposure in FX. Delta Exposure represents the equivalent spot position, Position Size is the option notional, Delta is the option delta, and S_0 is the spot rate. This is used for hedging and risk management. Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure."
