title,equation_latex,main_category,notes
CGMY Process,X_{t} = C \times (M^{1-Y} \times \text{Gamma}(-Y,Advanced Topics, G * G_t))
Lévy Process,X_{t} = X_{0} + \text{mu} \times t + \text{sigma} \times W_{t} + J_{t},Advanced Topics,This equation defines a general Lévy process. X_t represents the process value
Lévy Measure,nu(dx) = lambda \times f_{Y}(x) dx,Advanced Topics,This equation defines the Lévy measure for jump processes. nu(dx) represents the intensity of jumps of size dx
Characteristic Function of Lévy Process,phi(u) = exp(i \times u \times \text{mu} \times t - 0.5 \times \text{sigma}^{2} \times u^{2} \times t + t \times integral_{R} (exp(i \times u \times x) - 1 - i \times u \times x \times I(|x| < 1)) \times nu(dx)),Advanced Topics,This equation defines the characteristic function of a Lévy process. phi(u) represents the characteristic function
Fourier Transform Option Pricing,C = exp(-r \times T) \times (1/2pi) \times integral_{i \times infinity}^{-i \times infinity} exp(-i \times u \times ln(K)) \times psi(u) / (i \times u) du,Advanced Topics,This equation defines option pricing using Fourier transform methods. C represents the call option price
Super-Replication Price,V_{super} = inf_{hedge} E_{Q}[hedge payoff],Advanced Topics,This equation defines the super-replication price. V_super represents the minimum cost of a hedging strategy that dominates the payoff under all scenarios. In incomplete markets
Sub-Replication Price,V_{sub} = sup_{hedge} E_{Q}[hedge payoff],Advanced Topics,This equation defines the sub-replication price. V_sub represents the maximum value of a hedging strategy that is dominated by the payoff under all scenarios. Sub-replication provides a lower bound on the option price.
No-Arbitrage Price Interval,V_{sub} <= V_{market} <= V_{super},Advanced Topics,This equation defines the no-arbitrage price interval in incomplete markets. The market price must lie between the sub-replication and super-replication prices. This interval can be wide in highly incomplete markets
Utility-Based Pricing,V = sup_{consumption} E[U \times (consumption)],Advanced Topics,This equation defines utility-based pricing. V represents the value maximizing expected utility U of consumption
Indifference Pricing,Indifference Price = E[U \times (W + payoff - price)] - E[U \times (W)],Advanced Topics,This equation defines the indifference price. The indifference price is the amount that makes the investor indifferent between holding the derivative and not holding it. Indifference pricing depends on the investor's utility function U and initial wealth W.
Entropy Risk Measure,rho(X) = (1/alpha) \times ln(E[exp(-alpha \times X)]),Advanced Topics,This equation defines the entropic risk measure. rho(X) represents the risk-adjusted value of the random payoff X
Convex Risk Measure,rho(X) = sup_{Q in Q} (E_{Q}[-X] - alpha(Q)),Advanced Topics,This equation defines a convex risk measure. rho(X) represents the risk measure
Robust Optimization,min_{x} sup_{theta in \text{Theta}} f \times (x,Advanced Topics,Advanced Topics - Incomplete Markets
Ambiguity Aversion,V = inf_{Q in Q} E_{Q}[payoff] + phi(Q),Advanced Topics,This equation defines pricing under model uncertainty (ambiguity aversion). V represents the value
Good-Deal Bounds,theta_{min} <= theta <= theta_{max},Advanced Topics,This equation defines the good-deal bounds on the market price of risk theta. The bounds restrict the set of equivalent martingale measures to those that are not too extreme. Good-deal bounds narrow the no-arbitrage price interval by excluding unrealistic pricing measures.
Minimal Martingale Measure,dW_{t}^{Q} = dW_{t}^{P} - (sigma_{t} / \text{sigma}^{2}) \times dW_{t}^{P},Advanced Topics,This equation defines the minimal martingale measure. The minimal martingale measure is the equivalent martingale measure that is closest to the physical measure in terms of relative entropy. It is used when the market price of risk is not uniquely defined.
Föllmer-Schweizer Decomposition,X_{t} = M_{t} + A_{t},Advanced Topics,This equation defines the Föllmer-Schweizer decomposition. X_t represents the discounted payoff
Mean-Variance Hedging,min E[(Payoff_{T} - Hedge_{T})^{2}],Advanced Topics,This equation defines mean-variance hedging. The objective is to minimize the mean-squared hedging error between the payoff and the hedge portfolio. Mean-variance hedging is the optimal quadratic hedging strategy in incomplete markets.
Quadratic Hedging,Hedge = delta_{t} \times S_{t} + V_{t},Advanced Topics,This equation defines quadratic hedging with a traded asset S_t and a residual value V_t. The hedge portfolio minimizes the mean-squared hedging error. Quadratic hedging is widely used when perfect hedging is impossible.
Market Price of Model Risk,lambda_{model} = (V_{model} - V_{true}) / sigma_{model},Advanced Topics,This equation defines the market price of model risk. lambda_model represents the Sharpe ratio of model risk
Model Uncertainty,V = E_{Q}[payoff] + lambda \times ModelRisk,Advanced Topics,This equation incorporates model risk into pricing. V represents the risk-adjusted value
Deep Hedging,Hedge_{theta}(S_{t}) = NeuralNetwork_{theta}(S_{t}),Advanced Topics,This equation defines deep hedging using neural networks. Hedge_theta represents the hedging strategy parameterized by theta
Reinforcement Learning for Option Pricing,V \times (S_{t},Advanced Topics, E[V(S_{t+1}
