title,equation_latex,main_category,notes
LIBOR Market Model,dL_{i}(t) = L_{i}(t) \times mu_{i}(t)dt + L_{i}(t) \times sigma_{i}(t) \times dW_{i}(t),Fixed Income Derivatives,This is the LIBOR Market Model (LMM) for forward LIBOR rates. dL_i(t) represents the change in the i-th forward LIBOR rate
LMM Correlation,E[dW_{i}(t) \times dW_{j}(t)] = rho_{ij} dt,Fixed Income Derivatives,This equation defines the correlation structure in the LIBOR Market Model. rho_{ij} represents the correlation between the Wiener processes driving different forward rates. Correlation is crucial for pricing multi-period derivatives like swaptions.
LMM Caplet Price,Caplet = N \times delta \times P \times (0,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Models
LMM Swaption Pricing,S = sum_{i=1}^{n} w_{i} \times Caplet_{i},Fixed Income Derivatives,This equation approximates a swaption price as a weighted sum of caplets in the LIBOR Market Model. S represents the swaption price
Gaussian HJM,df(t,Fixed Income Derivatives,T) * dW
Gaussian HJM Bond Price,P \times (t,Fixed Income Derivatives,u) du - 0.5 * integral_t^T integral_t^T sigma(t
SABR Model,dF = alpha \times F^{b}eta \times dW,Fixed Income Derivatives,This is the Stochastic Alpha Beta Rho (SABR) model for forward rates. dF represents the change in the forward rate
SABR Volatility,sigma_{BSM}(F,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Models
SABR z Parameter,z = (alpha / \text{sigma}) \times ln(F/K),Fixed Income Derivatives,This equation defines the z parameter in the SABR volatility formula. z combines the log-moneyness ln(F/K) with the volatility parameters alpha and sigma. The z parameter is used in the SABR volatility calculation.
SABR x(z) Function,x \times (z) = ln((sqrt(1 - 2 \times rho \times z + z^{2}) + z - rho) / (1 - rho)),Fixed Income Derivatives,This equation defines the x(z) function in the SABR model. x(z) is a transformation that ensures the volatility formula is well-behaved. rho is the correlation parameter between the forward rate and volatility.
Swap Rate Dynamics,dS = mu_{S} dt + sigma_{S} \times dW,Fixed Income Derivatives,This equation models the dynamics of the swap rate. dS represents the change in the swap rate
Cheyette Model,dr = (theta(t) - a \times r)dt + \text{sigma} \times dW,Fixed Income Derivatives,This is the Cheyette model
Quadratic Gaussian Model,r \times (t) = x \times (t)^{2} + y \times (t),Fixed Income Derivatives,This is the Quadratic Gaussian model
Quadratic Gaussian Bond Price,P \times (t,Fixed Income Derivatives,T))) * exp(-0.5 * (C(t
Flesaker-Hughston Model,P \times (0,Fixed Income Derivatives,u) du - 0.5 * integral_0^T integral_0^T sigma(u
Market Model of Bond Prices,dP_{i}(t)/P_{i}(t) = r \times (t)dt + sigma_{i}(t) \times dW_{i}(t),Fixed Income Derivatives,This equation models the dynamics of bond prices directly. dP_i(t)/P_i(t) represents the return on bond i
Rational Lognormal Model,r \times (t) = (alpha(t) + beta(t) \times x \times (t))^{2},Fixed Income Derivatives,This is the Rational Lognormal model
Forward Swap Rate,S \times (t,Fixed Income Derivatives,T_0) - P(t
Swap Annuity,A \times (t,Fixed Income Derivatives,T_i)
Swaption Delta,Delta_{swaption} = N \times (d_{1}) \times A \times (t,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Swaption Vega,Vega_{swaption} = A \times (t,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Cap Delta,Delta_{cap} = sum_{i=1}^{n} delta_{i} \times P \times (0,Fixed Income Derivatives,i})
Cap Vega,Vega_{cap} = sum_{i=1}^{n} N \times delta_{i} \times P \times (0,Fixed Income Derivatives,i}) * sqrt(T_i)
CMS Rate,CMS = E_{Q}[S \times (T,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Swaps
Convexity Adjustment,CMS_{adj} = S \times (0,Fixed Income Derivatives,T_n)^2 * sigma_S^2 * T Convexity captures the second-order effect in price-yield relationships.
Inflation Swap Price,P = sum_{i=1}^{n} (N \times R_{fixed} \times delta_{i} \times DF_{i}) - sum_{i=1}^{n} (N \times I_{i} \times delta_{i} \times DF_{i}),Fixed Income Derivatives,This equation prices an inflation swap. P represents the swap price
Yield Curve Steepener Trade,Payoff = (y_{long} - y_{short}) \times Duration \times DV01,Fixed Income Derivatives,This equation gives the payoff of a yield curve steepener trade. Payoff represents the trade payoff
Yield Curve Flattener Trade,Payoff = -(y_{long} - y_{short}) \times Duration \times DV01,Fixed Income Derivatives,This equation gives the payoff of a yield curve flattener trade. Payoff represents the trade payoff
