title,equation_latex,main_category,notes
Idiosyncratic Risk,sigma_epsilon_i^2 = Var(R_i) - beta_i^2 * Var(R_m),Portfolio Theory and Risk Management,This equation calculates the idiosyncratic (unsystematic) variance of an asset. sigma_epsilon_i^2 represents the variance of the asset-specific return
Systematic Risk,sigma_systematic^2 = beta_i^2 * Var(R_m),Portfolio Theory and Risk Management,This equation calculates the systematic variance of an asset. sigma_systematic^2 represents the variance due to market movements
R-squared,R^2 = 1 - Var(epsilon_i) / Var(R_i),Portfolio Theory and Risk Management,This equation calculates the R-squared of a factor model. R^2 represents the proportion of return variance explained by the factor model. R^2 close to 1 indicates that the factor model explains most of the return variation.
Tracking Error Volatility,TEV = sqrt(Var(R_p - R_b)),Portfolio Theory and Risk Management,This equation calculates the tracking error volatility. TEV represents the standard deviation of the active return (difference between portfolio return R_p and benchmark return R_b). TEV measures the active risk taken by the portfolio manager.
Active Share,Active Share = 0.5 * sum |w_p,Portfolio Theory and Risk Management,i|
Rolling Beta,beta_rolling = Cov_rolling(R_i,Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Factor Models
Risk Parity,w_i = 1 / sigma_i / sum_{j=1}^n (1 / sigma_j),Portfolio Theory and Risk Management,This equation calculates the weights for a risk parity portfolio. w_i represents the weight of asset i
Equal Risk Contribution,ERC_i = w_i * Cov(R_i,Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Management
Risk Budgeting,Target Risk Contribution_i = b_i * sigma_p^2,Portfolio Theory and Risk Management,This equation defines the risk budgeting condition. Target Risk Contribution_i represents the desired risk contribution of asset i
Kelly Criterion,f = (mu - R_f) / sigma^2,Portfolio Theory and Risk Management,This equation calculates the optimal fraction of capital to invest (Kelly criterion). f represents the optimal fraction
