title,equation_latex,main_category,notes
Black-Scholes with Dividends,\text{C} = S_{0} * e^{-q \times \text{T}} * N \times (d_{1}) - \text{K} * e^{-r \times \text{T}} * N \times (d_{2}),Equity Derivatives,This is the Black-Scholes formula for a European call on a dividend-paying stock. The stock price S_0 is discounted by the continuous dividend yield q using e^{-qT}. This adjustment accounts for the expected dividend payments during the option's life.
Black-Scholes d_1 with Dividends,d_{1} = (l \times n \times (S_{0}/\text{K}) + (r - q + s \times ig \times ma^{2}/2) * \text{T}) / (s \times ig \times ma * s \times qr \times t \times (\text{T})),Equity Derivatives,This equation defines d_1 for dividend-paying stocks. The dividend yield q is subtracted from r in the numerator
Delta (Call),D \times el \times ta_{\text{C}} = N \times (d_{1}),Equity Derivatives,"This equation calculates the delta of a European call option. Delta_C represents the call delta Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Delta (Put),D \times el \times ta_{\text{P}} = N \times (d_{1}) - 1,Equity Derivatives,"This equation calculates the delta of a European put option. Delta_P represents the put delta. For puts Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Gamma,\text{G} \times am \times ma = N'(d_{1}) / (S_{0} * s \times ig \times ma * s \times qr \times t \times (\text{T})),Equity Derivatives,"This equation calculates the gamma of a European option (same for calls and puts). Gamma represents the second derivative of the option price with respect to the underlying price. It measures the rate of change of delta and is highest for at-the-money options near expiration. Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Normal PDF,N'(x) = (1/s \times qr \times t \times (2 * p \times i)) * e^{-x^{2}/2},Equity Derivatives,This is the probability density function of the standard normal distribution. N'(x) represents the PDF value at x
Theta (Call),\text{T} \times he \times ta_{\text{C}} = -(S_{0} * N'(d_{1}) * s \times ig \times ma) / (2 * s \times qr \times t \times (\text{T})) - r * \text{K} * e^{-r \times \text{T}} * N \times (d_{2}),Equity Derivatives,This equation calculates the theta of a European call option. Theta_C represents the call theta
Theta (Put),\text{T} \times he \times ta_{\text{P}} = -(S_{0} * N'(d_{1}) * s \times ig \times ma) / (2 * s \times qr \times t \times (\text{T})) + r * \text{K} * e^{-r \times \text{T}} * N \times (-d_{2}),Equity Derivatives,This equation calculates the theta of a European put option. Theta_P represents the put theta. Unlike calls
Vega,\text{V} \times eg \times a = S_{0} * N'(d_{1}) * s \times qr \times t \times (\text{T}),Equity Derivatives,This equation calculates the vega of a European option (same for calls and puts). Vega represents the sensitivity of the option price to changes in volatility. Vega is always positive
Rho (Call),R \times ho_{\text{C}} = \text{K} * \text{T} * e^{-r \times \text{T}} * N \times (d_{2}),Equity Derivatives,This equation calculates the rho of a European call option. Rho_C represents the call rho
Rho (Put),R \times ho_{\text{P}} = -\text{K} * \text{T} * e^{-r \times \text{T}} * N \times (-d_{2}),Equity Derivatives,This equation calculates the rho of a European put option. Rho_P represents the put rho. For puts
Vanna,\text{V} \times an \times na = -N'(d_{1}) * d_{2} / s \times ig \times ma,Equity Derivatives,This equation calculates the vanna of a European option. Vanna represents the sensitivity of delta to changes in volatility
Charm,\text{C} \times ha \times rm = -N'(d_{1}) * (2 \times r \times \text{T} - d_{2} * s \times ig \times ma * s \times qr \times t \times (\text{T})) / (2 \times \text{T} * s \times ig \times ma * s \times qr \times t \times (\text{T})),Equity Derivatives,This equation calculates the charm of a European option. Charm represents the sensitivity of delta to changes in time (delta decay). Charm is important for understanding how delta changes as expiration approaches.
Vomma,\text{V} \times om \times ma = S_{0} * N'(d_{1}) * s \times qr \times t \times (\text{T}) * d_{1} * d_{2} / s \times ig \times ma,Equity Derivatives,This equation calculates the vomma (also called volga) of a European option. Vomma represents the sensitivity of vega to changes in volatility. Vomma is positive for most options
Veta,\text{V} \times et \times a = S_{0} * N'(d_{1}) * s \times qr \times t \times (\text{T}) * (r * q + (d_{1} * d_{2} * s \times ig \times ma) / (2 \times \text{T})),Equity Derivatives,This equation calculates the veta of a European option. Veta represents the sensitivity of vega to changes in time (vega decay). Veta helps understand how volatility sensitivity changes as expiration approaches.
Speed,\text{S} \times pe \times ed = -N'(d_{1}) / (S_{0}^{2} * s \times ig \times ma * s \times qr \times t \times (\text{T})) * (1 + d_{1} / (s \times ig \times ma * s \times qr \times t \times (\text{T}))),Equity Derivatives,This equation calculates the speed of a European option. Speed represents the third derivative of the option price with respect to the underlying price. Speed measures the rate of change of gamma and is important for understanding convexity risk.
Color,\text{C} \times ol \times or = -N'(d_{1}) / (2 * S_{0} * \text{T} * s \times ig \times ma * s \times qr \times t \times (\text{T})) * (1 + (2 \times r \times \text{T} - d_{2} * s \times ig \times ma * s \times qr \times t \times (\text{T})) / (2 \times \text{T})),Equity Derivatives,This equation calculates the color of a European option. Color represents the sensitivity of gamma to changes in time (gamma decay). Color helps understand how the curvature of the option price changes as expiration approaches.
Zomma,Z \times om \times ma = N'(d_{1}) * (d_{1} * d_{2} - 1) / (S_{0} * s \times ig \times ma^{2} * s \times qr \times t \times (\text{T})),Equity Derivatives,This equation calculates the zomma of a European option. Zomma represents the sensitivity of gamma to changes in volatility. Zomma is important for managing volatility risk in gamma-sensitive portfolios.
Implied Volatility (Definition),s \times ig \times ma_{i}m \times p: C_{m}a \times rk \times et = C_{B}\text{S} \times \text{M} \times (S_{0},Equity Derivatives, T
Newton-Raphson for Implied Volatility,s \times ig \times ma_{n+1} = s \times ig \times ma_{n} - (C_{B}\text{S} \times \text{M} \times (s \times ig \times ma_{n}) - C_{m}a \times rk \times et) / \text{V} \times eg \times a \times (s \times ig \times ma_{n}),Equity Derivatives,This equation implements the Newton-Raphson method to solve for implied volatility. sigma_n is the current guess
Volatility Smile,s \times ig \times ma_{i}m \times p = f \times (\text{K}/S_{0},Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Volatility Skew,\text{S} \times ke \times w = (s \times ig \times ma_{i}m \times p \times (K_{25}) - s \times ig \times ma_{i}m \times p \times (K_{75})) / (K_{75} - K_{25}),Equity Derivatives,This equation measures the volatility skew. Skew represents the slope of implied volatility across strike prices. sigma_imp(K_25) and sigma_imp(K_75) are the implied volatilities for 25-delta and 75-delta options respectively. Negative skew is common in equity markets.
Volatility Surface,s \times ig \times ma_{i}m \times p = f \times (\text{K},Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Asian Option (Arithmetic Average),\text{P} \times ay \times of \times f = m \times ax \times ((1/n) * s \times um_{i=1}^{n} S_{t_{i}} - \text{K},Equity Derivatives,"Equity Derivatives - Exotic Options Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Asian Option (Geometric Average),\text{P} \times ay \times of \times f = m \times ax \times ((p \times ro \times d_{i=1}^{n} S_{t_{i}})^{1/n} - \text{K},Equity Derivatives,"Equity Derivatives - Exotic Options Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Asian Option Price (Geometric),\text{C} = e^{-r \times \text{T}} * \text{E_}{Q}[m \times ax \times (S_{\text{G}} - \text{K},Equity Derivatives,"Equity Derivatives - Exotic Options Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Barrier Option (Up-and-Out Call),\text{P} \times ay \times of \times f = (m \times ax \times (S_{\text{T}} - \text{K},Equity Derivatives,"Equity Derivatives - Exotic Options Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Barrier Option (Down-and-In Put),\text{P} \times ay \times of \times f = (m \times ax \times (\text{K} - S_{\text{T}},Equity Derivatives,"Equity Derivatives - Exotic Options Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Lookback Option (Floating Strike Call),\text{P} \times ay \times of \times f = m \times ax \times (S_{\text{T}} - m \times in_{0<=t<=\text{T}} S_{t},Equity Derivatives,"Equity Derivatives - Exotic Options Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Lookback Option (Fixed Strike Call),\text{P} \times ay \times of \times f = m \times ax \times (m \times ax_{0<=t<=\text{T}} S_{t} - \text{K},Equity Derivatives,"Equity Derivatives - Exotic Options Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Binary Option (Cash-or-Nothing Call),\text{P} \times ay \times of \times f = \text{C} i \times f S_{\text{T}} > \text{K} e \times ls \times e 0,Equity Derivatives,"This equation gives the payoff of a cash-or-nothing binary call option. The option pays a fixed cash amount C if the underlying price exceeds the strike at expiration Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Binary Option (Asset-or-Nothing Call),\text{P} \times ay \times of \times f = S_{\text{T}} i \times f S_{\text{T}} > \text{K} e \times ls \times e 0,Equity Derivatives,"This equation gives the payoff of an asset-or-nothing binary call option. The option pays the underlying asset price if it exceeds the strike at expiration Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Compound Option (Call on Call),\text{P} \times ay \times of \times f = m \times ax \times (\text{C} \times (S_{\text{T}},Equity Derivatives," T_2) - K_1 Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Chooser Option,\text{P} \times ay \times of \times f = m \times ax \times (\text{C} \times (S_{\text{T}},Equity Derivatives," T_2) Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Exchange Option,\text{P} \times ay \times of \times f = m \times ax \times (S_{1},Equity Derivatives,"T Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Basket Option,\text{P} \times ay \times of \times f = m \times ax \times (s \times um_{i=1}^{n} w_{i} * S_{i,Equity Derivatives," 0) Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Spread Option,\text{P} \times ay \times of \times f = m \times ax \times (S_{1},Equity Derivatives,"T - K Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Rainbow Option,\text{P} \times ay \times of \times f = m \times ax \times (m \times in \times (S_{1},Equity Derivatives," S_2 Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Forward Start Option,\text{C} = S_{0} * e^{-q \times T_{1}} * (e^{(r-q)(T_{2}-T_{1})} * N \times (d_{1}) - e^{-r \times (T_{2}-T_{1})} * N \times (d_{2})),Equity Derivatives,"This equation prices a forward start option that begins at time T_1 and expires at T_2. The option starts at-the-money forward. Forward start options are used in employee stock option plans. Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Cliquet Option,\text{P} \times ay \times of \times f = m \times ax \times (p \times ro \times d_{i=1}^{n} (1 + m \times ax \times (R_{i},Equity Derivatives," 0) Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Bermudan Option,C_{B}e \times rm \times ud \times an >= C_{\text{E}}u \times ro \times pe \times an,Equity Derivatives,"This equation states that Bermudan options (exercisable on specified dates) are at least as valuable as European options (exercisable only at expiration). C_Bermudan represents the Bermudan option price Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Digital Option Price,\text{C} = e^{-r \times \text{T}} * N \times (d_{2}),Equity Derivatives,"This equation prices a cash-or-nothing digital call option. C represents the option price Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Gap Option Payoff,\text{P} \times ay \times of \times f = S_{\text{T}} - K_{2} i \times f S_{\text{T}} > K_{1} e \times ls \times e 0,Equity Derivatives,"This equation gives the payoff of a gap call option. The option has two strike prices: K_1 triggers exercise Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Power Option Payoff,\text{P} \times ay \times of \times f = m \times ax \times (S_{\text{T}}^{a} - \text{K},Equity Derivatives,"Equity Derivatives - Exotic Options Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Quanto Option,\text{C} = e^{-r \times \text{T}} * \text{E_}{Q}[m \times ax \times (S_{\text{T}}^{f} * X_{\text{T}} - \text{K},Equity Derivatives,"Equity Derivatives - Exotic Options Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Asian Option Delta Approximation,D \times el \times ta ≈ N \times (d_{1}) * (1/\text{T}) * s \times um_{i=1}^{n} (S_{0} / S_{t_{i}}),Equity Derivatives,"This equation approximates the delta of an arithmetic Asian option. The delta depends on the relationship between the current price and the prices at which the average is calculated. This approximation is used because there's no closed-form formula. Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Option Elasticity,\text{E} \times la \times st \times ic \times it \times y = D \times el \times ta * S_{0} / \text{C},Equity Derivatives,"This equation calculates the elasticity of an option. Elasticity represents the percentage change in option price for a 1% change in the underlying price. For calls Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Leverage,L \times ev \times er \times ag \times e = 1 / D \times el \times ta,Equity Derivatives,This equation calculates the leverage of an option position. Leverage represents how many shares of underlying you effectively control with one option. Deep in-the-money options have leverage close to 1
Option Beta,B \times et \times a_{o}p \times ti \times on = D \times el \times ta * B \times et \times a_{u}n \times de \times rl \times yi \times ng,Equity Derivatives,"This equation relates option beta to underlying beta. Beta_option represents the option's beta (sensitivity to market returns) Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors. The cost of capital represents the required return that investors demand for providing capital. It serves as the discount rate for valuation and the hurdle rate for investment decisions, reflecting both the time value of money and compensation for risk."
Probability of ITM (Call),\text{P} \times (S_{\text{T}} > \text{K}) = N \times (d_{2}),Equity Derivatives,This equation calculates the risk-neutral probability that a call option expires in the money. The probability is N(d_2)
Probability of ITM (Put),\text{P} \times (S_{\text{T}} < \text{K}) = N \times (-d_{2}),Equity Derivatives,This equation calculates the risk-neutral probability that a put option expires in the money. The probability is N(-d_2). This probability is used in option pricing and risk management.
Expected Terminal Stock Price,\text{E}[S_{\text{T}}] = S_{0} * e^{r \times \text{T}},Equity Derivatives,This equation gives the expected terminal stock price under the risk-neutral measure. E[S_T] represents the expectation
Option Value Decomposition,\text{C} = \text{I} \times nt \times ri \times ns \times ic \text{V} \times al \times ue + \text{T} \times im \times e \text{V} \times al \times ue,Equity Derivatives,"This equation decomposes an option's value into intrinsic and time components. C represents the total option value. Intrinsic value is the immediate exercise value Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Early Exercise Premium (American Put),\text{E} \times EP = P_{A}m \times er \times ic \times an - P_{\text{E}}u \times ro \times pe \times an,Equity Derivatives,This equation calculates the early exercise premium for an American put option. EEP represents the extra value from the early exercise right. This premium is positive for deep in-the-money puts on non-dividend stocks.
Optimal Exercise Boundary (American Put),\text{S}* = f \times (\text{K},Equity Derivatives, q
Option Theta Decay,\text{T} \times he \times ta ≈ -s \times ig \times ma * S_{0} * N'(d_{1}) / (2 * s \times qr \times t \times (\text{T})),Equity Derivatives,"This equation approximates the theta decay near expiration. The dominant term is the volatility term Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Gamma Scalping Profit,\text{P} \times ro \times fi \times t ≈ 0.5 * \text{G} \times am \times ma * (d \times \text{S})^{2} - \text{T} \times he \times ta * d \times t,Equity Derivatives,"This equation estimates the profit from gamma scalping (delta-hedging). The gamma term captures profit from convexity when the underlying moves Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Delta Hedging Error,\text{E} \times rr \times or ≈ 0.5 * \text{G} \times am \times ma * (d \times \text{S})^{2},Equity Derivatives,"This equation estimates the hedging error from discrete delta hedging. The error comes from the convexity (gamma) of the option price. More frequent rebalancing reduces this error but increases transaction costs. Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Option Implied Distribution,f \times (S_{\text{T}}) = (1 / (S_{\text{T}} * s \times ig \times ma * s \times qr \times t \times (2 * p \times i * \text{T}))) * e \times xp \times (-(l \times n \times (S_{\text{T}}/S_{0}) - (r - 0.5 * s \times ig \times ma^{2}) * \text{T})^{2} / (2 * s \times ig \times ma^{2} * \text{T})),Equity Derivatives,"This equation gives the risk-neutral probability density function of the terminal stock price under Black-Scholes assumptions. f(S_T) represents the lognormal distribution Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Risk-Neutral Valuation,\text{C} = e^{-r \times \text{T}} * \text{E_}{Q}[m \times ax \times (S_{\text{T}} - \text{K},Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Martingale Property,S_{t} = \text{E_}{Q}[S_{\text{T}} | F_{t}] * e^{-r \times (\text{T}-t)},Equity Derivatives,This equation expresses the martingale property of discounted stock prices under the risk-neutral measure. S_t represents the stock price at time t
Change of Numeraire,\text{C} = S_{0} * e^{-q \times \text{T}} * N \times (d_{1}) - \text{K} * e^{-r \times \text{T}} * N \times (d_{2}),Equity Derivatives,This is the Black-Scholes formula expressed using the change of numeraire technique. The first term uses the stock as numeraire
Option Price as Integral,\text{C} = e^{-r \times \text{T}} * i \times nt \times eg \times ra \times l_{\text{K}}^{i}n \times f (S_{\text{T}} - \text{K}) * f \times (S_{\text{T}}) d \times S_{\text{T}},Equity Derivatives,"This equation expresses the option price as an integral over the terminal stock price. C represents the call price Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
