title,equation_latex,main_category,notes
Swaption Price (Black Model),\text{S} \times wa \times pt \times io \times n = N * (R_{s}w \times ap * N \times (d_{1}) - \text{K} * N \times (d_{2})) * s \times um_{i=1}^{n} d \times el \times ta_{i} * D \times F_{i},Fixed Income Derivatives,This equation prices a European swaption using the Black model. Swaption represents the swaption price
Receiver Swaption Payoff,\text{P} \times ay \times of \times f = m \times ax \times (\text{K} - R_{s}w \times ap,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Bond Option Payoff (Call),\text{P} \times ay \times of \times f = m \times ax \times (B_{\text{T}} - \text{K},Fixed Income Derivatives,"Fixed Income Derivatives - Interest Rate Options Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Bond Option Price (Black Model),\text{C} = D \times \text{F} * [\text{F} * N \times (d_{1}) - \text{K} * N \times (d_{2})],Fixed Income Derivatives,"This equation prices a European bond option using the Black model. C represents the call option price Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Callable Bond Pricing,B = B_{n}o \times nc \times al \times la \times bl \times e - C_{o}p \times ti \times on,Fixed Income Derivatives,This equation prices a callable bond. B represents the callable bond price
Puttable Bond Pricing,B = B_{n}o \times np \times ut \times ta \times bl \times e + P_{o}p \times ti \times on,Fixed Income Derivatives,This equation prices a puttable bond. B represents the puttable bond price
Vasicek Model,d \times r = a \times (b - r)d \times t + s \times ig \times ma * d \times W,Fixed Income Derivatives,This is the Vasicek one-factor short rate model. dr represents the change in the short rate
Vasicek Zero-Coupon Bond Price,\text{P} \times (t,Fixed Income Derivatives,T) * exp(-B(t
Vasicek B(t,\text{T}),Fixed Income Derivatives,T) = (1 - exp(-a(T-t))) / a
Vasicek A(t,\text{T}),Fixed Income Derivatives,T) = exp((B(t
Vasicek Bond Option Price,\text{C} = \text{P} \times (0,Fixed Income Derivatives,"t) * N(h_2) Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
CIR Model,d \times r = a \times (b - r)d \times t + s \times ig \times ma * s \times qr \times t \times (r) * d \times W,Fixed Income Derivatives,This is the Cox-Ingersoll-Ross (CIR) one-factor short rate model. The model is similar to Vasicek but with a square-root diffusion term that prevents negative interest rates. The CIR model is widely used for its realistic properties and analytical tractability.
CIR Zero-Coupon Bond Price,\text{P} \times (t,Fixed Income Derivatives,T) * exp(-B(t
Hull-White Model,d \times r = (t \times he \times ta \times (t) - a * r)d \times t + s \times ig \times ma * d \times W,Fixed Income Derivatives,This is the Hull-White extension of the Vasicek model with time-dependent parameters. theta(t) is a time-dependent function chosen to match the initial yield curve exactly. This flexibility makes Hull-White popular for calibration to market data.
Hull-White Theta Function,t \times he \times ta \times (t) = f_{t}(0,Fixed Income Derivatives,t) + (sigma^2 / 2a) * (1 - exp(-2at))
Hull-White Bond Price,\text{P} \times (t,Fixed Income Derivatives,T) * exp(-B(t
Hull-White Bond Option Price,\text{C} = \text{P} \times (0,Fixed Income Derivatives,"t) * N(h_2) Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
HJM Framework,d \times f \times (t,Fixed Income Derivatives,T)dt + sigma(t
HJM No-Arbitrage Condition,m \times u \times (t,Fixed Income Derivatives,T) * integral_t^T sigma(t
HJM Short Rate,r \times (t) = f \times (t,Fixed Income Derivatives,t) + integral_0^t (mu(s
LIBOR Market Model,d \times L_{i}(t) = L_{i}(t) * m \times u_{i}(t)d \times t + L_{i}(t) * s \times ig \times ma_{i}(t) * d \times W_{i}(t),Fixed Income Derivatives,This is the LIBOR Market Model (LMM) for forward LIBOR rates. dL_i(t) represents the change in the i-th forward LIBOR rate
LMM Correlation,\text{E}[d \times W_{i}(t) * d \times W_{j}(t)] = r \times ho_{i \times j} d \times t,Fixed Income Derivatives,This equation defines the correlation structure in the LIBOR Market Model. rho_{ij} represents the correlation between the Wiener processes driving different forward rates. Correlation is crucial for pricing multi-period derivatives like swaptions.
LMM Caplet Price,\text{C} \times ap \times le \times t = N * d \times el \times ta * \text{P} \times (0,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Models
LMM Swaption Pricing,\text{S} = s \times um_{i=1}^{n} w_{i} * \text{C} \times ap \times le \times t_{i},Fixed Income Derivatives,This equation approximates a swaption price as a weighted sum of caplets in the LIBOR Market Model. S represents the swaption price
Gaussian HJM,d \times f \times (t,Fixed Income Derivatives,T) * dW
Gaussian HJM Bond Price,\text{P} \times (t,Fixed Income Derivatives,u) du - 0.5 * integral_t^T integral_t^T sigma(t
SABR Model,d \times \text{F} = a \times lp \times ha * \text{F}^{b}e \times ta * d \times W,Fixed Income Derivatives,This is the Stochastic Alpha Beta Rho (SABR) model for forward rates. dF represents the change in the forward rate
SABR Volatility,s \times ig \times ma_{B}\text{S} \times \text{M} \times (\text{F},Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Models
SABR z Parameter,z = (a \times lp \times ha / s \times ig \times ma) * l \times n \times (\text{F}/\text{K}),Fixed Income Derivatives,This equation defines the z parameter in the SABR volatility formula. z combines the log-moneyness ln(F/K) with the volatility parameters alpha and sigma. The z parameter is used in the SABR volatility calculation.
SABR x(z) Function,x \times (z) = l \times n \times ((s \times qr \times t \times (1 - 2 * r \times ho * z + z^{2}) + z - r \times ho) / (1 - r \times ho)),Fixed Income Derivatives,This equation defines the x(z) function in the SABR model. x(z) is a transformation that ensures the volatility formula is well-behaved. rho is the correlation parameter between the forward rate and volatility.
Swap Rate Dynamics,d \times \text{S} = m \times u_{\text{S}} d \times t + s \times ig \times ma_{\text{S}} * d \times W,Fixed Income Derivatives,This equation models the dynamics of the swap rate. dS represents the change in the swap rate
Cheyette Model,d \times r = (t \times he \times ta \times (t) - a * r)d \times t + s \times ig \times ma * d \times W,Fixed Income Derivatives,This is the Cheyette model
Quadratic Gaussian Model,r \times (t) = x \times (t)^{2} + y \times (t),Fixed Income Derivatives,This is the Quadratic Gaussian model
Quadratic Gaussian Bond Price,\text{P} \times (t,Fixed Income Derivatives,T))) * exp(-0.5 * (C(t
Flesaker-Hughston Model,\text{P} \times (0,Fixed Income Derivatives,u) du - 0.5 * integral_0^T integral_0^T sigma(u
Market Model of Bond Prices,d \times P_{i}(t)/P_{i}(t) = r \times (t)d \times t + s \times ig \times ma_{i}(t) * d \times W_{i}(t),Fixed Income Derivatives,This equation models the dynamics of bond prices directly. dP_i(t)/P_i(t) represents the return on bond i
Rational Lognormal Model,r \times (t) = (a \times lp \times ha \times (t) + b \times et \times a \times (t) * x \times (t))^{2},Fixed Income Derivatives,This is the Rational Lognormal model
Forward Swap Rate,\text{S} \times (t,Fixed Income Derivatives,T_0) - P(t
Swap Annuity,A \times (t,Fixed Income Derivatives,T_i)
Swaption Delta,D \times el \times ta_{s}w \times ap \times ti \times on = N \times (d_{1}) * A \times (t,Fixed Income Derivatives,"Fixed Income Derivatives - Interest Rate Options Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Swaption Vega,\text{V} \times eg \times a_{s}w \times ap \times ti \times on = A \times (t,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Cap Delta,D \times el \times ta_{c}a \times p = s \times um_{i=1}^{n} d \times el \times ta_{i} * \text{P} \times (0,Fixed Income Derivatives,"i}) Option pricing requires risk-neutral valuation frameworks that adjust expected returns for risk, typically using the risk-free rate rather than expected return under the physical measure. The Greeks measure sensitivity to various risk factors."
Cap Vega,\text{V} \times eg \times a_{c}a \times p = s \times um_{i=1}^{n} N * d \times el \times ta_{i} * \text{P} \times (0,Fixed Income Derivatives,i}) * sqrt(T_i)
CMS Rate,\text{C} \times MS = \text{E_}{Q}[\text{S} \times (\text{T},Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Swaps
Convexity Adjustment,\text{C} \times MS_{a}d \times j = \text{S} \times (0,Fixed Income Derivatives,"T_n)^2 * sigma_S^2 * T Convexity captures the second-order effect in price-yield relationships, accounting for the curvature that makes bond prices rise more for yield drops than they fall for equivalent yield increases. This curvature adjustment improves price estimates for large yield changes beyond what duration alone can predict."
Inflation Swap Price,\text{P} = s \times um_{i=1}^{n} (N * R_{f}i \times xe \times d * d \times el \times ta_{i} * D \times F_{i}) - s \times um_{i=1}^{n} (N * I_{i} * d \times el \times ta_{i} * D \times F_{i}),Fixed Income Derivatives,This equation prices an inflation swap. P represents the swap price
Yield Curve Steepener Trade,\text{P} \times ay \times of \times f = (y_{l}o \times ng - y_{s}h \times or \times t) * D \times ur \times at \times io \times n * D \times V01,Fixed Income Derivatives,This equation gives the payoff of a yield curve steepener trade. Payoff represents the trade payoff
Yield Curve Flattener Trade,\text{P} \times ay \times of \times f = -(y_{l}o \times ng - y_{s}h \times or \times t) * D \times ur \times at \times io \times n * D \times V01,Fixed Income Derivatives,This equation gives the payoff of a yield curve flattener trade. Payoff represents the trade payoff
