title,equation_latex,main_category,notes
Carhart Four-Factor Model,R_{i} = alpha_{i} + beta_{i} \times (R_{m} - R_{f}) + s_{i} \times SMB + h_{i} \times HML + m_{i} \times MOM + epsilon_{i},Portfolio Theory and Risk Management,This equation defines the Carhart four-factor model. R_i represents the return
Idiosyncratic Risk,sigma_{epsilon}_{i}^{2} = Var(R_{i}) - beta_{i}^{2} \times Var(R_{m}),Portfolio Theory and Risk Management,This equation calculates the idiosyncratic (unsystematic) variance of an asset. sigma_epsilon_i^2 represents the variance of the asset-specific return
Systematic Risk,sigma_{systematic}^{2} = beta_{i}^{2} \times Var(R_{m}),Portfolio Theory and Risk Management,This equation calculates the systematic variance of an asset. sigma_systematic^2 represents the variance due to market movements
R-squared,R^{2} = 1 - Var(epsilon_{i}) / Var(R_{i}),Portfolio Theory and Risk Management,This equation calculates the R-squared of a factor model. R^2 represents the proportion of return variance explained by the factor model. R^2 close to 1 indicates that the factor model explains most of the return variation.
Tracking Error Volatility,TEV = sqrt(Var(R_{p} - R_{b})),Portfolio Theory and Risk Management,This equation calculates the tracking error volatility. TEV represents the standard deviation of the active return (difference between portfolio return R_p and benchmark return R_b). TEV measures the active risk taken by the portfolio manager.
Active Share,Active Share = 0.5 \times sum |w_{p},Portfolio Theory and Risk Management,i|
Rolling Beta,beta_{rolling} = Cov_{rolling}(R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Factor Models
Risk Parity,w_{i} = 1 / sigma_{i} / sum_{j=1}^{n} (1 / sigma_{j}),Portfolio Theory and Risk Management,This equation calculates the weights for a risk parity portfolio. w_i represents the weight of asset i
Equal Risk Contribution,ERC_{i} = w_{i} \times Cov(R_{i},Portfolio Theory and Risk Management,Portfolio Theory and Risk Management - Risk Management
Risk Budgeting,Target Risk Contribution_{i} = b_{i} \times sigma_{p}^{2},Portfolio Theory and Risk Management,This equation defines the risk budgeting condition. Target Risk Contribution_i represents the desired risk contribution of asset i
Kelly Criterion,f = (\text{mu} - R_{f}) / \text{sigma}^{2},Portfolio Theory and Risk Management,This equation calculates the optimal fraction of capital to invest (Kelly criterion). f represents the optimal fraction
