title,equation_latex,main_category,notes
Swaption Payoff (Payer),Payoff = max(R_{swap} - K,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Swaption Price (Black Model),Swaption = N * (R_{swap} * N(d_{1}) - K * N(d_{2})) * sum_{i=1}^n delta_{i} * DF_{i},Fixed Income Derivatives,This equation prices a European swaption using the Black model. Swaption represents the swaption price
Receiver Swaption Payoff,Payoff = max(K - R_{swap},Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Bond Option Payoff (Call),Payoff = max(B_{T} - K,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Bond Option Price (Black Model),C = DF * [F * N(d_{1}) - K * N(d_{2})],Fixed Income Derivatives,This equation prices a European bond option using the Black model. C represents the call option price
Callable Bond Pricing,B = B_{noncallable} - C_{option},Fixed Income Derivatives,This equation prices a callable bond. B represents the callable bond price
Puttable Bond Pricing,B = B_{nonputtable} + P_{option},Fixed Income Derivatives,This equation prices a puttable bond. B represents the puttable bond price
Vasicek Model,dr = a(b - r)dt + sigma * dW,Fixed Income Derivatives,This is the Vasicek one-factor short rate model. dr represents the change in the short rate
Vasicek Zero-Coupon Bond Price,P(t,Fixed Income Derivatives,T) * exp(-B(t
Vasicek B(t,T),Fixed Income Derivatives,T) = (1 - exp(-a(T-t))) / a
Vasicek A(t,T),Fixed Income Derivatives,T) = exp((B(t
Vasicek Bond Option Price,C = P(0,Fixed Income Derivatives,t) * N(h_2)
CIR Model,dr = a(b - r)dt + sigma * sqrt(r) * dW,Fixed Income Derivatives,This is the Cox-Ingersoll-Ross (CIR) one-factor short rate model. The model is similar to Vasicek but with a square-root diffusion term that prevents negative interest rates. The CIR model is widely used for its realistic properties and analytical tractability.
CIR Zero-Coupon Bond Price,P(t,Fixed Income Derivatives,T) * exp(-B(t
Hull-White Model,dr = (theta(t) - a * r)dt + sigma * dW,Fixed Income Derivatives,This is the Hull-White extension of the Vasicek model with time-dependent parameters. theta(t) is a time-dependent function chosen to match the initial yield curve exactly. This flexibility makes Hull-White popular for calibration to market data.
Hull-White Theta Function,theta(t) = f_{t}(0,Fixed Income Derivatives,t) + (sigma^2 / 2a) * (1 - exp(-2at))
Hull-White Bond Price,P(t,Fixed Income Derivatives,T) * exp(-B(t
Hull-White Bond Option Price,C = P(0,Fixed Income Derivatives,t) * N(h_2)
HJM Framework,df(t,Fixed Income Derivatives,T)dt + sigma(t
HJM No-Arbitrage Condition,mu(t,Fixed Income Derivatives,T) * integral_t^T sigma(t
HJM Short Rate,r(t) = f(t,Fixed Income Derivatives,t) + integral_0^t (mu(s
LIBOR Market Model,dL_{i}(t) = L_{i}(t) * mu_{i}(t)dt + L_{i}(t) * sigma_{i}(t) * dW_{i}(t),Fixed Income Derivatives,This is the LIBOR Market Model (LMM) for forward LIBOR rates. dL_i(t) represents the change in the i-th forward LIBOR rate
LMM Correlation,E[dW_{i}(t) * dW_{j}(t)] = rho_{ij} dt,Fixed Income Derivatives,This equation defines the correlation structure in the LIBOR Market Model. rho_{ij} represents the correlation between the Wiener processes driving different forward rates. Correlation is crucial for pricing multi-period derivatives like swaptions.
LMM Caplet Price,Caplet = N * delta * P(0,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Models
LMM Swaption Pricing,S = sum_{i=1}^n w_{i} * Caplet_{i},Fixed Income Derivatives,This equation approximates a swaption price as a weighted sum of caplets in the LIBOR Market Model. S represents the swaption price
Gaussian HJM,df(t,Fixed Income Derivatives,T) * dW
Gaussian HJM Bond Price,P(t,Fixed Income Derivatives,u) du - 0.5 * integral_t^T integral_t^T sigma(t
SABR Model,dF = alpha * F^{beta} * dW,Fixed Income Derivatives,This is the Stochastic Alpha Beta Rho (SABR) model for forward rates. dF represents the change in the forward rate
SABR Volatility,sigma_{BSM}(F,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Models
SABR z Parameter,z = (\frac{alpha}{sigma}) * ln(\frac{F}{K}),Fixed Income Derivatives,This equation defines the z parameter in the SABR volatility formula. z combines the log-moneyness ln(F/K) with the volatility parameters alpha and sigma. The z parameter is used in the SABR volatility calculation.
SABR x(z) Function,x(z) = ln((sqrt(1 - 2 * rho * z + z^{2}) + z - rho) / (1 - rho)),Fixed Income Derivatives,This equation defines the x(z) function in the SABR model. x(z) is a transformation that ensures the volatility formula is well-behaved. rho is the correlation parameter between the forward rate and volatility.
Swap Rate Dynamics,dS = mu_{S} dt + sigma_{S} * dW,Fixed Income Derivatives,This equation models the dynamics of the swap rate. dS represents the change in the swap rate
Cheyette Model,dr = (theta(t) - a * r)dt + sigma * dW,Fixed Income Derivatives,This is the Cheyette model
Quadratic Gaussian Model,r(t) = x(t)^2 + y(t),Fixed Income Derivatives,This is the Quadratic Gaussian model
Quadratic Gaussian Bond Price,P(t,Fixed Income Derivatives,T))) * exp(-0.5 * (C(t
Flesaker-Hughston Model,P(0,Fixed Income Derivatives,u) du - 0.5 * integral_0^T integral_0^T sigma(u
Market Model of Bond Prices,dP_{i}(t)/P_{i}(t) = r(t)dt + sigma_{i}(t) * dW_{i}(t),Fixed Income Derivatives,This equation models the dynamics of bond prices directly. dP_i(t)/P_i(t) represents the return on bond i
Rational Lognormal Model,r(t) = (alpha(t) + beta(t) * x(t))^2,Fixed Income Derivatives,This is the Rational Lognormal model
Forward Swap Rate,S(t,Fixed Income Derivatives,T_0) - P(t
Swap Annuity,A(t,Fixed Income Derivatives,T_i)
Swaption Delta,Delta_{swaption} = N(d_{1}) * A(t,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Swaption Vega,Vega_{swaption} = A(t,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Options
Cap Delta,Delta_{cap} = sum_{i=1}^n delta_{i} * P(0,Fixed Income Derivatives,i})
Cap Vega,Vega_{cap} = sum_{i=1}^n N * delta_{i} * P(0,Fixed Income Derivatives,i}) * sqrt(T_i)
CMS Rate,CMS = E_{Q}[S(T,Fixed Income Derivatives,Fixed Income Derivatives - Interest Rate Swaps
Convexity Adjustment,CMS_{adj} = S(0,Fixed Income Derivatives,T_n)^2 * sigma_S^2 * T
Inflation Swap Price,P = sum_{i=1}^n (N * R_{fixed} * delta_{i} * DF_{i}) - sum_{i=1}^n (N * I_{i} * delta_{i} * DF_{i}),Fixed Income Derivatives,This equation prices an inflation swap. P represents the swap price
Yield Curve Steepener Trade,Payoff = (y_{long} - y_{short}) * Duration * DV01,Fixed Income Derivatives,This equation gives the payoff of a yield curve steepener trade. Payoff represents the trade payoff
Yield Curve Flattener Trade,Payoff = -(y_{long} - y_{short}) * Duration * DV01,Fixed Income Derivatives,This equation gives the payoff of a yield curve flattener trade. Payoff represents the trade payoff
