title,equation_latex,main_category,notes
Future Value of Uneven Cash Flows,FV = sum_{t=1}^n CF_t * (1 + r)^{n-t},Foundations - Time Value of Money,This equation calculates the future value of a series of unequal cash flows. FV represents the future value at time n
Interest Rate Parity,F = S * (1 + r_d) / (1 + r_f),Foundations - Time Value of Money,This equation expresses the relationship between spot and forward exchange rates. F represents the forward exchange rate
Real Interest Rate,r_real = (1 + r_nom) / (1 + inflation) - 1,Foundations - Time Value of Money,This equation calculates the real interest rate from the nominal rate and inflation. r_real represents the real interest rate
Fisher Equation,r_nom = r_real + inflation + r_real * inflation,Foundations - Time Value of Money,This is the exact Fisher equation relating nominal and real interest rates. r_nom represents the nominal rate
Yield to First Call,YTC = (C + (P_call - P) / n) / ((P_call + P) / 2),Foundations - Time Value of Money,This equation calculates the yield to call for a callable bond. YTC represents the yield to call
Current Yield,CY = C / P,Foundations - Time Value of Money,This equation calculates the current yield of a bond. CY represents the current yield
Yield to Maturity Approximation,YTM ≈ (C + (F - P) / n) / ((F + P) / 2),Foundations - Time Value of Money,This equation provides an approximation of the yield to maturity. YTM represents the yield to maturity
Macaulay Duration (Zero-Coupon),D_mac = t,Foundations - Time Value of Money,This equation shows that the Macaulay duration of a zero-coupon bond equals its time to maturity. D_mac represents the Macaulay duration
Macaulay Duration (Coupon Bond),D_mac = sum_{t=1}^n (t * CF_t / (1 + y)^t) / P,Foundations - Time Value of Money,This equation calculates the Macaulay duration of a coupon bond. D_mac represents the Macaulay duration
Modified Duration,D_mod = D_mac / (1 + y),Foundations - Time Value of Money,This equation calculates the modified duration from Macaulay duration. D_mod represents the modified duration
Dollar Duration,DD = -D_mod * P,Foundations - Time Value of Money,This equation calculates the dollar duration (also called price value of a basis point or PV01). DD represents the dollar duration
Convexity,Conv = sum_{t=1}^n (t(t+1) * CF_t / (1 + y)^{t+2}) / P,Foundations - Time Value of Money,This equation calculates the convexity of a bond. Conv represents convexity
Price Change Approximation,dP/P ≈ -D_mod * dy + 0.5 * Conv * (dy)^2,Foundations - Time Value of Money,This equation approximates the percentage price change of a bond for a small change in yield. dP/P represents the percentage price change
Forward Price of an Asset,F = S * e^{(r - q)T},Foundations - Time Value of Money,This equation calculates the forward price of an asset with continuous dividend yield. F represents the forward price
Cost of Carry,C = r - q,Foundations - Time Value of Money,This equation calculates the cost of carry for an asset. C represents the cost of carry
Interest Rate Forward Price,F = (1 + r_long * T_long) / (1 + r_short * T_short) - 1,Foundations - Time Value of Money,This equation calculates the forward interest rate using discrete compounding. F represents the forward rate
Zero Rate from Forward Rates,r_0,Foundations - Time Value of Money,i}
Bootstrap Method,P_T = 1 / (1 + c * sum_{i=1}^{T-1} P_i),Foundations - Time Value of Money,This equation is used in the bootstrap method to extract zero-coupon prices from coupon bond prices. P_T represents the zero-coupon price for maturity T
Rolling Down the Yield Curve,Total Return = Income + Rolldown,Foundations - Time Value of Money,This equation decomposes the total return of a bond into income and rolldown components. Total Return is the total return over a period
Zero-Coupon Bond Price,P = F / (1 + y)^T,Fixed Income Securities,This equation calculates the price of a zero-coupon bond. P represents the bond price
Zero-Coupon Bond Price (Continuous),P = F * e^{-yT},Fixed Income Securities,This equation calculates the price of a zero-coupon bond using continuous compounding. P represents the bond price
Coupon Bond Price,P = sum_{t=1}^n (C / (1 + y)^t) + (F / (1 + y)^n),Fixed Income Securities,This equation calculates the price of a coupon bond. P represents the bond price
Coupon Bond Price (Annual),P = C/y * (1 - 1/(1 + y)^n) + F/(1 + y)^n,Fixed Income Securities,This equation calculates the price of an annual coupon bond using the annuity formula. P represents the bond price
Coupon Bond Price (Semi-Annual),P = C/y/2 * (1 - 1/(1 + y/2)^{2n}) + F/(1 + y/2)^{2n},Fixed Income Securities,This equation calculates the price of a semi-annual coupon bond. P represents the bond price
Bond Price Between Coupon Dates,P = (C/y) * (1 - 1/(1 + y)^n) + F/(1 + y)^n + C * (1 - f),Fixed Income Securities,This equation calculates the bond price between coupon dates
Accrued Interest,AI = C * (Days since last coupon / Days in coupon period),Fixed Income Securities,This equation calculates the accrued interest on a bond between coupon dates. AI represents the accrued interest
Dirty Price,DP = Clean Price + Accrued Interest,Fixed Income Securities,This equation expresses the relationship between dirty price and clean price. DP represents the dirty price (full price)
Yield to Maturity (Zero-Coupon),y = (F/P)^{1/T} - 1,Fixed Income Securities,This equation calculates the yield to maturity for a zero-coupon bond. y represents the yield to maturity as a decimal
Yield to Maturity (Coupon Bond),P = sum_{t=1}^n C/(1 + y)^t + F/(1 + y)^n,Fixed Income Securities,This equation defines the yield to maturity for a coupon bond. y represents the yield to maturity that equates the present value of all cash flows to the current price P. The YTM for coupon bonds must be solved numerically (e.g.
Current Yield,CY = C / P,Fixed Income Securities,This equation calculates the current yield of a bond. CY represents the current yield
Yield to Call (First Call),P = sum_{t=1}^{n_c} C/(1 + y_{tc})^t + F_c/(1 + y_{tc})^{n_c},Fixed Income Securities,This equation calculates the yield to call for a callable bond. y_{tc} represents the yield to call
Yield to Worst,YTW = min(YTM,Fixed Income Securities, YTC_2
Zero-Coupon Yield Curve,r_t = -ln(P_t) / t,Fixed Income Securities,This equation extracts the zero-coupon yield curve from zero-coupon bond prices. r_t represents the continuously compounded zero rate for maturity t
Par Yield,y_par = (1 - P_T) / (sum_{t=1}^T P_t),Fixed Income Securities,This equation calculates the par yield from zero-coupon discount factors. y_par represents the par yield (coupon rate that prices the bond at par)
Forward Rate from Spot Rates,F_{t,Fixed Income Securities,Fixed Income - Yield Curve Analysis
Forward Rate (Continuous),F_{t,Fixed Income Securities,Fixed Income - Yield Curve Analysis
Instantaneous Forward Rate,f(t) = r(t) + t * dr(t)/dt,Fixed Income Securities,This equation defines the instantaneous forward rate. f(t) represents the instantaneous forward rate for time t
Spot Rate from Forward Rates,r_0,Fixed Income Securities,Fixed Income - Yield Curve Analysis
Nelson-Siegel Yield Curve,y(t) = beta_0 + beta_1 * (1 - e^{-t/tau})/(t/tau) + beta_2 * ((1 - e^{-t/tau})/(t/tau) - e^{-t/tau}),Fixed Income Securities,This is the Nelson-Siegel parameterization of the yield curve. y(t) represents the yield at time t
Nelson-Siegel-Svensson Extension,y(t) = beta_0 + beta_1 * (1 - e^{-t/tau_1})/(t/tau_1) + beta_2 * ((1 - e^{-t/tau_1})/(t/tau_1) - e^{-t/tau_1}) + beta_3 * ((1 - e^{-t/tau_2})/(t/tau_2) - e^{-t/tau_2}),Fixed Income Securities,This is the Nelson-Siegel-Svensson extension with an additional hump term. y(t) represents the yield at time t
Yield Curve Steepness,Slope = y_{10y} - y_{2y},Fixed Income Securities,This equation measures the steepness of the yield curve. Slope represents the difference between the 10-year yield and the 2-year yield. A positive slope indicates an upward-sloping yield curve (normal)
Yield Curve Curvature,Curvature = 2 * y_{10y} - y_{2y} - y_{30y},Fixed Income Securities,This equation measures the curvature (hump) of the yield curve. Curvature captures the non-linearity of the yield curve shape. A positive curvature indicates a hump-shaped yield curve
Butterfly Spread,Butterfly = y_{10y} - (y_{2y} + y_{30y})/2,Fixed Income Securities,This equation calculates the butterfly spread of the yield curve. Butterfly measures the deviation of the intermediate yield from the average of the short and long yields. It's a key measure for yield curve strategies and relative value analysis.
Macaulay Duration,D_mac = sum_{t=1}^n (t * CF_t / (1 + y)^t) / P,Fixed Income Securities,This equation calculates the Macaulay duration of a bond. D_mac represents the Macaulay duration
Macaulay Duration (Zero-Coupon),D_mac = T,Fixed Income Securities,This equation shows that the Macaulay duration of a zero-coupon bond equals its time to maturity. D_mac represents the Macaulay duration
Macaulay Duration (Perpetuity),D_mac = (1 + y) / y,Fixed Income Securities,This equation calculates the Macaulay duration of a perpetuity. D_mac represents the Macaulay duration
Modified Duration,D_mod = D_mac / (1 + y),Fixed Income Securities,This equation calculates the modified duration from Macaulay duration. D_mod represents the modified duration
Modified Duration (Approximation),D_mod ≈ -(P_- - P_+) / (2 * P * dy),Fixed Income Securities,This equation approximates modified duration using finite differences. D_mod represents the modified duration
Dollar Duration,DD = -D_mod * P,Fixed Income Securities,This equation calculates the dollar duration (also called PV01 or DV01). DD represents the dollar duration
Price Value of a Basis Point,PV01 = -(P(y + 0.0001) - P(y - 0.0001)) / 2,Fixed Income Securities,This equation calculates the price value of a basis point (PV01). PV01 represents the price change for a 1 basis point (0.01%) change in yield. PV01 is a standard risk measure used in fixed income markets and is equivalent to dollar duration scaled by 0.0001.
Effective Duration,D_eff = -(P_- - P_+) / (2 * P * dy),Fixed Income Securities,This equation calculates the effective duration for bonds with embedded options. D_eff represents the effective duration
Key Rate Duration,KRD_i = -(P(y + dy_i) - P(y - dy_i)) / (2 * P * dy_i),Fixed Income Securities,This equation calculates the key rate duration for a specific key rate. KRD_i represents the key rate duration for key rate i
Convexity,Conv = sum_{t=1}^n (t(t+1) * CF_t / (1 + y)^{t+2}) / P,Fixed Income Securities,This equation calculates the convexity of a bond. Conv represents convexity
Convexity (Zero-Coupon),Conv = T(T+1) / (1 + y)^2,Fixed Income Securities,This equation calculates the convexity of a zero-coupon bond. Conv represents the convexity
Convexity (Perpetuity),Conv = 2(1 + y) / y^2,Fixed Income Securities,This equation calculates the convexity of a perpetuity. Conv represents the convexity
Effective Convexity,Conv_eff = (P_+ + P_- - 2P) / (P * dy^2),Fixed Income Securities,This equation calculates the effective convexity for bonds with embedded options. Conv_eff represents the effective convexity
Dollar Convexity,DC = Conv * P,Fixed Income Securities,This equation calculates the dollar convexity. DC represents the dollar convexity
Price Change Approximation,dP/P ≈ -D_mod * dy + 0.5 * Conv * (dy)^2,Fixed Income Securities,This equation approximates the percentage price change of a bond for a small change in yield. dP/P represents the percentage price change
Taylor Series Expansion,P(y + dy) ≈ P(y) + P'(y)dy + 0.5P''(y)(dy)^2,Fixed Income Securities,This is the Taylor series expansion of bond price with respect to yield. P(y + dy) is the new price
Bond Portfolio Duration,D_port = sum_{i=1}^n w_i * D_i,Fixed Income Securities,This equation calculates the duration of a bond portfolio. D_port represents the portfolio duration
Bond Portfolio Convexity,Conv_port = sum_{i=1}^n w_i * Conv_i,Fixed Income Securities,This equation calculates the convexity of a bond portfolio. Conv_port represents the portfolio convexity
Immunization Condition 1,D_A = D_L,Fixed Income Securities,This is the first immunization condition for matching asset and liability durations. D_A represents the duration of assets
Immunization Condition 2,Conv_A > Conv_L,Fixed Income Securities,This is the second immunization condition. Conv_A represents the convexity of assets
Reinvestment Risk,R_reinv = sum_{t=1}^n CF_t * ((1 + y_r)^{n-t} - (1 + y)^{n-t}),Fixed Income Securities,This equation calculates the reinvestment risk of a bond. R_reinv represents the reinvestment risk
Price Risk,R_price = P(y + dy) - P(y),Fixed Income Securities,This equation calculates the price risk of a bond. R_price represents the price risk
Total Bond Risk,R_total = R_price + R_reinv,Fixed Income Securities,This equation calculates the total bond risk. R_total represents the total risk
Spread Duration,D_spread = -(P(y + dy + ds) - P(y + dy - ds)) / (2 * P * ds),Fixed Income Securities,This equation calculates the spread duration
Yield Beta,beta = (dP_bond / P_bond) / (dP_benchmark / P_benchmark),Fixed Income Securities,This equation calculates the yield beta of a bond relative to a benchmark. beta represents the yield beta
Tracking Error,TE = sqrt((1/T) * sum_{t=1}^T (R_portfolio,Fixed Income Securities,t)^2)
Information Ratio,IR = (R_portfolio - R_benchmark) / TE,Fixed Income Securities,This equation calculates the information ratio of a bond portfolio. IR represents the information ratio
Call Option Payoff at Expiration,Payoff_C = max(S_T - K,Equity Derivatives,Equity Derivatives - Options Fundamentals
Put Option Payoff at Expiration,Payoff_P = max(K - S_T,Equity Derivatives,Equity Derivatives - Options Fundamentals
Call Option Profit at Expiration,Profit_C = max(S_T - K,Equity Derivatives,Equity Derivatives - Options Fundamentals
Put Option Profit at Expiration,Profit_P = max(K - S_T,Equity Derivatives,Equity Derivatives - Options Fundamentals
Intrinsic Value (Call),IV_C = max(S_0 - K,Equity Derivatives,Equity Derivatives - Options Fundamentals
Intrinsic Value (Put),IV_P = max(K - S_0,Equity Derivatives,Equity Derivatives - Options Fundamentals
Time Value,TV = Option Price - Intrinsic Value,Equity Derivatives,This equation calculates the time value of an option. TV represents the time value
Put-Call Parity,C + K * e^{-rT} = P + S_0,Equity Derivatives,This is the fundamental put-call parity relationship for European options on non-dividend paying stocks. C represents the call price
Put-Call Parity with Dividends,C + K * e^{-rT} = P + S_0 * e^{-qT},Equity Derivatives,This is the put-call parity for European options on dividend-paying stocks. The terms are the same as basic put-call parity
Lower Bound for European Call,C >= max(S_0 - K * e^{-rT},Equity Derivatives,Equity Derivatives - Options Fundamentals
Lower Bound for European Put,P >= max(K * e^{-rT} - S_0,Equity Derivatives,Equity Derivatives - Options Fundamentals
Upper Bound for European Call,C <= S_0,Equity Derivatives,This equation gives the upper bound for a European call option price. C represents the call price
Upper Bound for European Put,P <= K * e^{-rT},Equity Derivatives,This equation gives the upper bound for a European put option price. P represents the put price
American Call on Non-Dividend Stock,C_American = C_European,Equity Derivatives,This equation states that for American calls on non-dividend paying stocks
American Put on Non-Dividend Stock,P_American >= P_European,Equity Derivatives,This equation states that American puts can be worth more than European puts. P_American represents the American put price
Black-Scholes Call Formula,C = S_0 * N(d_1) - K * e^{-rT} * N(d_2),Equity Derivatives,This is the famous Black-Scholes formula for pricing a European call option. C represents the call price
Black-Scholes Put Formula,P = K * e^{-rT} * N(-d_2) - S_0 * N(-d_1),Equity Derivatives,This is the Black-Scholes formula for pricing a European put option. P represents the put price
Black-Scholes d_1,d_1 = (ln(S_0/K) + (r + sigma^2/2) * T) / (sigma * sqrt(T)),Equity Derivatives,This equation defines the d_1 parameter in the Black-Scholes formula. d_1 combines the moneyness of the option (ln(S_0/K))
Black-Scholes d_2,d_2 = d_1 - sigma * sqrt(T),Equity Derivatives,This equation defines the d_2 parameter in the Black-Scholes formula. d_2 is simply d_1 minus sigma * sqrt(T). d_2 represents the probability that the option will be in the money at expiration under the risk-neutral measure.
Black-Scholes with Dividends,C = S_0 * e^{-qT} * N(d_1) - K * e^{-rT} * N(d_2),Equity Derivatives,This is the Black-Scholes formula for a European call on a dividend-paying stock. The stock price S_0 is discounted by the continuous dividend yield q using e^{-qT}. This adjustment accounts for the expected dividend payments during the option's life.
Black-Scholes d_1 with Dividends,d_1 = (ln(S_0/K) + (r - q + sigma^2/2) * T) / (sigma * sqrt(T)),Equity Derivatives,This equation defines d_1 for dividend-paying stocks. The dividend yield q is subtracted from r in the numerator
Delta (Call),Delta_C = N(d_1),Equity Derivatives,This equation calculates the delta of a European call option. Delta_C represents the call delta
Delta (Put),Delta_P = N(d_1) - 1,Equity Derivatives,This equation calculates the delta of a European put option. Delta_P represents the put delta. For puts
Gamma,Gamma = N'(d_1) / (S_0 * sigma * sqrt(T)),Equity Derivatives,This equation calculates the gamma of a European option (same for calls and puts). Gamma represents the second derivative of the option price with respect to the underlying price. It measures the rate of change of delta and is highest for at-the-money options near expiration.
Normal PDF,N'(x) = (1/sqrt(2 * pi)) * e^{-x^2/2},Equity Derivatives,This is the probability density function of the standard normal distribution. N'(x) represents the PDF value at x
Theta (Call),Theta_C = -(S_0 * N'(d_1) * sigma) / (2 * sqrt(T)) - r * K * e^{-rT} * N(d_2),Equity Derivatives,This equation calculates the theta of a European call option. Theta_C represents the call theta
Theta (Put),Theta_P = -(S_0 * N'(d_1) * sigma) / (2 * sqrt(T)) + r * K * e^{-rT} * N(-d_2),Equity Derivatives,This equation calculates the theta of a European put option. Theta_P represents the put theta. Unlike calls
Vega,Vega = S_0 * N'(d_1) * sqrt(T),Equity Derivatives,This equation calculates the vega of a European option (same for calls and puts). Vega represents the sensitivity of the option price to changes in volatility. Vega is always positive
Rho (Call),Rho_C = K * T * e^{-rT} * N(d_2),Equity Derivatives,This equation calculates the rho of a European call option. Rho_C represents the call rho
Rho (Put),Rho_P = -K * T * e^{-rT} * N(-d_2),Equity Derivatives,This equation calculates the rho of a European put option. Rho_P represents the put rho. For puts
Vanna,Vanna = -N'(d_1) * d_2 / sigma,Equity Derivatives,This equation calculates the vanna of a European option. Vanna represents the sensitivity of delta to changes in volatility
Charm,Charm = -N'(d_1) * (2rT - d_2 * sigma * sqrt(T)) / (2T * sigma * sqrt(T)),Equity Derivatives,This equation calculates the charm of a European option. Charm represents the sensitivity of delta to changes in time (delta decay). Charm is important for understanding how delta changes as expiration approaches.
Vomma,Vomma = S_0 * N'(d_1) * sqrt(T) * d_1 * d_2 / sigma,Equity Derivatives,This equation calculates the vomma (also called volga) of a European option. Vomma represents the sensitivity of vega to changes in volatility. Vomma is positive for most options
Veta,Veta = S_0 * N'(d_1) * sqrt(T) * (r * q + (d_1 * d_2 * sigma) / (2T)),Equity Derivatives,This equation calculates the veta of a European option. Veta represents the sensitivity of vega to changes in time (vega decay). Veta helps understand how volatility sensitivity changes as expiration approaches.
Speed,Speed = -N'(d_1) / (S_0^2 * sigma * sqrt(T)) * (1 + d_1 / (sigma * sqrt(T))),Equity Derivatives,This equation calculates the speed of a European option. Speed represents the third derivative of the option price with respect to the underlying price. Speed measures the rate of change of gamma and is important for understanding convexity risk.
Color,Color = -N'(d_1) / (2 * S_0 * T * sigma * sqrt(T)) * (1 + (2rT - d_2 * sigma * sqrt(T)) / (2T)),Equity Derivatives,This equation calculates the color of a European option. Color represents the sensitivity of gamma to changes in time (gamma decay). Color helps understand how the curvature of the option price changes as expiration approaches.
Zomma,Zomma = N'(d_1) * (d_1 * d_2 - 1) / (S_0 * sigma^2 * sqrt(T)),Equity Derivatives,This equation calculates the zomma of a European option. Zomma represents the sensitivity of gamma to changes in volatility. Zomma is important for managing volatility risk in gamma-sensitive portfolios.
Implied Volatility (Definition),sigma_imp: C_market = C_BSM(S_0,Equity Derivatives, T
Newton-Raphson for Implied Volatility,sigma_{n+1} = sigma_n - (C_BSM(sigma_n) - C_market) / Vega(sigma_n),Equity Derivatives,This equation implements the Newton-Raphson method to solve for implied volatility. sigma_n is the current guess
Volatility Smile,sigma_imp = f(K/S_0,Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Volatility Skew,Skew = (sigma_imp(K_25) - sigma_imp(K_75)) / (K_75 - K_25),Equity Derivatives,This equation measures the volatility skew. Skew represents the slope of implied volatility across strike prices. sigma_imp(K_25) and sigma_imp(K_75) are the implied volatilities for 25-delta and 75-delta options respectively. Negative skew is common in equity markets.
Volatility Surface,sigma_imp = f(K,Equity Derivatives,Equity Derivatives - Black-Scholes-Merton
Asian Option (Arithmetic Average),Payoff = max((1/n) * sum_{i=1}^n S_{t_i} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option (Geometric Average),Payoff = max((prod_{i=1}^n S_{t_i})^{1/n} - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option Price (Geometric),C = e^{-rT} * E_Q[max(S_G - K,Equity Derivatives,Equity Derivatives - Exotic Options
Barrier Option (Up-and-Out Call),Payoff = (max(S_T - K,Equity Derivatives,Equity Derivatives - Exotic Options
Barrier Option (Down-and-In Put),Payoff = (max(K - S_T,Equity Derivatives,Equity Derivatives - Exotic Options
Lookback Option (Floating Strike Call),Payoff = max(S_T - min_{0<=t<=T} S_t,Equity Derivatives,Equity Derivatives - Exotic Options
Lookback Option (Fixed Strike Call),Payoff = max(max_{0<=t<=T} S_t - K,Equity Derivatives,Equity Derivatives - Exotic Options
Binary Option (Cash-or-Nothing Call),Payoff = C if S_T > K else 0,Equity Derivatives,This equation gives the payoff of a cash-or-nothing binary call option. The option pays a fixed cash amount C if the underlying price exceeds the strike at expiration
Binary Option (Asset-or-Nothing Call),Payoff = S_T if S_T > K else 0,Equity Derivatives,This equation gives the payoff of an asset-or-nothing binary call option. The option pays the underlying asset price if it exceeds the strike at expiration
Compound Option (Call on Call),Payoff = max(C(S_T,Equity Derivatives, T_2) - K_1
Chooser Option,Payoff = max(C(S_T,Equity Derivatives, T_2)
Exchange Option,Payoff = max(S_1,Equity Derivatives,T
Basket Option,Payoff = max(sum_{i=1}^n w_i * S_{i,Equity Derivatives, 0)
Spread Option,Payoff = max(S_1,Equity Derivatives,T - K
Rainbow Option,Payoff = max(min(S_1,Equity Derivatives, S_2
Forward Start Option,C = S_0 * e^{-qT_1} * (e^{(r-q)(T_2-T_1)} * N(d_1) - e^{-r(T_2-T_1)} * N(d_2)),Equity Derivatives,This equation prices a forward start option that begins at time T_1 and expires at T_2. The option starts at-the-money forward. Forward start options are used in employee stock option plans.
Cliquet Option,Payoff = max(prod_{i=1}^n (1 + max(R_i,Equity Derivatives, 0)
Bermudan Option,C_Bermudan >= C_European,Equity Derivatives,This equation states that Bermudan options (exercisable on specified dates) are at least as valuable as European options (exercisable only at expiration). C_Bermudan represents the Bermudan option price
Digital Option Price,C = e^{-rT} * N(d_2),Equity Derivatives,This equation prices a cash-or-nothing digital call option. C represents the option price
Gap Option Payoff,Payoff = S_T - K_2 if S_T > K_1 else 0,Equity Derivatives,This equation gives the payoff of a gap call option. The option has two strike prices: K_1 triggers exercise
Power Option Payoff,Payoff = max(S_T^a - K,Equity Derivatives,Equity Derivatives - Exotic Options
Quanto Option,C = e^{-rT} * E_Q[max(S_T^f * X_T - K,Equity Derivatives,Equity Derivatives - Exotic Options
Asian Option Delta Approximation,Delta ≈ N(d_1) * (1/T) * sum_{i=1}^n (S_0 / S_{t_i}),Equity Derivatives,This equation approximates the delta of an arithmetic Asian option. The delta depends on the relationship between the current price and the prices at which the average is calculated. This approximation is used because there's no closed-form formula.
Option Elasticity,Elasticity = Delta * S_0 / C,Equity Derivatives,This equation calculates the elasticity of an option. Elasticity represents the percentage change in option price for a 1% change in the underlying price. For calls
Leverage,Leverage = 1 / Delta,Equity Derivatives,This equation calculates the leverage of an option position. Leverage represents how many shares of underlying you effectively control with one option. Deep in-the-money options have leverage close to 1
Option Beta,Beta_option = Delta * Beta_underlying,Equity Derivatives,This equation relates option beta to underlying beta. Beta_option represents the option's beta (sensitivity to market returns)
Probability of ITM (Call),P(S_T > K) = N(d_2),Equity Derivatives,This equation calculates the risk-neutral probability that a call option expires in the money. The probability is N(d_2)
Probability of ITM (Put),P(S_T < K) = N(-d_2),Equity Derivatives,This equation calculates the risk-neutral probability that a put option expires in the money. The probability is N(-d_2). This probability is used in option pricing and risk management.
Expected Terminal Stock Price,E[S_T] = S_0 * e^{rT},Equity Derivatives,This equation gives the expected terminal stock price under the risk-neutral measure. E[S_T] represents the expectation
Option Value Decomposition,C = Intrinsic Value + Time Value,Equity Derivatives,This equation decomposes an option's value into intrinsic and time components. C represents the total option value. Intrinsic value is the immediate exercise value
Early Exercise Premium (American Put),EEP = P_American - P_European,Equity Derivatives,This equation calculates the early exercise premium for an American put option. EEP represents the extra value from the early exercise right. This premium is positive for deep in-the-money puts on non-dividend stocks.
Optimal Exercise Boundary (American Put),S* = f(K,Equity Derivatives, q
Option Theta Decay,Theta ≈ -sigma * S_0 * N'(d_1) / (2 * sqrt(T)),Equity Derivatives,This equation approximates the theta decay near expiration. The dominant term is the volatility term
Gamma Scalping Profit,Profit ≈ 0.5 * Gamma * (dS)^2 - Theta * dt,Equity Derivatives,This equation estimates the profit from gamma scalping (delta-hedging). The gamma term captures profit from convexity when the underlying moves
