title,equation_latex,main_category,notes
Future Value of Uneven Cash Flows,FV = sum_{t=1}^n CF_t * (1 + r)^{n-t},Foundations - Time Value of Money,This equation calculates the future value of a series of unequal cash flows. FV represents the future value at time n
Interest Rate Parity,F = S * (1 + r_d) / (1 + r_f),Foundations - Time Value of Money,This equation expresses the relationship between spot and forward exchange rates. F represents the forward exchange rate
Real Interest Rate,r_real = (1 + r_nom) / (1 + inflation) - 1,Foundations - Time Value of Money,This equation calculates the real interest rate from the nominal rate and inflation. r_real represents the real interest rate
Fisher Equation,r_nom = r_real + inflation + r_real * inflation,Foundations - Time Value of Money,This is the exact Fisher equation relating nominal and real interest rates. r_nom represents the nominal rate
Yield to First Call,YTC = (C + (P_call - P) / n) / ((P_call + P) / 2),Foundations - Time Value of Money,This equation calculates the yield to call for a callable bond. YTC represents the yield to call
Current Yield,CY = C / P,Foundations - Time Value of Money,This equation calculates the current yield of a bond. CY represents the current yield
Yield to Maturity Approximation,YTM ≈ (C + (F - P) / n) / ((F + P) / 2),Foundations - Time Value of Money,This equation provides an approximation of the yield to maturity. YTM represents the yield to maturity
Macaulay Duration (Zero-Coupon),D_mac = t,Foundations - Time Value of Money,This equation shows that the Macaulay duration of a zero-coupon bond equals its time to maturity. D_mac represents the Macaulay duration
Macaulay Duration (Coupon Bond),D_mac = sum_{t=1}^n (t * CF_t / (1 + y)^t) / P,Foundations - Time Value of Money,This equation calculates the Macaulay duration of a coupon bond. D_mac represents the Macaulay duration
Modified Duration,D_mod = D_mac / (1 + y),Foundations - Time Value of Money,This equation calculates the modified duration from Macaulay duration. D_mod represents the modified duration
Dollar Duration,DD = -D_mod * P,Foundations - Time Value of Money,This equation calculates the dollar duration (also called price value of a basis point or PV01). DD represents the dollar duration
Convexity,Conv = sum_{t=1}^n (t(t+1) * CF_t / (1 + y)^{t+2}) / P,Foundations - Time Value of Money,This equation calculates the convexity of a bond. Conv represents convexity
Price Change Approximation,dP/P ≈ -D_mod * dy + 0.5 * Conv * (dy)^2,Foundations - Time Value of Money,This equation approximates the percentage price change of a bond for a small change in yield. dP/P represents the percentage price change
Forward Price of an Asset,F = S * e^{(r - q)T},Foundations - Time Value of Money,This equation calculates the forward price of an asset with continuous dividend yield. F represents the forward price
Cost of Carry,C = r - q,Foundations - Time Value of Money,This equation calculates the cost of carry for an asset. C represents the cost of carry
Interest Rate Forward Price,F = (1 + r_long * T_long) / (1 + r_short * T_short) - 1,Foundations - Time Value of Money,This equation calculates the forward interest rate using discrete compounding. F represents the forward rate
Zero Rate from Forward Rates,r_0,Foundations - Time Value of Money,i}
Bootstrap Method,P_T = 1 / (1 + c * sum_{i=1}^{T-1} P_i),Foundations - Time Value of Money,This equation is used in the bootstrap method to extract zero-coupon prices from coupon bond prices. P_T represents the zero-coupon price for maturity T
Rolling Down the Yield Curve,Total Return = Income + Rolldown,Foundations - Time Value of Money,This equation decomposes the total return of a bond into income and rolldown components. Total Return is the total return over a period
