Title,Equation,Main_Category,Notes
Capital Asset Pricing Model (CAPM),R_i = R_f + β_i (R_m - R_f) + ε_i,Interest Rate Models,The Capital Asset Pricing Model (CAPM) provides a fundamental framework for understanding the relationship between expected returns and systematic risk. **Mathematical Foundation**: The model states that expected excess return equals beta times market risk premium: 𝔼[R_i] - R_f = β_i(𝔼[R_m] - R_f), where β_i = Cov(R_i,R_m)/Var(R_m). The full model decomposes realized returns into expected return plus idiosyncratic risk: R_i = 𝔼[R_i] + β_i(R_M - 𝔼[R_M]) + ε_i. **Key Assumptions**: Investors are risk-averse and hold mean-variance efficient portfolios; perfect capital markets with no taxes or transaction costs; investors have homogeneous expectations; unlimited borrowing/lending at risk-free rate. **Practical Applications**: Portfolio optimization, performance evaluation, cost of capital estimation, asset pricing tests, risk-adjusted return calculations (Sharpe ratio, Jensen's alpha). **Limitations**: Assumes single-factor market model may miss other systematic risks; empirical tests show mixed results with anomalies like size and value effects. **Implementation**: Beta estimation via regression of asset returns on market returns; requires long historical data for stable estimates. **Related Concepts**: Multi-factor models like Fama-French extend CAPM to include size and value factors; arbitrage pricing theory generalizes to K-factor models.
Constant Elasticity of Variance Model,dS_t = μ S_t dt + σ S_t^β dW_t,Interest Rate Models,CEV model captures the leverage effect where volatility increases as asset prices decrease, providing more realistic dynamics than geometric Brownian motion. **Mathematical Foundation**: The volatility σ S^β depends on price level with elasticity β. When β < 1, volatility increases as price decreases (leverage effect). The model has closed-form solutions for European options when β = 0 (square-root diffusion). **Key Assumptions**: Constant elasticity parameter, no jumps, risk-neutral dynamics. **Practical Applications**: Equity option pricing with leverage effects, commodity derivative valuation, FX options in emerging markets. **Limitations**: Lacks mean reversion; may not capture extreme events adequately. **Implementation**: Numerical methods for general β; analytical solutions exist for specific values. **Related Concepts**: Heston model adds stochastic volatility; VG model incorporates jumps.
Interest Rate Cap Valuation,Cap(t) = ∑_{i=1}^n Caplet(t T_i),Interest Rate Models,An interest rate cap is a portfolio of caplets, each providing protection against rising interest rates for successive periods. **Mathematical Foundation**: A cap with strike K consists of n caplets, each being a call option on the forward LIBOR rate for period (T_{i-1}, T_i). Total value equals sum of individual caplet values: Cap(t) = ∑_{i=1}^n Caplet_i(t, T_{i-1}, T_i, K). **Key Assumptions**: Additive caplet values, no correlation effects between periods, LIBOR Market Model dynamics. **Practical Applications**: Interest rate risk management for borrowers, hedging against rising rates, structured product components. **Limitations**: Assumes independent caplet pricing; correlation between rates may affect valuation. **Implementation**: Black-76 pricing for each caplet; requires volatility term structure. **Related Concepts**: Floors provide protection against falling rates; collars combine caps and floors.
Fundamental Capital Asset Pricing Model,𝔼[R_i] - r_f = β_i (𝔼[R_m] - r_f),Interest Rate Models,The CAPM security market line equation states that expected excess return is proportional to systematic risk exposure. **Mathematical Foundation**: All assets lie on the security market line with intercept r_f and slope equal to market risk premium. Assets above the line are undervalued, below are overvalued. Mathematically: 𝔼[R_i] = r_f + β_i (𝔼[R_m] - R_f). **Key Assumptions**: Market portfolio is efficient, investors hold only market portfolio and risk-free asset, no taxes or transaction costs. **Practical Applications**: Asset valuation, portfolio construction, performance measurement, capital asset pricing. **Limitations**: Empirical evidence shows anomalies; assumes single-factor model is complete. **Implementation**: Security market line plotting; beta estimation from regression. **Related Concepts**: Zero-beta portfolio has expected return equal to risk-free rate; market portfolio has beta = 1.
Black-76 Caplet Pricing,C = P(0 T_{i-1}) (F Φ(d_1) - K Φ(d_2)),Interest Rate Models,Individual caplet pricing using the Black-76 framework, treating forward LIBOR rates as lognormal under the appropriate numeraire. **Mathematical Foundation**: A caplet is a European call option on the forward LIBOR rate F = F(0,T_{i-1},T_i). The pricing formula C = P(0,T_{i-1}) × [F Φ(d₁) - K Φ(d₂)] uses the T_{i-1} zero-coupon bond as numeraire to make F a martingale. **Key Assumptions**: Lognormal forward rate dynamics, constant volatility, European exercise. **Practical Applications**: Building block for caps and floors, risk management for floating rate exposures, valuation of structured products. **Limitations**: Volatility smile not captured; assumes constant parameters. **Implementation**: Requires forward curve and volatility; d₁ = [ln(F/K) + σ²τ/2]/(σ√τ). **Related Concepts**: Floorlets are put options on forward rates; digital caplets for binary payoffs.
Constant Maturity Swap Valuation,V_{CMS} = 𝔼^ℚ[∫_t^T max(S_u - K 0) du],Interest Rate Models,A CMS swap exchanges a floating payment based on a constant maturity swap rate for a fixed rate, providing exposure to long-term interest rate movements. **Mathematical Foundation**: The CMS rate S_u is the par swap rate for maturity T_E from time u. The valuation involves expectation of the integral of capped swap rates: V_CMS = 𝔼^ℚ[∫_t^T max(S_u - K, 0) du] where K is the strike. **Key Assumptions**: Markovian interest rate dynamics, risk-neutral pricing, no counterparty risk. **Practical Applications**: Structured products with long-term rate exposure, risk management for pension funds, hedging long-term liabilities. **Limitations**: High sensitivity to volatility assumptions; model risk significant. **Implementation**: Monte Carlo simulation or analytical approximations; requires full yield curve model. **Related Concepts**: CMS spreads trade the difference between different maturity swap rates; quanto CMS for currency hedging.
Bond Convexity Measure,C = (1/P) d²P/dy²,Interest Rate Models,Convexity measures the curvature of the bond price-yield relationship, capturing second-order interest rate sensitivity beyond duration. **Mathematical Foundation**: Modified convexity C = (1/P) d²P/dy² measures how duration changes with yield. For a bond, convexity is positive, meaning price changes are convex in yield (more upside than downside for yield decreases). **Key Assumptions**: Small yield changes, parallel yield curve shifts, no embedded options. **Practical Applications**: Bond portfolio immunization, risk management, hedging strategies, duration matching. **Limitations**: Assumes parallel shifts; effective convexity needed for callable bonds. **Implementation**: Numerical differentiation or analytical formulas for standard bonds. **Related Concepts**: Effective convexity for bonds with options; gamma in option pricing.
Futures-Forward Convexity Adjustment,F_{fut} = F_{fwd} - ½ Cov(∫_t^T r_s ds r_T),Interest Rate Models,The convexity adjustment accounts for the difference between futures and forward prices due to daily settlement and interest rate volatility. **Mathematical Foundation**: Futures prices are marked-to-market daily, while forwards settle at maturity. The adjustment F_fut = F_fwd × exp(-½ Cov(∫_t^T r_s ds, r_T) ) arises from the correlation between the integral of rates and the final rate. **Key Assumptions**: Gaussian interest rate dynamics, constant volatility, risk-neutral measure. **Practical Applications**: Futures pricing, cross-currency basis valuation, hedging with futures contracts. **Limitations**: Assumes specific interest rate model; approximation for small volatility. **Implementation**: Requires covariance estimation from interest rate model. **Related Concepts**: Eurodollar futures convexity; OIS vs LIBOR basis adjustments.
Forward Rate Correlation Structure,ρ_{i j} = exp(-|T_i - T_j|/λ) × [α + (1-α) exp(-min(T_i T_j)/λ)],Interest Rate Models,Parametric model for the correlation structure of forward LIBOR rates, capturing both short-term high correlation and long-term decorrelation. **Mathematical Foundation**: The exponential decay form ρ_{ij} = exp(-|T_i - T_j|/λ) models correlation decreasing with maturity difference. The modified form adds asymptotic correlation α and short-term adjustment. **Key Assumptions**: Stationary correlation structure, exponential decay pattern, constant parameters. **Practical Applications**: LIBOR Market Model calibration, interest rate derivative pricing, risk management for yield curve products. **Limitations**: Assumes specific functional form; empirical correlations may be more complex. **Implementation**: Parameter estimation from historical forward rate data or market instruments. **Related Concepts**: Principal component analysis for correlation structure; AR(1) process correlations.
Cross-Currency Basis Swap Valuation,V_{basis} = ∑_{i=1}^n δ_i (R_{dom} - R_{for} × FX_{fwd}) P(0 T_i),Interest Rate Models,Basis swaps capture deviations from covered interest rate parity, exchanging floating rates in different currencies at non-par spreads. **Mathematical Foundation**: A cross-currency basis swap exchanges notional in one currency for another, with floating payments in each currency. The value accounts for the basis spread: V = ∑ δ_i (R_dom - R_for × FX_fwd) P(0,T_i). **Key Assumptions**: No counterparty risk, deterministic exchange rates, LIBOR-based rates. **Practical Applications**: Currency hedging, funding cost optimization, arbitrage opportunities, risk management for multi-currency portfolios. **Limitations**: Basis spreads can change; model risk in exchange rate assumptions. **Implementation**: Requires forward curves in both currencies and FX forwards. **Related Concepts**: Covered interest rate parity; FX basis swaps trade the basis spread directly.
Digital Caplet/Floorlet Pricing,V_{digital} = P(0 T_i) K Φ(±d_2),Interest Rate Models,Digital options on interest rates pay a fixed amount if the forward rate exceeds (caplet) or falls below (floorlet) the strike level. **Mathematical Foundation**: A digital caplet pays K if F > K at T_i, with present value V = P(0,T_i) K Φ(d₂) where d₂ = [ln(F/K) + σ²τ/2]/(σ√τ) - σ√τ. The floorlet analog pays if F < K. **Key Assumptions**: Lognormal forward rate dynamics, European exercise, digital payoff at maturity. **Practical Applications**: Structured interest rate products, risk management for threshold exposures, exotic derivative components. **Limitations**: High gamma near strike creates hedging challenges; liquidity issues. **Implementation**: Black-76 framework with digital payoff; requires careful handling of discontinuity. **Related Concepts**: Barrier options for continuous monitoring; range accruals for cumulative conditionals.
Discount Factor Bootstrapping,P(t T) = exp(-∑_{i=1}^n f_i Δt_i),Interest Rate Models,The fundamental technique for constructing discount factors from market instruments, essential for pricing all fixed income securities. **Mathematical Foundation**: Discount factors are bootstrapped from market quotes using P(t,T) = exp(-∫_t^T f(s) ds) where f(s) is the instantaneous forward rate. For piecewise constant forwards: P(t,T) = exp(-∑ f_i Δt_i). **Key Assumptions**: Continuous compounding, arbitrage-free forward rates, liquid market instruments. **Practical Applications**: Yield curve construction, derivative pricing, risk management, valuation of all interest rate products. **Limitations**: Requires sufficient market quotes; interpolation assumptions between maturities. **Implementation**: Successive bootstrapping from short to long maturities using swaps, futures, and bonds. **Related Concepts**: Nelson-Siegel interpolation; cubic spline methods for smooth curves.
Dispersion Trading Strategy,P&L ∝ σ_{idx}² - ∑ w_i² σ_i²,Interest Rate Models,Dispersion trading exploits the difference between index volatility and the volatility of its components, capturing correlation risk premium. **Mathematical Foundation**: The strategy profits when realized index volatility differs from implied volatility of components. P&L ∝ σ_idx² - ∑ w_i² σ_i², where weights reflect portfolio composition. **Key Assumptions**: Additive volatilities, constant correlations, liquid options on index and components. **Practical Applications**: Volatility arbitrage, correlation trading, risk management for equity portfolios. **Limitations**: Transaction costs high; requires liquid options markets. **Implementation**: Delta-hedged positions in index and single-stock options. **Related Concepts**: Variance swaps on indices; correlation swaps for direct exposure.
LIBOR Market Model Drift Adjustment,μ_k(t) = σ_k(t) × ∑_{j=1}^k [τ_j F_j(t) σ_j(t) ρ_{k j}]/[1 + τ_j F_j(t)],Interest Rate Models,The drift adjustment ensures arbitrage-free dynamics in the LIBOR Market Model by making each forward rate a martingale under its natural numeraire. **Mathematical Foundation**: Under the T_k-forward measure, the drift of L_k(t) must satisfy μ_k(t) = σ_k(t) ∑_{j=1}^k [τ_j L_j(t) σ_j(t) ρ_{kj}] / [1 + τ_j L_j(t)]. This complex drift ensures no arbitrage between different LIBOR rates. **Key Assumptions**: Lognormal LIBOR dynamics, correlation structure, Markovian state variables. **Practical Applications**: Interest rate cap/floor pricing, swaption valuation, exotic derivative pricing. **Limitations**: High-dimensional state space; numerical complexity increases with factors. **Implementation**: Monte Carlo simulation with correlated Brownian motions. **Related Concepts**: Heath-Jarrow-Morton framework; one-factor LMM for simplification.
Fama-French Three-Factor Model,R_i - R_f = α + β^{MKT}(R_m - R_f) + β^{SMB} SMB + β^{HML} HML,Interest Rate Models,Empirical asset pricing model extending CAPM with size and value factors to explain cross-sectional variation in expected stock returns. **Mathematical Foundation**: The model decomposes excess returns into market premium, small-minus-big (SMB) size factor, and high-minus-low (HML) value factor. Regression estimates factor loadings and alpha. **Key Assumptions**: Linear factor model, time-invariant factor exposures, arbitrage-free factor premia. **Practical Applications**: Performance attribution, factor investing, risk management, asset allocation. **Limitations**: Factors may not be truly risk-based; data mining concerns with factor selection. **Implementation**: Time-series regression on historical returns; requires factor return construction. **Related Concepts**: Carhart four-factor adds momentum; Fama-French five-factor includes profitability and investment.
Floating Rate Note Par Value,V_{float}(t_i) = F,Interest Rate Models,At reset dates, floating rate notes trade at par value as the coupon resets to current market rates, providing investors with protection against interest rate changes. **Mathematical Foundation**: Between reset dates, the FRN's value fluctuates, but at reset date t_i, the coupon resets to F (face value), making V(t_i) = F. This follows from the floating rate being set to the prevailing market rate. **Key Assumptions**: No counterparty risk, deterministic reset dates, LIBOR-based floating rate. **Practical Applications**: Investment grade debt issuance, risk management for borrowers, structured finance products. **Limitations**: Credit risk affects value; basis risk between reference rate and actual borrowing cost. **Implementation**: Market value calculation requires current reset rate and credit spread. **Related Concepts**: Inverse FRNs with leveraged coupons; capped FRNs with maximum rates.
Black-76 Floorlet Pricing,P = P(0 T_{i-1}) (K Φ(-d_2) - F Φ(-d_1)),Interest Rate Models,Individual floorlet pricing as put options on forward LIBOR rates, providing protection against falling interest rates for borrowers. **Mathematical Foundation**: A floorlet is a European put option on the forward LIBOR rate F = F(0,T_{i-1},T_i). The pricing formula P = P(0,T_{i-1}) × [K Φ(-d₂) - F Φ(-d₁)] uses the Black-76 framework with d₁ = [ln(F/K) + σ²τ/2]/(σ√τ). **Key Assumptions**: Lognormal forward rate dynamics, constant volatility, European exercise. **Practical Applications**: Interest rate floor pricing, borrower protection, structured product components. **Limitations**: Assumes constant volatility; market exhibits term structure of volatility. **Implementation**: Black-76 put formula; floor value equals sum of floorlet values. **Related Concepts**: Caplets provide upside protection; collars combine caps and floors.
HJM Forward Rate Dynamics,dr(t) = [∂f(0 t)/∂t + λf(0 t) + η(t)²/λ (1-exp(-λt)) - λr(t)]dt + η(t)dW(t),Interest Rate Models,The Markovian reduction of the Heath-Jarrow-Morton framework, expressing short rate dynamics in terms of initial forward curve and volatility structure. **Mathematical Foundation**: The HJM drift condition μ(t,T) = σ(t,T) ∫_t^T σ(t,u) du ensures no arbitrage. For exponential volatility η(t) = η exp(-λ(T-t)), the short rate follows the extended Vasicek process. **Key Assumptions**: Markovian dynamics, deterministic volatility, risk-neutral measure. **Practical Applications**: Interest rate modeling, derivative pricing, yield curve analysis. **Limitations**: Assumes specific volatility form; infinite-dimensional for general case. **Implementation**: HJM trees or PDE methods; Hull-White model as special case. **Related Concepts**: LIBOR Market Model for discrete forwards; Brace-Gatarek-Musiela reformulation.
Forward Swap Rate Calculation,S_{m n}(t) = (P(t T_m) - P(t T_n))/∑_{i=m+1}^n τ_i P(t T_i),Interest Rate Models,The forward par swap rate for a contract starting at T_m and ending at T_n, calculated from the current discount factor curve. **Mathematical Foundation**: The forward swap rate equates the present values of fixed and floating legs. S_{mn}(t) = [P(t,T_m) - P(t,T_n)] / [∑_{i=m+1}^n τ_i P(t,T_i)] where τ_i are day count fractions. **Key Assumptions**: Deterministic discount factors, standard day count conventions, no counterparty risk. **Practical Applications**: Swap pricing, yield curve construction, hedging calculations, risk management. **Limitations**: Assumes flat fixed rate; actual swap rates may differ due to credit and liquidity. **Implementation**: Requires discount factor curve; bootstrapping from market instruments. **Related Concepts**: Par swap rate at inception; CMS rates for longer tenors.
Forward Variance Curve Dynamics,d(σ_t² × t) = ω_t dt,Interest Rate Models,The forward variance curve represents market expectations of future volatility, fundamental to pricing volatility derivatives and managing volatility risk. **Mathematical Foundation**: The forward variance σ_t²(t) satisfies d(σ_t² × t) = ω_t dt where ω_t is the volatility of variance. This SDE describes how the forward variance curve evolves over time. **Key Assumptions**: Markovian volatility dynamics, deterministic forward variance, risk-neutral measure. **Practical Applications**: Variance swap pricing, volatility surface modeling, risk management for volatility products. **Limitations**: Assumes specific dynamics; calibration challenging. **Implementation**: Dupire's equation for local volatility; stochastic volatility models. **Related Concepts**: Rough volatility models; fractional Brownian motion for persistence.
G2++ Two-Factor Interest Rate Model,r_t = x_t + y_t + φ(t),Interest Rate Models,Two-factor Gaussian model with time-dependent shift, providing flexible yield curve fitting while maintaining analytical tractability for derivative pricing. **Mathematical Foundation**: The model assumes r_t = x_t + y_t + φ(t) where x_t, y_t follow correlated Gaussian processes with mean reversion. The deterministic shift φ(t) allows exact calibration to initial yield curve. **Key Assumptions**: Gaussian factors, constant correlations, time-dependent parameters, arbitrage-free dynamics. **Practical Applications**: Swaption pricing, CMS valuation, yield curve modeling, risk management for interest rate portfolios. **Limitations**: Allows negative rates; calibration requires many parameters. **Implementation**: Riccati equation solutions for bond prices; Fourier methods for swaptions. **Related Concepts**: One-factor Hull-White; quadratic Gaussian models with positivity constraints.
Global Floor and Cap Risk Controls,V_{global} = e^{-rT} max(min(∏_{i=1}^n R_i GlobalCap) GlobalFloor),Interest Rate Models,Global risk controls apply caps and floors to the cumulative product of rates over the entire period, rather than controlling each period individually. **Mathematical Foundation**: Unlike standard caps/floors that control each period's rate, global controls apply to the product ∏ R_i. This creates path-dependent payoffs: V = e^{-rT} max(min(∏_{i=1}^n R_i, GlobalCap), GlobalFloor). **Key Assumptions**: Compounded returns, European exercise, deterministic discounting. **Practical Applications**: Structured products with total return controls, risk management for leveraged investments, exotic derivative pricing. **Limitations**: Complex payoff structure; numerical methods required for pricing. **Implementation**: Monte Carlo simulation or PDE methods; analytical approximations for simple cases. **Related Concepts**: Standard period-by-period caps; Asian-style controls on averages.
Heath-Jarrow-Morton Drift Condition,μ(t T) = σ(t T) ∫_t^T σ(t u) du,Interest Rate Models,The fundamental no-arbitrage condition in the HJM framework ensuring that the forward rate curve evolves without creating riskless profit opportunities. **Mathematical Foundation**: For the forward rate dynamics df(t,T) = μ(t,T)dt + σ(t,T)dW, the drift must satisfy μ(t,T) = σ(t,T) ∫_t^T σ(t,u) du to prevent arbitrage. This condition completely determines the drift in terms of the volatility structure. **Key Assumptions**: Risk-neutral measure, continuous trading, frictionless markets. **Practical Applications**: Interest rate modeling foundation, derivative pricing consistency, yield curve analysis. **Limitations**: Infinite-dimensional state space; requires finite-dimensional approximations. **Implementation**: HJM trees, PDE methods, or factor models like LMM. **Related Concepts**: LIBOR Market Model drift adjustments; Brace-Gatarek-Musiela HJM formulation.
